;IDENTIDADE;STATUS;SEXO;NATUREZA;IDADE;novaUF;novaESCOLARIDADE;novoESTCIV;novaREGIAO;lRENDA
1399;LC_2400;admpl;M;empregado;59;SP;secundario;0.solt;DE;3,750354088762708
1400;LC_2401;admpl;M;empregado;57;SP;superior;casado;F;3,2962262872611605
1401;LC_2402;inad;M;empregado;43;SP;secundario;casado;BC;3,281714970027296
1402;LC_2403;inad;M;autonomo;37;SP;superior;0.solt;DE;4,175453826250483
1403;LC_2404;admpl;F;empregado;61;SP;secundario;0.solt;DE;3,7901443650429005
1404;LC_2405;admpl;F;outros;35;SP;secundario;viuvo;BC;3,72916478969277
1405;LC_2406;inad;F;empregado;58;SP;secundario;casado;BC;3,7248490876293854
1406;LC_2407;inad;F;empregado;43;SP;superior;0.solt;DE;2,5415792439465807
1407;LC_2408;admpl;M;empregado;31;SP;primario;0.solt;BC;3,1048284036536553
1408;LC_2409;inad;M;autonomo;53;SP;secundario;viuvo;BC;4,080842858834561
1409;LC_2410;admpl;M;outros;43;SP;superior;casado;DE;3,3624824747511743
1410;LC_2411;inad;M;outros;50;SP;z.posgrad;0.solt;BC;3,281941933440825
1411;LC_2412;admpl;M;empregado;48;SP;superior;0.solt;DE;3,14674801363064
1412;LC_2413;admpl;F;empregado;66;SP;secundario;0.solt;BC;3,3749315539781883
1413;LC_2414;admpl;F;empregado;70;SP;secundario;0.solt;F;3,1911714557285586
1414;LC_2415;admpl;F;empregado;59;SP;secundario;0.solt;BC;3,5790973265526436
1415;LC_2416;admpl;F;empregado;59;SP;secundario;0.solt;BC;2,130333768495006
1416;LC_2417;inad;F;empregado;52;SP;secundario;0.solt;BC;3,132899769944483
1417;LC_2418;admpl;F;empregado;31;SP;superior;viuvo;DE;2,9943171526696366
1418;LC_2419;admpl;F;outros;46;SP;superior;0.solt;BC;3,226342087163631
1419;LC_2420;admpl;M;outros;63;SP;secundario;0.solt;BC;3,9029270960172626
1420;LC_2421;inad;M;empregado;39;SP;secundario;0.solt;BC;4,170026898151117
1421;LC_2422;inad;F;empregado;34;SP;secundario;divorciado;BC;3,72916478969277
1422;LC_2423;inad;F;empregado;41;SP;secundario;0.solt;BC;3,721068301797159
1423;LC_2424;inad;F;empregado;30;SP;secundario;divorciado;BC;3,6424645202421213
1424;LC_2425;admpl;F;autonomo;63;SP;secundario;0.solt;DE;3,5153438930883807
1425;LC_2426;admpl;F;empregado;40;SP;secundario;0.solt;F;4,2001936371412
1426;LC_2427;inad;F;empregado;37;SP;secundario;divorciado;DE;2,8692317197309762
1427;LC_2428;admpl;M;empregado;60;SP;secundario;0.solt;BC;4,084612020865252
1428;LC_2429;admpl;F;empregado;59;SP;primario;0.solt;DE;2,5599066250361124
1429;LC_2430;admpl;F;empregado;33;SP;secundario;0.solt;F;3,8409212001987716
1430;LC_2431;admpl;F;empregado;40;SP;primario;0.solt;DE;2,9698816437465
1431;LC_2432;admpl;M;empregado;40;SP;z.posgrad;0.solt;F;3,756560043006683
1432;LC_2433;inad;F;empregado;55;SP;superior;0.solt;BC;3,1017470739463664
1433;LC_2434;admpl;F;outros;45;SP;secundario;0.solt;BC;3,935356092945573
1434;LC_2435;admpl;M;empregado;38;SP;primario;0.solt;DE;2,320146286111054
1435;LC_2436;inad;M;empregado;61;SP;z.posgrad;viuvo;F;3,1271047983648077
1436;LC_2437;admpl;M;empregado;45;SP;primario;0.solt;F;3,1775364999298623
1437;LC_2438;admpl;F;empregado;63;SP;secundario;0.solt;DE;3,923658421793306
1439;LC_2440;admpl;M;outros;58;SP;secundario;0.solt;BC;4,043676585602717
1440;LC_2441;admpl;M;empregado;37;SP;superior;0.solt;F;3,39375064034808
1441;LC_2442;admpl;M;empregado;54;SP;superior;0.solt;BC;3,6111920608684343
1442;LC_2443;admpl;F;empregado;66;SP;primario;casado;DE;3,1367205671564067
1443;LC_2444;admpl;M;empregado;52;SP;primario;casado;DE;3,336859820916809
1444;LC_2445;admpl;M;empregado;49;SP;superior;0.solt;DE;3,0195316845312554
1445;LC_2446;inad;M;empregado;53;SP;superior;0.solt;BC;3,5864747785713966
1446;LC_2447;admpl;M;empregado;54;SP;primario;0.solt;DE;2,749736315569061
1447;LC_2448;admpl;F;outros;58;SP;superior;0.solt;BC;3,7984434603501875
1448;LC_2449;admpl;F;empregado;37;SP;superior;0.solt;BC;3,3681008517093516
1449;LC_2450;inad;M;empregado;70;SP;secundario;0.solt;DE;4,110151828518272
1450;LC_2451;admpl;F;empregado;56;SP;secundario;0.solt;DE;3,230448921378274
1451;LC_2452;admpl;F;empregado;70;SP;superior;0.solt;BC;3,428134794028789
1452;LC_2453;admpl;F;empregado;46;SP;superior;0.solt;DE;3,4234097277330933
1453;LC_2454;admpl;F;empregado;43;SP;z.posgrad;0.solt;DE;3,525044807036845
1454;LC_2455;admpl;F;outros;49;SP;superior;0.solt;F;4,030194785356751
1455;LC_2456;admpl;M;empregado;48;SP;secundario;0.solt;BC;3,619927710291468
1456;LC_2457;inad;M;empregado;36;SP;secundario;0.solt;BC;3,7752462597402365
1457;LC_2458;admpl;M;empregado;37;SP;superior;casado;F;3,002166061756508
1458;LC_2459;inad;M;outros;69;SP;secundario;0.solt;A;4,030194785356751
1459;LC_2460;admpl;F;empregado;59;SP;secundario;casado;BC;3,089551882886454
1460;LC_2461;inad;M;autonomo;57;SP;superior;viuvo;A;3,165541076722373
1461;LC_2462;inad;F;empregado;62;SP;superior;casado;DE;3,469527479187014
1462;LC_2463;inad;M;autonomo;69;SP;secundario;0.solt;BC;3,8260748027008264
1463;LC_2464;admpl;F;empregado;54;SP;secundario;0.solt;BC;3,4423229557455746
1464;LC_2465;inad;F;empregado;35;SP;primario;0.solt;BC;3,3592661646067485
1465;LC_2466;inad;F;empregado;50;SP;secundario;casado;DE;3,198931869932209
1466;LC_2467;inad;F;outros;56;SP;superior;0.solt;DE;3,6585837154070626
1467;LC_2468;admpl;F;empregado;52;SP;superior;casado;DE;3,600537294364469
1468;LC_2469;inad;M;empregado;35;SP;secundario;0.solt;F;4,0813473078041325
1469;LC_2470;admpl;M;outros;67;SP;secundario;casado;BC;3,3823773034681137
1470;LC_2471;inad;F;empregado;32;SP;z.posgrad;0.solt;F;3,5472823079633033
1471;LC_2472;admpl;M;empregado;40;SP;primario;0.solt;BC;3,4545399849648186
1472;LC_2473;admpl;F;autonomo;40;SP;primario;casado;BC;2,781755374652469
1473;LC_2474;admpl;F;empregado;69;SP;superior;0.solt;DE;3,1878026387184195
1474;LC_2475;admpl;F;empregado;39;SP;superior;0.solt;DE;3,3066394410242617
1475;LC_2476;admpl;M;outros;41;SP;secundario;0.solt;DE;3,9783631470838827
1476;LC_2477;inad;F;empregado;37;SP;superior;casado;DE;3,1055101847699738
1477;LC_2478;admpl;M;outros;33;SP;secundario;0.solt;BC;3,1271047983648077
1478;LC_2479;admpl;M;empregado;64;SP;superior;casado;F;3,325925955771466
1479;LC_2480;admpl;F;empregado;60;SP;secundario;casado;BC;3,52283531366053
1480;LC_2481;admpl;F;empregado;58;SP;superior;viuvo;BC;3,4474681309497557
1481;LC_2482;inad;F;empregado;59;SP;secundario;casado;BC;3,2474822606770544
1482;LC_2483;inad;F;empregado;47;SP;superior;0.solt;DE;3,2362852774480286
1483;LC_2484;admpl;F;empregado;41;SP;secundario;viuvo;BC;3,7505083948513462
1484;LC_2485;admpl;M;empregado;35;SP;secundario;0.solt;BC;3,8010605298478555
1485;LC_2486;admpl;M;empregado;66;SP;secundario;casado;F;3,731266349075492
1486;LC_2487;inad;F;empregado;50;SP;secundario;0.solt;BC;3,030194785356751
1487;LC_2488;admpl;F;empregado;68;SP;secundario;casado;F;2,749736315569061
1488;LC_2489;admpl;M;empregado;51;SP;secundario;0.solt;BC;3,9722028383790646
1489;LC_2490;admpl;M;autonomo;38;SP;superior;0.solt;F;3,1271047983648077
1490;LC_2491;inad;F;empregado;61;SP;superior;0.solt;DE;3,2027606873931997
1491;LC_2492;admpl;M;empregado;55;SP;superior;0.solt;DE;3,3031960574204886
1492;LC_2493;admpl;F;empregado;64;SP;secundario;0.solt;DE;3,474507639116976
1493;LC_2494;admpl;F;outros;58;SP;secundario;0.solt;BC;4,180183241848227
1494;LC_2495;admpl;M;empregado;52;SP;secundario;0.solt;F;4,326028468337008
1495;LC_2496;admpl;M;empregado;42;SP;secundario;0.solt;F;3,6884198220027105
1496;LC_2497;admpl;F;empregado;67;SP;secundario;0.solt;BC;3,8335932939984563
1497;LC_2498;admpl;F;empregado;63;SP;secundario;0.solt;BC;3,1473671077937864
1498;LC_2499;inad;F;empregado;43;SP;secundario;divorciado;F;3,3575537197430814
1499;LC_2500;inad;F;empregado;66;SP;secundario;0.solt;BC;3,269979676645324
1500;LC_2501;admpl;M;autonomo;40;SP;primario;0.solt;DE;3,428134794028789
1501;LC_2502;inad;F;empregado;54;SP;secundario;0.solt;BC;4,026819159241227
1502;LC_2503;admpl;M;empregado;69;SP;secundario;casado;BC;4,18098558078673
1503;LC_2504;admpl;F;outros;42;SP;secundario;casado;F;3,750970984437319
1504;LC_2505;inad;F;empregado;40;SP;secundario;casado;DE;3,1866738674997452
1505;LC_2506;admpl;F;autonomo;50;SP;superior;0.solt;BC;4,127104798364807
1506;LC_2507;inad;F;empregado;52;SP;secundario;0.solt;BC;3,8260748027008264
1507;LC_2508;admpl;F;empregado;55;SP;secundario;casado;BC;3,525044807036845
1508;LC_2509;inad;F;outros;37;SP;z.posgrad;divorciado;BC;2,905256048748451
1509;LC_2510;admpl;F;empregado;36;SP;secundario;0.solt;DE;2,3820170425748683
1510;LC_2511;inad;M;empregado;67;SP;superior;0.solt;DE;3,563599728881531
1511;LC_2512;admpl;F;empregado;65;SP;superior;0.solt;BC;3,536179532137225
1512;LC_2513;admpl;F;empregado;47;SP;secundario;0.solt;BC;2,978180516937414
1513;LC_2514;admpl;F;empregado;47;SP;secundario;casado;F;3,486430478854434
1514;LC_2515;admpl;F;empregado;42;SP;secundario;casado;DE;4,172369376763842
1515;LC_2516;admpl;M;empregado;38;SP;superior;0.solt;BC;3,740046724051494
1516;LC_2517;admpl;F;empregado;40;SP;secundario;0.solt;BC;3,60422605308447
1517;LC_2518;admpl;M;empregado;57;SP;superior;0.solt;BC;3,8078055322706246
1518;LC_2519;inad;F;empregado;67;SP;secundario;viuvo;BC;3,9408649759667216
1519;LC_2520;admpl;F;outros;35;SP;secundario;viuvo;F;3,60422605308447
1520;LC_2521;admpl;M;outros;49;SP;secundario;0.solt;BC;3,8260748027008264
1521;LC_2522;inad;F;outros;69;SP;secundario;casado;BC;3,60422605308447
1522;LC_2523;admpl;F;outros;68;SP;secundario;0.solt;DE;3,4398062113933303
1523;LC_2524;admpl;F;outros;58;NOSP;superior;0.solt;DE;3,2062860444124324
1524;LC_2525;inad;M;empregado;65;SP;z.posgrad;casado;DE;3,4749443354653877
1525;LC_2526;admpl;F;outros;39;SP;secundario;casado;BC;3,72916478969277
1526;LC_2527;admpl;F;empregado;67;SP;superior;casado;DE;2,72916478969277
1527;LC_2528;admpl;F;empregado;61;SP;superior;casado;BC;2,8692317197309762
1528;LC_2529;admpl;F;empregado;69;SP;secundario;0.solt;F;3,602168551378997
1529;LC_2530;admpl;F;outros;58;SP;superior;casado;DE;3,3031960574204886
1530;LC_2531;admpl;M;empregado;54;SP;secundario;casado;DE;3,17868923977559
1531;LC_2532;admpl;M;empregado;32;SP;superior;0.solt;F;3,816506437046357
1532;LC_2533;inad;M;outros;47;SP;superior;0.solt;F;3,8260748027008264
1533;LC_2534;inad;F;autonomo;33;SP;secundario;0.solt;BC;3,216165902285993
1534;LC_2535;admpl;F;empregado;59;SP;superior;viuvo;BC;3,677789391068861
1535;LC_2536;inad;F;outros;45;SP;superior;0.solt;DE;3,7992026563005252
1536;LC_2537;admpl;F;empregado;62;SP;superior;0.solt;BC;2,9722028383790646
1537;LC_2538;admpl;F;empregado;45;SP;z.posgrad;casado;DE;3,0863598306747484
1538;LC_2539;admpl;F;empregado;49;SP;secundario;viuvo;BC;3,2062860444124324
1539;LC_2540;inad;F;outros;70;SP;superior;casado;F;3,2598326990634834
1540;LC_2541;admpl;F;empregado;50;SP;primario;casado;DE;2,9400181550076634
1541;LC_2542;inad;M;empregado;32;NOSP;secundario;0.solt;BC;3,7307822756663893
1542;LC_2543;admpl;M;empregado;41;SP;secundario;0.solt;BC;3,2062860444124324
1543;LC_2544;admpl;F;empregado;69;SP;superior;0.solt;F;2,787460474518415
1544;LC_2545;inad;F;outros;31;SP;superior;viuvo;DE;3,551327988003846
1545;LC_2546;inad;M;outros;50;SP;secundario;0.solt;BC;3,428134794028789
1546;LC_2547;admpl;F;outros;46;SP;z.posgrad;0.solt;BC;2,8615344108590377
1547;LC_2548;admpl;F;empregado;55;SP;superior;0.solt;BC;2,974971994298069
1548;LC_2549;inad;F;empregado;41;SP;secundario;0.solt;BC;3,1550322287909704
1549;LC_2550;admpl;M;empregado;40;SP;secundario;0.solt;F;3,905256048748451
1550;LC_2551;admpl;M;empregado;43;SP;primario;0.solt;BC;3,084933574936716
1551;LC_2552;inad;M;empregado;46;NOSP;secundario;0.solt;BC;3,1684974835230326
1552;LC_2553;admpl;M;outros;63;NOSP;z.posgrad;casado;DE;3,7605732539443943
1553;LC_2554;admpl;M;empregado;41;SP;superior;casado;BC;2,525044807036845
1554;LC_2555;inad;M;empregado;45;SP;superior;0.solt;DE;3,229937685907934
1555;LC_2556;admpl;M;outros;51;SP;superior;0.solt;BC;3,199480914862356
1556;LC_2557;inad;M;outros;34;NOSP;secundario;0.solt;BC;2,931457870689005
1557;LC_2558;admpl;F;outros;47;SP;superior;casado;DE;2,8680563618230415
1558;LC_2559;inad;F;empregado;32;SP;superior;divorciado;BC;3,1528995963937474
1559;LC_2560;admpl;F;empregado;44;SP;secundario;casado;F;3,60422605308447
1560;LC_2561;admpl;F;empregado;51;SP;secundario;0.solt;BC;3,296445794206396
1561;LC_2562;admpl;F;empregado;51;SP;superior;0.solt;DE;3,4638929889859074
1562;LC_2563;inad;M;empregado;45;SP;primario;0.solt;DE;3,3312247810207323
1563;LC_2564;admpl;F;empregado;51;SP;secundario;casado;F;3,428134794028789
1564;LC_2565;inad;F;outros;34;SP;primario;casado;F;2,9849771264154934
1565;LC_2566;admpl;M;outros;39;SP;superior;0.solt;F;3,2732328340430454
1566;LC_2567;inad;F;empregado;65;SP;z.posgrad;divorciado;BC;3,446537167073644
1567;LC_2568;admpl;M;empregado;66;NOSP;superior;casado;DE;1,8808135922807914
1568;LC_2569;admpl;M;empregado;66;SP;superior;casado;F;3,1961761850399735
1569;LC_2570;inad;M;empregado;31;SP;superior;0.solt;F;3,1271047983648077
1570;LC_2571;admpl;M;empregado;37;NOSP;secundario;casado;BC;3,9841671271469883
1571;LC_2572;inad;M;outros;39;SP;primario;casado;DE;3,198931869932209
1572;LC_2573;admpl;M;empregado;66;SP;z.posgrad;viuvo;BC;3,531861949095809
1573;LC_2574;inad;F;outros;58;SP;secundario;viuvo;DE;3,677333151419902
1574;LC_2575;inad;F;outros;45;SP;superior;0.solt;F;3,1271047983648077
1575;LC_2576;inad;M;outros;61;SP;secundario;0.solt;BC;3,7905666251460763
1576;LC_2577;admpl;F;outros;46;SP;secundario;0.solt;BC;3,5073160400764136
1577;LC_2578;admpl;F;empregado;47;SP;secundario;casado;BC;4,303088010528054
1578;LC_2579;admpl;F;empregado;44;SP;secundario;casado;BC;3,655138434811382
1579;LC_2580;admpl;F;outros;65;SP;secundario;0.solt;BC;3,477265995424853
1580;LC_2581;admpl;F;outros;53;SP;superior;0.solt;F;3,030194785356751
1581;LC_2582;admpl;F;empregado;61;SP;superior;casado;BC;3,3138672203691533
1582;LC_2583;admpl;F;outros;44;SP;superior;casado;DE;3,3031960574204886
1583;LC_2584;admpl;M;outros;37;SP;primario;viuvo;BC;2,72916478969277
1584;LC_2585;admpl;M;empregado;57;SP;superior;0.solt;F;3,0461047872460387
1585;LC_2586;admpl;F;empregado;32;SP;secundario;0.solt;BC;3,5917322389518356
1586;LC_2587;admpl;M;empregado;47;SP;z.posgrad;casado;BC;3,09377178149873
1587;LC_2588;admpl;F;empregado;36;SP;z.posgrad;0.solt;BC;3,378216149749878
1588;LC_2589;admpl;M;empregado;60;SP;primario;casado;F;2,8260748027008264
1589;LC_2590;admpl;M;outros;33;SP;primario;0.solt;BC;3,1271047983648077
1590;LC_2591;admpl;F;empregado;68;SP;superior;0.solt;DE;3,5742628297070267
1591;LC_2592;admpl;F;empregado;40;SP;superior;0.solt;F;3,6585837154070626
1592;LC_2593;admpl;M;empregado;37;SP;secundario;0.solt;BC;3,8260748027008264
1593;LC_2594;admpl;F;empregado;68;SP;superior;0.solt;DE;2,8260748027008264
1594;LC_2595;admpl;F;empregado;31;SP;secundario;casado;BC;3,8424220033576497
1595;LC_2596;admpl;F;empregado;46;SP;secundario;casado;BC;3,1607685618611283
1596;LC_2597;admpl;F;outros;51;SP;secundario;casado;F;3,6322547766847135
1597;LC_2598;admpl;F;empregado;53;SP;primario;0.solt;F;2,8750612633917
1598;LC_2599;admpl;F;outros;34;SP;secundario;0.solt;F;3,750354088762708
1599;LC_2600;admpl;F;empregado;38;SP;superior;0.solt;BC;4,246375464003508
1600;LC_2601;admpl;F;empregado;61;SP;superior;0.solt;BC;2,9206450014067875
1601;LC_2602;admpl;F;empregado;66;SP;primario;0.solt;BC;3,2732328340430454
1602;LC_2603;inad;F;empregado;41;SP;secundario;0.solt;BC;3,187520720836463
1603;LC_2604;admpl;F;empregado;52;SP;superior;casado;BC;2,0969100130080562
1604;LC_2605;admpl;M;empregado;67;SP;primario;0.solt;DE;3,3725438007590705
1605;LC_2606;inad;F;empregado;57;SP;superior;casado;BC;3,209783014848515
1606;LC_2607;admpl;F;empregado;61;SP;superior;0.solt;DE;3,118595365223762
1607;LC_2608;admpl;M;empregado;30;SP;secundario;0.solt;BC;3,8260748027008264
1608;LC_2609;admpl;F;empregado;58;SP;secundario;casado;BC;2,550228353055094
1610;LC_2611;inad;M;empregado;45;SP;primario;0.solt;F;3,5420781463356255
1611;LC_2612;admpl;F;empregado;56;SP;secundario;casado;F;3,683407299132095
1612;LC_2613;admpl;M;autonomo;42;SP;primario;0.solt;BC;2,3820170425748683
1613;LC_2614;admpl;M;empregado;37;SP;secundario;0.solt;BC;4,084933574936716
1614;LC_2615;admpl;F;outros;55;SP;primario;casado;BC;3,1271047983648077
1615;LC_2616;admpl;M;empregado;60;SP;secundario;0.solt;BC;3,1271047983648077
1616;LC_2617;admpl;F;empregado;46;SP;secundario;casado;F;3,030194785356751
1617;LC_2618;inad;F;outros;46;SP;primario;casado;F;3,2062860444124324
1618;LC_2619;admpl;M;empregado;33;SP;z.posgrad;casado;DE;3,168202746842631
1619;LC_2620;admpl;F;empregado;31;SP;superior;0.solt;BC;3,72607487021537
1620;LC_2621;admpl;M;empregado;59;SP;secundario;0.solt;DE;1,9590413923210936
1621;LC_2622;inad;F;outros;54;SP;secundario;viuvo;BC;3,1271047983648077
1622;LC_2623;admpl;F;outros;57;SP;secundario;0.solt;BC;3,42781057267599
1623;LC_2624;inad;M;empregado;56;SP;superior;0.solt;DE;3,468495024507069
1624;LC_2625;admpl;M;empregado;58;SP;secundario;0.solt;BC;4,049683089088249
1625;LC_2626;admpl;M;autonomo;58;SP;primario;casado;F;3,0565237240791006
1626;LC_2627;inad;M;autonomo;50;NOSP;secundario;0.solt;BC;3,3085644135612386
1627;LC_2628;inad;F;autonomo;32;SP;secundario;viuvo;A;3,3823773034681137
1628;LC_2629;admpl;F;empregado;58;SP;z.posgrad;casado;DE;3,237292337567459
1629;LC_2630;inad;M;empregado;43;NOSP;secundario;0.solt;DE;2,859138297294531
1630;LC_2631;admpl;F;empregado;32;SP;superior;casado;F;2,9722028383790646
1631;LC_2632;admpl;M;empregado;52;SP;secundario;0.solt;DE;3,241048150671644
1632;LC_2633;inad;M;empregado;68;SP;superior;casado;DE;3,5232260419657013
1633;LC_2634;admpl;F;autonomo;60;SP;secundario;0.solt;F;3,2732328340430454
1634;LC_2635;admpl;M;empregado;30;SP;z.posgrad;0.solt;DE;2,6009728956867484
1635;LC_2636;admpl;F;empregado;54;SP;superior;casado;DE;3,744762237065578
1636;LC_2637;inad;F;outros;68;SP;secundario;casado;BC;2,8260748027008264
1637;LC_2638;admpl;M;empregado;38;SP;superior;0.solt;BC;3,1189257528257768
1638;LC_2639;admpl;M;empregado;30;SP;secundario;casado;DE;3,775173385424787
1639;LC_2640;admpl;M;empregado;40;SP;z.posgrad;casado;BC;4,12985095078891
1640;LC_2641;admpl;F;empregado;46;SP;primario;casado;BC;2,9722028383790646
1641;LC_2642;inad;M;empregado;66;SP;z.posgrad;0.solt;BC;3,9648251178833886
1642;LC_2643;admpl;M;empregado;36;SP;superior;casado;F;3,4888326343824003
1643;LC_2644;admpl;F;empregado;32;SP;secundario;0.solt;BC;3,59955559098598
1644;LC_2645;admpl;M;empregado;43;SP;secundario;casado;BC;3,1271047983648077
1645;LC_2646;inad;M;autonomo;67;SP;superior;casado;A;3,3848907965305544
1646;LC_2647;admpl;F;outros;64;SP;superior;0.solt;DE;3,5185139398778875
1647;LC_2648;admpl;F;empregado;43;SP;secundario;casado;BC;3,438858659420562
1648;LC_2649;admpl;M;outros;56;SP;primario;casado;F;2,803457115648414
1649;LC_2650;inad;F;empregado;55;SP;primario;0.solt;F;3,4861469968065726
1650;LC_2651;inad;F;autonomo;61;SP;superior;0.solt;DE;3,090610707828407
1651;LC_2652;admpl;M;empregado;68;SP;secundario;0.solt;BC;3,3163897510731952
1652;LC_2653;admpl;M;empregado;61;SP;secundario;casado;F;3,346352974450639
1653;LC_2654;admpl;M;empregado;31;SP;primario;casado;F;3,1815577738627865
1654;LC_2655;admpl;M;empregado;40;SP;z.posgrad;casado;DE;3,431524584187451
1655;LC_2656;admpl;F;outros;52;SP;primario;viuvo;DE;3,3312247810207323
1656;LC_2657;admpl;F;outros;39;SP;superior;divorciado;DE;3,1607685618611283
1657;LC_2658;admpl;F;empregado;60;SP;primario;casado;F;3,428134794028789
1658;LC_2659;admpl;M;empregado;42;SP;superior;casado;BC;3,465680211598278
1659;LC_2660;inad;F;outros;41;SP;primario;casado;BC;2,9800033715837464
1660;LC_2661;inad;M;autonomo;48;SP;primario;divorciado;A;2,846337112129805
1661;LC_2662;admpl;M;empregado;43;SP;secundario;0.solt;BC;3,3031960574204886
1662;LC_2663;admpl;M;empregado;47;SP;secundario;0.solt;BC;3,683407299132095
1663;LC_2664;admpl;F;empregado;32;SP;secundario;0.solt;BC;3,635282637998212
1664;LC_2665;admpl;M;empregado;39;SP;superior;casado;F;3,7152510288788494
1665;LC_2666;inad;F;outros;45;SP;primario;divorciado;BC;3,1806992012960347
1666;LC_2667;admpl;M;empregado;34;SP;primario;0.solt;BC;3,2062860444124324
1667;LC_2668;inad;M;empregado;47;NOSP;secundario;0.solt;BC;3,2732328340430454
1668;LC_2669;admpl;F;empregado;34;SP;superior;0.solt;BC;2,8561244442423
1669;LC_2670;admpl;F;empregado;36;SP;superior;casado;F;3,2062860444124324
1670;LC_2671;admpl;F;empregado;56;SP;superior;casado;BC;3,519827993775719
1671;LC_2672;admpl;M;empregado;30;SP;primario;casado;BC;3,8260748027008264
1672;LC_2673;admpl;M;empregado;41;SP;z.posgrad;casado;F;3,586137025230793
1673;LC_2674;inad;F;autonomo;40;SP;secundario;0.solt;BC;3,60422605308447
1674;LC_2675;admpl;F;outros;67;SP;primario;0.solt;DE;2,637489729512511
1675;LC_2676;admpl;M;empregado;55;SP;secundario;0.solt;DE;3,905256048748451
1676;LC_2677;admpl;F;empregado;45;SP;secundario;casado;BC;2,506505032404872
1677;LC_2678;admpl;F;outros;40;SP;secundario;0.solt;BC;3,905256048748451
1678;LC_2679;admpl;M;empregado;60;SP;superior;casado;F;3,717670503002262
1679;LC_2680;inad;M;empregado;69;NOSP;secundario;0.solt;BC;3,523095838252568
1680;LC_2681;admpl;F;outros;46;SP;secundario;casado;BC;3,829946695941636
1681;LC_2682;inad;M;empregado;34;SP;superior;0.solt;F;3,60422605308447
1682;LC_2683;inad;F;empregado;51;NOSP;secundario;0.solt;F;2,9425041061680806
1683;LC_2684;admpl;M;outros;38;SP;secundario;0.solt;F;3,002166061756508
1684;LC_2685;admpl;F;outros;46;SP;secundario;viuvo;DE;3,702258163162094
1685;LC_2686;admpl;F;outros;34;SP;superior;0.solt;DE;3,3823773034681137
1686;LC_2687;admpl;F;outros;62;SP;superior;casado;BC;2,905256048748451
1687;LC_2688;inad;F;empregado;68;SP;secundario;0.solt;F;3,4473131088235682
1688;LC_2689;admpl;F;outros;35;SP;z.posgrad;0.solt;DE;3,4888326343824003
1689;LC_2690;admpl;M;empregado;37;SP;superior;0.solt;BC;3,7570162347313008
1690;LC_2691;admpl;F;outros;48;SP;primario;casado;DE;2,9722028383790646
1691;LC_2692;admpl;F;empregado;44;SP;secundario;0.solt;BC;4,071182155990081
1692;LC_2693;admpl;F;empregado;43;SP;primario;0.solt;DE;3,074816440645175
1694;LC_2695;inad;F;outros;68;SP;secundario;viuvo;BC;3,4916417934775863
1695;LC_2696;inad;F;empregado;62;SP;superior;0.solt;A;3,1271047983648077
1696;LC_2697;inad;F;empregado;57;SP;superior;divorciado;DE;2,693726948923647
1697;LC_2698;admpl;M;empregado;61;SP;primario;casado;F;2,9489017609702137
1698;LC_2699;admpl;F;outros;64;SP;secundario;0.solt;BC;3,813714391881145
1699;LC_2700;admpl;M;empregado;49;SP;primario;0.solt;F;3,1646502159342966
1700;LC_2701;admpl;F;empregado;39;SP;superior;0.solt;BC;3,5979144712025284
1701;LC_2702;admpl;F;empregado;34;SP;superior;casado;DE;3,627160952374776
1702;LC_2703;admpl;M;outros;43;SP;superior;0.solt;F;3,1271047983648077
1703;LC_2704;admpl;F;outros;57;SP;superior;0.solt;DE;3,030194785356751
1704;LC_2705;inad;M;empregado;44;SP;primario;0.solt;DE;2,863322860120456
1705;LC_2706;admpl;F;empregado;38;SP;secundario;0.solt;DE;3,241048150671644
1706;LC_2707;admpl;M;outros;49;SP;superior;0.solt;DE;3,1354506993455136
1707;LC_2708;inad;F;empregado;41;SP;secundario;0.solt;BC;3,7960884286806684
1708;LC_2709;admpl;F;outros;66;SP;superior;0.solt;DE;3,298197867109815
1709;LC_2710;admpl;M;outros;67;SP;primario;0.solt;F;3,1222158782728267
1710;LC_2711;admpl;F;empregado;32;SP;superior;viuvo;DE;2,72916478969277
1711;LC_2712;admpl;M;empregado;60;SP;primario;0.solt;F;3,8260748027008264
1712;LC_2713;inad;M;empregado;65;SP;primario;casado;F;2,814913181275074
1713;LC_2714;admpl;F;empregado;46;SP;secundario;0.solt;BC;3,2062860444124324
1714;LC_2715;admpl;F;empregado;65;SP;secundario;0.solt;DE;3,4224256763712044
1715;LC_2716;admpl;M;outros;47;SP;secundario;0.solt;F;3,3575537197430814
1716;LC_2717;admpl;M;outros;66;SP;secundario;0.solt;DE;3,4294292643817874
1717;LC_2718;inad;M;outros;37;SP;secundario;0.solt;BC;4,2071764070951625
1718;LC_2719;inad;M;empregado;48;SP;secundario;0.solt;BC;3,594171479114912
1719;LC_2720;admpl;M;empregado;56;SP;primario;0.solt;F;3,1752218003430523
1720;LC_2721;admpl;M;outros;34;SP;primario;0.solt;DE;3,1571544399062814
1721;LC_2722;inad;F;autonomo;37;SP;secundario;casado;BC;3,401228167498113
1722;LC_2723;admpl;F;empregado;48;SP;superior;viuvo;F;2,7664128471123997
1723;LC_2724;admpl;F;empregado;64;SP;z.posgrad;0.solt;DE;2,9400181550076634
1724;LC_2725;admpl;F;outros;59;SP;z.posgrad;0.solt;DE;3,517591730711908
