country;continent;year;lifeExp;pop;gdpPercap;pred;resid
Costa Rica;Americas;1987;74,752;2799811;5629,915318;73,202338;1,549662005
Costa Rica;Americas;1992;75,713;3173216;6160,416317;75,21628555;0,496714452
Costa Rica;Americas;1997;77,26;3518107;6677,045314;77,2302331;0,0297669
Costa Rica;Americas;2002;78,123;3834934;7723,447195;79,24418065;-1,121180653
Costa Rica;Americas;2007;78,782;4133884;9645,06142;81,25812821;-2,476128205
Cote d'Ivoire;Africa;1952;40,477;2977019;1388,594732;44,84585897;-4,368858974
Cote d'Ivoire;Africa;1957;42,469;3300000;1500,895925;45,49864219;-3,029642191
Cote d'Ivoire;Africa;1962;44,93;3832408;1728,869428;46,15142541;-1,221425408
Cote d'Ivoire;Africa;1967;47,35;4744870;2052,050473;46,80420862;0,545791375
Cote d'Ivoire;Africa;1972;49,801;6071696;2378,201111;47,45699184;2,344008159
Cote d'Ivoire;Africa;1977;52,374;7459574;2517,736547;48,10977506;4,264224942
Cote d'Ivoire;Africa;1982;53,983;9025951;2602,710169;48,76255828;5,220441725
Cote d'Ivoire;Africa;1987;54,655;10761098;2156,956069;49,41534149;5,239658508
Cote d'Ivoire;Africa;1992;52,044;12772596;1648,073791;50,06812471;1,975875291
Cote d'Ivoire;Africa;1997;47,991;14625967;1786,265407;50,72090793;-2,729907925
Cote d'Ivoire;Africa;2002;46,832;16252726;1648,800823;51,37369114;-4,541691142
Cote d'Ivoire;Africa;2007;48,328;18013409;1544,750112;52,02647436;-3,698474359
Croatia;Europe;1952;61,21;3882229;3119,23652;63,85578205;-2,645782051
Croatia;Europe;1957;64,77;3991242;4338,231617;64,98307925;-0,213079254
Croatia;Europe;1962;67,13;4076557;5477,890018;66,11037646;1,019623543
Croatia;Europe;1967;68,5;4174366;6960,297861;67,23767366;1,26232634
Croatia;Europe;1972;69,61;4225310;9164,090127;68,36497086;1,245029138
Croatia;Europe;1977;70,64;4318673;11305,38517;69,49226807;1,147731935
Croatia;Europe;1982;70,46;4413368;13221,82184;70,61956527;-0,159565268
Croatia;Europe;1987;71,52;4484310;13822,58394;71,74686247;-0,226862471
Croatia;Europe;1992;72,527;4494013;8447,794873;72,87415967;-0,347159674
Croatia;Europe;1997;73,68;4444595;9875,604515;74,00145688;-0,321456876
Croatia;Europe;2002;74,876;4481020;11628,38895;75,12875408;-0,252754079
Croatia;Europe;2007;75,748;4493312;14619,22272;76,25605128;-0,508051282
Cuba;Americas;1952;59,421;6007797;5586,53878;62,21344872;-2,792448718
Cuba;Americas;1957;62,325;6640752;6092,174359;63,81920047;-1,494200466
Cuba;Americas;1962;65,246;7254373;5180,75591;65,42495221;-0,178952214
Cuba;Americas;1967;68,29;8139332;5690,268015;67,03070396;1,259296037
Cuba;Americas;1972;70,723;8831348;5305,445256;68,63645571;2,086544289
Cuba;Americas;1977;72,649;9537988;6380,494966;70,24220746;2,406792541
Cuba;Americas;1982;73,717;9789224;7316,918107;71,84795921;1,869040793
Cuba;Americas;1987;74,174;10239839;7532,924763;73,45371096;0,720289044
Cuba;Americas;1992;74,414;10723260;5592,843963;75,0594627;-0,645462704
Cuba;Americas;1997;76,151;10983007;5431,990415;76,66521445;-0,514214452
Cuba;Americas;2002;77,158;11226999;6340,646683;78,2709662;-1,1129662
Cuba;Americas;2007;78,273;11416987;8948,102923;79,87671795;-1,603717949
Czech Republic;Europe;1952;66,87;9125183;6876,14025;67,52807692;-0,658076923
Czech Republic;Europe;1957;69,03;9513758;8256,343918;68,25215385;0,777846154
Czech Republic;Europe;1962;69,9;9620282;10136,86713;68,97623077;0,923769231
Czech Republic;Europe;1967;70,38;9835109;11399,44489;69,70030769;0,679692308
Czech Republic;Europe;1972;70,29;9862158;13108,4536;70,42438462;-0,134384615
Czech Republic;Europe;1977;70,71;10161915;14800,16062;71,14846154;-0,438461538
Czech Republic;Europe;1982;70,96;10303704;15377,22855;71,87253846;-0,912538462
Czech Republic;Europe;1987;71,58;10311597;16310,4434;72,59661538;-1,016615385
Czech Republic;Europe;1992;72,4;10315702;14297,02122;73,32069231;-0,920692308
Czech Republic;Europe;1997;74,01;10300707;16048,51424;74,04476923;-0,034769231
Czech Republic;Europe;2002;75,51;10256295;17596,21022;74,76884615;0,741153846
Czech Republic;Europe;2007;76,486;10228744;22833,30851;75,49292308;0,993076923
Denmark;Europe;1952;70,78;4334000;9692,385245;71,03358974;-0,253589744
Denmark;Europe;1957;71,81;4487831;11099,65935;71,64024009;0,169759907
Denmark;Europe;1962;72,35;4646899;13583,31351;72,24689044;0,103109557
Denmark;Europe;1967;72,96;4838800;15937,21123;72,85354079;0,106459207
Denmark;Europe;1972;73,47;4991596;18866,20721;73,46019114;0,009808858
Denmark;Europe;1977;74,69;5088419;20422,9015;74,06684149;0,623158508
Denmark;Europe;1982;74,63;5117810;21688,04048;74,67349184;-0,043491841
Denmark;Europe;1987;74,8;5127024;25116,17581;75,28014219;-0,480142191
Denmark;Europe;1992;75,33;5171393;26406,73985;75,88679254;-0,556792541
Denmark;Europe;1997;76,11;5283663;29804,34567;76,49344289;-0,38344289
Denmark;Europe;2002;77,18;5374693;32166,50006;77,10009324;0,07990676
Denmark;Europe;2007;78,332;5468120;35278,41874;77,70674359;0,62525641
Djibouti;Africa;1952;34,812;63149;2669,529475;36,27715385;-1,465153846
Djibouti;Africa;1957;37,328;71851;2864,969076;38,11417133;-0,786171329
Djibouti;Africa;1962;39,693;89898;3020,989263;39,95118881;-0,258188811
Djibouti;Africa;1967;42,074;127617;3020,050513;41,78820629;0,285793706
Djibouti;Africa;1972;44,366;178848;3694,212352;43,62522378;0,740776224
Djibouti;Africa;1977;46,519;228694;3081,761022;45,46224126;1,056758741
Djibouti;Africa;1982;48,812;305991;2879,468067;47,29925874;1,512741259
Djibouti;Africa;1987;50,04;311025;2880,102568;49,13627622;0,903723776
Djibouti;Africa;1992;51,604;384156;2377,156192;50,97329371;0,630706294
Djibouti;Africa;1997;53,157;417908;1895,016984;52,81031119;0,346688811
Djibouti;Africa;2002;53,373;447416;1908,260867;54,64732867;-1,274328671
Djibouti;Africa;2007;54,791;496374;2082,481567;56,48434615;-1,693346154
Dominican Republic;Americas;1952;45,928;2491346;1397,717137;48,59780769;-2,669807692
Dominican Republic;Americas;1957;49,828;2923186;1544,402995;50,95356993;-1,12556993
Dominican Republic;Americas;1962;53,459;3453434;1662,137359;53,30933217;0,149667832
Dominican Republic;Americas;1967;56,751;4049146;1653,723003;55,66509441;1,085905594
Dominican Republic;Americas;1972;59,631;4671329;2189,874499;58,02085664;1,610143357
Dominican Republic;Americas;1977;61,788;5302800;2681,9889;60,37661888;1,411381119
Dominican Republic;Americas;1982;63,727;5968349;2861,092386;62,73238112;0,994618881
Dominican Republic;Americas;1987;66,046;6655297;2899,842175;65,08814336;0,957856643
Dominican Republic;Americas;1992;68,457;7351181;3044,214214;67,44390559;1,013094406
Dominican Republic;Americas;1997;69,957;7992357;3614,101285;69,79966783;0,157332168
Dominican Republic;Americas;2002;70,847;8650322;4563,808154;72,15543007;-1,30843007
Dominican Republic;Americas;2007;72,235;9319622;6025,374752;74,51119231;-2,276192308
Ecuador;Americas;1952;48,357;3548753;3522,110717;49,06537179;-0,708371795
Ecuador;Americas;1957;51,356;4058385;3780,546651;51,56563753;-0,209637529
Ecuador;Americas;1962;54,64;4681707;4086,114078;54,06590326;0,574096737
Ecuador;Americas;1967;56,678;5432424;4579,074215;56,566169;0,111831002
Ecuador;Americas;1972;58,796;6298651;5280,99471;59,06643473;-0,270434732
Ecuador;Americas;1977;61,31;7278866;6679,62326;61,56670047;-0,256700466
Ecuador;Americas;1982;64,342;8365850;7213,791267;64,0669662;0,2750338
Ecuador;Americas;1987;67,231;9545158;6481,776993;66,56723193;0,663768065
Ecuador;Americas;1992;69,613;10748394;7103,702595;69,06749767;0,545502331
Ecuador;Americas;1997;72,312;11911819;7429,455877;71,5677634;0,744236597
Ecuador;Americas;2002;74,173;12921234;5773,044512;74,06802914;0,104970862
Ecuador;Americas;2007;74,994;13755680;6873,262326;76,56829487;-1,574294872
Egypt;Africa;1952;41,893;22223309;1418,822445;40,968;0,925
Egypt;Africa;1957;44,444;25009741;1458,915272;43,74527273;0,698727273
Egypt;Africa;1962;46,992;28173309;1693,335853;46,52254545;0,469454545
Egypt;Africa;1967;49,293;31681188;1814,880728;49,29981818;-0,006818182
Egypt;Africa;1972;51,137;34807417;2024,008147;52,07709091;-0,940090909
Egypt;Africa;1977;53,319;38783863;2785,493582;54,85436364;-1,535363636
Egypt;Africa;1982;56,006;45681811;3503,729636;57,63163636;-1,625636364
Egypt;Africa;1987;59,797;52799062;3885,46071;60,40890909;-0,611909091
Egypt;Africa;1992;63,674;59402198;3794,755195;63,18618182;0,487818182
Egypt;Africa;1997;67,217;66134291;4173,181797;65,96345455;1,253545455
Egypt;Africa;2002;69,806;73312559;4754,604414;68,74072727;1,065272727
Egypt;Africa;2007;71,338;80264543;5581,180998;71,518;-0,18
El Salvador;Americas;1952;45,262;2042865;3048,3029;46,51194872;-1,249948718
El Salvador;Americas;1957;48,57;2355805;3421,523218;48,89765501;-0,327655012
El Salvador;Americas;1962;52,307;2747687;3776,803627;51,28336131;1,023638695
El Salvador;Americas;1967;55,855;3232927;4358,595393;53,6690676;2,185932401
El Salvador;Americas;1972;58,207;3790903;4520,246008;56,05477389;2,152226107
El Salvador;Americas;1977;56,696;4282586;5138,922374;58,44048019;-1,744480186
El Salvador;Americas;1982;56,604;4474873;4098,344175;60,82618648;-4,22218648
El Salvador;Americas;1987;63,154;4842194;4140,442097;63,21189277;-0,057892774
El Salvador;Americas;1992;66,798;5274649;4444,2317;65,59759907;1,200400932
El Salvador;Americas;1997;69,535;5783439;5154,825496;67,98330536;1,551694639
El Salvador;Americas;2002;70,734;6353681;5351,568666;70,36901166;0,364988345
El Salvador;Americas;2007;71,878;6939688;5728,353514;72,75471795;-0,876717949
Equatorial Guinea;Africa;1952;34,482;216964;375,6431231;34,43030769;0,051692308
Equatorial Guinea;Africa;1957;35,983;232922;426,0964081;35,98116084;0,001839161
Equatorial Guinea;Africa;1962;37,485;249220;582,8419714;37,53201399;-0,047013986
Equatorial Guinea;Africa;1967;38,987;259864;915,5960025;39,08286713;-0,095867133
Equatorial Guinea;Africa;1972;40,516;277603;672,4122571;40,63372028;-0,11772028
Equatorial Guinea;Africa;1977;42,024;192675;958,5668124;42,18457343;-0,160573427
Equatorial Guinea;Africa;1982;43,662;285483;927,8253427;43,73542657;-0,073426573
Equatorial Guinea;Africa;1987;45,664;341244;966,8968149;45,28627972;0,37772028
Equatorial Guinea;Africa;1992;47,545;387838;1132,055034;46,83713287;0,707867133
Equatorial Guinea;Africa;1997;48,245;439971;2814,480755;48,38798601;-0,142986014
Equatorial Guinea;Africa;2002;49,348;495627;7703,4959;49,93883916;-0,590839161
Equatorial Guinea;Africa;2007;51,579;551201;12154,08975;51,48969231;0,089307692
Eritrea;Africa;1952;35,928;1438760;328,9405571;35,69526923;0,232730769
Eritrea;Africa;1957;38,047;1542611;344,1618859;37,56872028;0,47827972
Eritrea;Africa;1962;40,158;1666618;380,9958433;39,44217133;0,715828671
Eritrea;Africa;1967;42,189;1820319;468,7949699;41,31562238;0,873377622
Eritrea;Africa;1972;44,142;2260187;514,3242082;43,18907343;0,952926573
Eritrea;Africa;1977;44,535;2512642;505,7538077;45,06252448;-0,527524476
Eritrea;Africa;1982;43,89;2637297;524,8758493;46,93597552;-3,045975524
Eritrea;Africa;1987;46,453;2915959;521,1341333;48,80942657;-2,356426573
Eritrea;Africa;1992;49,991;3668440;582,8585102;50,68287762;-0,691877622
Eritrea;Africa;1997;53,378;4058319;913,47079;52,55632867;0,821671329
Eritrea;Africa;2002;55,24;4414865;765,3500015;54,42977972;0,81022028
Eritrea;Africa;2007;58,04;4906585;641,3695236;56,30323077;1,736769231
Ethiopia;Africa;1952;34,078;20860941;362,1462796;36,02815385;-1,950153846
Ethiopia;Africa;1957;36,667;22815614;378,9041632;37,56408042;-0,89708042
Ethiopia;Africa;1962;40,059;25145372;419,4564161;39,10000699;0,958993007
Ethiopia;Africa;1967;42,115;27860297;516,1186438;40,63593357;1,479066434
Ethiopia;Africa;1972;43,515;30770372;566,2439442;42,17186014;1,34313986
Ethiopia;Africa;1977;44,51;34617799;556,8083834;43,70778671;0,802213287
Ethiopia;Africa;1982;44,916;38111756;577,8607471;45,24371329;-0,327713287
Ethiopia;Africa;1987;46,684;42999530;573,7413142;46,77963986;-0,09563986
Ethiopia;Africa;1992;48,091;52088559;421,3534653;48,31556643;-0,224566434
Ethiopia;Africa;1997;49,402;59861301;515,8894013;49,85149301;-0,449493007
Ethiopia;Africa;2002;50,725;67946797;530,0535319;51,38741958;-0,66241958
Ethiopia;Africa;2007;52,947;76511887;690,8055759;52,92334615;0,023653846
Finland;Europe;1952;66,55;4090500;6424,519071;66,44897436;0,101025641
Finland;Europe;1957;67,49;4324000;7545,415386;67,63860023;-0,148600233
Finland;Europe;1962;68,75;4491443;9371,842561;68,82822611;-0,078226107
Finland;Europe;1967;69,83;4605744;10921,63626;70,01785198;-0,187851981
Finland;Europe;1972;70,87;4639657;14358,8759;71,20747786;-0,337477855
Finland;Europe;1977;72,52;4738902;15605,42283;72,39710373;0,12289627
Finland;Europe;1982;74,55;4826933;18533,15761;73,5867296;0,963270396
Finland;Europe;1987;74,83;4931729;21141,01223;74,77635548;0,053644522
Finland;Europe;1992;75,7;5041039;20647,16499;75,96598135;-0,265981352
Finland;Europe;1997;77,13;5134406;23723,9502;77,15560723;-0,025607226
Finland;Europe;2002;78,37;5193039;28204,59057;78,3452331;0,0247669
Finland;Europe;2007;79,313;5238460;33207,0844;79,53485897;-0,221858974
France;Europe;1952;67,41;42459667;7029,809327;67,79012821;-0,380128205
France;Europe;1957;68,93;44310863;8662,834898;68,9826352;-0,052635198
France;Europe;1962;70,51;47124000;10560,48553;70,17514219;0,334857809
France;Europe;1967;71,55;49569000;12999,91766;71,36764918;0,182350816
France;Europe;1972;72,38;51732000;16107,19171;72,56015618;-0,180156177
France;Europe;1977;73,83;53165019;18292,63514;73,75266317;0,07733683
France;Europe;1982;74,89;54433565;20293,89746;74,94517016;-0,055170163
France;Europe;1987;76,34;55630100;22066,44214;76,13767716;0,202322844
France;Europe;1992;77,46;57374179;24703,79615;77,33018415;0,129815851
France;Europe;1997;78,64;58623428;25889,78487;78,52269114;0,117308858
France;Europe;2002;79,59;59925035;28926,03234;79,71519814;-0,125198135
France;Europe;2007;80,657;61083916;30470,0167;80,90770513;-0,250705128
Gabon;Africa;1952;37,003;420702;4293,476475;38,93534615;-1,932346154
Gabon;Africa;1957;38,999;434904;4976,198099;41,16901049;-2,17001049
Gabon;Africa;1962;40,489;455661;6631,459222;43,40267483;-2,913674825
Gabon;Africa;1967;44,598;489004;8358,761987;45,63633916;-1,038339161
Gabon;Africa;1972;48,69;537977;11401,94841;47,8700035;0,819996503
Gabon;Africa;1977;52,79;706367;21745,57328;50,10366783;2,686332168
Gabon;Africa;1982;56,564;753874;15113,36194;52,33733217;4,226667832
Gabon;Africa;1987;60,19;880397;11864,40844;54,5709965;5,619003497
Gabon;Africa;1992;61,366;985739;13522,15752;56,80466084;4,561339161
Gabon;Africa;1997;60,461;1126189;14722,84188;59,03832517;1,422674825
Gabon;Africa;2002;56,761;1299304;12521,71392;61,27198951;-4,51098951
Gabon;Africa;2007;56,735;1454867;13206,48452;63,50565385;-6,770653846
Gambia;Africa;1952;30;284320;485,2306591;28,40037179;1,599628205
Gambia;Africa;1957;32,065;323150;520,9267111;31,30950117;0,755498834
Gambia;Africa;1962;33,896;374020;599,650276;34,21863054;-0,322630536
Gambia;Africa;1967;35,857;439593;734,7829124;37,12775991;-1,270759907
Gambia;Africa;1972;38,308;517101;756,0868363;40,03688928;-1,728889277
Gambia;Africa;1977;41,842;608274;884,7552507;42,94601865;-1,104018648
Gambia;Africa;1982;45,58;715523;835,8096108;45,85514802;-0,275148019
Gambia;Africa;1987;49,265;848406;611,6588611;48,76427739;0,500722611
Gambia;Africa;1992;52,644;1025384;665,6244126;51,67340676;0,97059324
Gambia;Africa;1997;55,861;1235767;653,7301704;54,58253613;1,278463869
Gambia;Africa;2002;58,041;1457766;660,5855997;57,4916655;0,549334499
Gambia;Africa;2007;59,448;1688359;752,7497265;60,40079487;-0,952794872
Germany;Europe;1952;67,5;69145952;7144,114393;67,56812821;-0,068128205
Germany;Europe;1957;69,1;71019069;10187,82665;68,63654429;0,463455711
Germany;Europe;1962;70,3;73739117;12902,46291;69,70496037;0,595039627
Germany;Europe;1967;70,8;76368453;14745,62561;70,77337646;0,026623543
Germany;Europe;1972;71;78717088;18016,18027;71,84179254;-0,841792541
Germany;Europe;1977;72,5;78160773;20512,92123;72,91020862;-0,410208625
Germany;Europe;1982;73,8;78335266;22031,53274;73,97862471;-0,178624709
Germany;Europe;1987;74,847;77718298;24639,18566;75,04704079;-0,200040793
Germany;Europe;1992;76,07;80597764;26505,30317;76,11545688;-0,045456876
Germany;Europe;1997;77,34;82011073;27788,88416;77,18387296;0,15612704
Germany;Europe;2002;78,67;82350671;30035,80198;78,25228904;0,417710956
Germany;Europe;2007;79,406;82400996;32170,37442;79,32070513;0,085294872
Ghana;Africa;1952;43,149;5581001;911,2989371;43,49274359;-0,34374359
Ghana;Africa;1957;44,779;6391288;1043,561537;45,10145688;-0,322456876
Ghana;Africa;1962;46,452;7355248;1190,041118;46,71017016;-0,258170163
Ghana;Africa;1967;48,072;8490213;1125,69716;48,31888345;-0,24688345
Ghana;Africa;1972;49,875;9354120;1178,223708;49,92759674;-0,052596737
Ghana;Africa;1977;51,756;10538093;993,2239571;51,53631002;0,219689977
Ghana;Africa;1982;53,744;11400338;876,032569;53,14502331;0,59897669
Ghana;Africa;1987;55,729;14168101;847,0061135;54,7537366;0,975263403
Ghana;Africa;1992;57,501;16278738;925,060154;56,36244988;1,138550117
Ghana;Africa;1997;58,556;18418288;1005,245812;57,97116317;0,58483683
Ghana;Africa;2002;58,453;20550751;1111,984578;59,57987646;-1,126876457
Ghana;Africa;2007;60,022;22873338;1327,60891;61,18858974;-1,166589744
Greece;Europe;1952;65,86;7733250;3530,690067;67,06720513;-1,207205128
Greece;Europe;1957;67,86;8096218;4916,299889;68,27919814;-0,419198135
Greece;Europe;1962;69,51;8448233;6017,190733;69,49119114;0,018808858
Greece;Europe;1967;71;8716441;8513,097016;70,70318415;0,296815851
Greece;Europe;1972;72,34;8888628;12724,82957;71,91517716;0,424822844
Greece;Europe;1977;73,68;9308479;14195,52428;73,12717016;0,552829837
Greece;Europe;1982;75,24;9786480;15268,42089;74,33916317;0,90083683
Greece;Europe;1987;76,67;9974490;16120,52839;75,55115618;1,118843823
Greece;Europe;1992;77,03;10325429;17541,49634;76,76314918;0,266850816
Greece;Europe;1997;77,869;10502372;18747,69814;77,97514219;-0,106142191
Greece;Europe;2002;78,256;10603863;22514,2548;79,1871352;-0,931135198
Greece;Europe;2007;79,483;10706290;27538,41188;80,39912821;-0,916128205
Guatemala;Americas;1952;42,023;3146381;2428,237769;42,11939744;-0,096397436
Guatemala;Americas;1957;44,142;3640876;2617,155967;44,77576457;-0,633764569
Guatemala;Americas;1962;46,954;4208858;2750,364446;47,4321317;-0,478131702
Guatemala;Americas;1967;50,016;4690773;3242,531147;50,08849883;-0,072498834
Guatemala;Americas;1972;53,738;5149581;4031,408271;52,74486597;0,993134033
Guatemala;Americas;1977;56,029;5703430;4879,992748;55,4012331;0,6277669
Guatemala;Americas;1982;58,137;6395630;4820,49479;58,05760023;0,079399767
Guatemala;Americas;1987;60,782;7326406;4246,485974;60,71396737;0,068032634
Guatemala;Americas;1992;63,373;8486949;4439,45084;63,3703345;0,002665501
Guatemala;Americas;1997;66,322;9803875;4684,313807;66,02670163;0,295298368
Guatemala;Americas;2002;68,978;11178650;4858,347495;68,68306876;0,294931235
Guatemala;Americas;2007;70,259;12572928;5186,050003;71,3394359;-1,080435897
Guinea;Africa;1952;33,609;2664249;510,1964923;31,55698718;2,052012821
Guinea;Africa;1957;34,558;2876726;576,2670245;33,68114103;0,876858974
Guinea;Africa;1962;35,753;3140003;686,3736739;35,80529487;-0,052294872
Guinea;Africa;1967;37,197;3451418;708,7595409;37,92944872;-0,732448718
Guinea;Africa;1972;38,842;3811387;741,6662307;40,05360256;-1,211602564
Guinea;Africa;1977;40,762;4227026;874,6858643;42,17775641;-1,41575641
Guinea;Africa;1982;42,891;4710497;857,2503577;44,30191026;-1,410910256
Guinea;Africa;1987;45,552;5650262;805,5724718;46,4260641;-0,874064103
Guinea;Africa;1992;48,576;6990574;794,3484384;48,55021795;0,025782051
Guinea;Africa;1997;51,455;8048834;869,4497668;50,67437179;0,780628205
Guinea;Africa;2002;53,676;8807818;945,5835837;52,79852564;0,877474359
Guinea;Africa;2007;56,007;9947814;942,6542111;54,92267949;1,084320513
Guinea-Bissau;Africa;1952;32,5;580653;299,850319;31,73703846;0,762961538
Guinea-Bissau;Africa;1957;33,489;601095;431,7904566;33,0958042;0,393195804
Guinea-Bissau;Africa;1962;34,488;627820;522,0343725;34,45456993;0,03343007
Guinea-Bissau;Africa;1967;35,492;601287;715,5806402;35,81333566;-0,321335664
Guinea-Bissau;Africa;1972;36,486;625361;820,2245876;37,1721014;-0,686101399
Guinea-Bissau;Africa;1977;37,465;745228;764,7259628;38,53086713;-1,065867133
Guinea-Bissau;Africa;1982;39,327;825987;838,1239671;39,88963287;-0,562632867
Guinea-Bissau;Africa;1987;41,245;927524;736,4153921;41,2483986;-0,003398601
Guinea-Bissau;Africa;1992;43,266;1050938;745,5398706;42,60716434;0,658835664
Guinea-Bissau;Africa;1997;44,873;1193708;796,6644681;43,96593007;0,90706993
Guinea-Bissau;Africa;2002;45,504;1332459;575,7047176;45,3246958;0,179304196
Guinea-Bissau;Africa;2007;46,388;1472041;579,231743;46,68346154;-0,295461538
Haiti;Americas;1952;37,579;3201488;1840,366939;39,24615385;-1,667153846
Haiti;Americas;1957;40,696;3507701;1726,887882;41,23144406;-0,535444056
Haiti;Americas;1962;43,59;3880130;1796,589032;43,21673427;0,373265734
Haiti;Americas;1967;46,243;4318137;1452,057666;45,20202448;1,040975524
Haiti;Americas;1972;48,042;4698301;1654,456946;47,18731469;0,854685315
Haiti;Americas;1977;49,923;4908554;1874,298931;49,1726049;0,750395105
Haiti;Americas;1982;51,461;5198399;2011,159549;51,1578951;0,303104895
Haiti;Americas;1987;53,636;5756203;1823,015995;53,14318531;0,492814685
Haiti;Americas;1992;55,089;6326682;1456,309517;55,12847552;-0,039475524
Haiti;Americas;1997;56,671;6913545;1341,726931;57,11376573;-0,442765734
Haiti;Americas;2002;58,137;7607651;1270,364932;59,09905594;-0,962055944
Haiti;Americas;2007;60,916;8502814;1201,637154;61,08434615;-0,168346154
Honduras;Americas;1952;41,912;1517453;2194,926204;42,99241026;-1,080410256
Honduras;Americas;1957;44,665;1770390;2220,487682;45,706669;-1,041668998
Honduras;Americas;1962;48,041;2090162;2291,156835;48,42092774;-0,379927739
Honduras;Americas;1967;50,924;2500689;2538,269358;51,13518648;-0,21118648
Honduras;Americas;1972;53,884;2965146;2529,842345;53,84944522;0,034554779
Honduras;Americas;1977;57,402;3055235;3203,208066;56,56370396;0,838296037
Honduras;Americas;1982;60,909;3669448;3121,760794;59,2779627;1,631037296
Honduras;Americas;1987;64,492;4372203;3023,096699;61,99222145;2,499778555
Honduras;Americas;1992;66,399;5077347;3081,694603;64,70648019;1,692519814
Honduras;Americas;1997;67,659;5867957;3160,454906;67,42073893;0,238261072
Honduras;Americas;2002;68,565;6677328;3099,72866;70,13499767;-1,569997669
Honduras;Americas;2007;70,198;7483763;3548,330846;72,84925641;-2,65125641
Hong Kong, China;Asia;1952;60,96;2125900;3054,421209;63,42864103;-2,468641026
Hong Kong, China;Asia;1957;64,75;2736300;3629,076457;65,25849417;-0,508494172
Hong Kong, China;Asia;1962;67,65;3305200;4692,648272;67,08834732;0,561652681
Hong Kong, China;Asia;1967;70;3722800;6197,962814;68,91820047;1,081799534
Hong Kong, China;Asia;1972;72;4115700;8315,928145;70,74805361;1,251946387
Hong Kong, China;Asia;1977;73,6;4583700;11186,14125;72,57790676;1,02209324
Hong Kong, China;Asia;1982;75,45;5264500;14560,53051;74,40775991;1,042240093
Hong Kong, China;Asia;1987;76,2;5584510;20038,47269;76,23761305;-0,037613054
Hong Kong, China;Asia;1992;77,601;5829696;24757,60301;78,0674662;-0,4664662
Hong Kong, China;Asia;1997;80;6495918;28377,63219;79,89731935;0,102680653
Hong Kong, China;Asia;2002;81,495;6762476;30209,01516;81,72717249;-0,232172494
Hong Kong, China;Asia;2007;82,208;6980412;39724,97867;83,55702564;-1,349025641
Hungary;Europe;1952;64,03;9504000;5263,673816;65,99282051;-1,962820513
Hungary;Europe;1957;66,41;9839000;6040,180011;66,61106527;-0,201065268
Hungary;Europe;1962;67,96;10063000;7550,359877;67,22931002;0,730689977
Hungary;Europe;1967;69,5;10223422;9326,64467;67,84755478;1,652445221
Hungary;Europe;1972;69,76;10394091;10168,65611;68,46579953;1,294200466
Hungary;Europe;1977;69,95;10637171;11674,83737;69,08404429;0,865955711
Hungary;Europe;1982;69,39;10705535;12545,99066;69,70228904;-0,312289044
Hungary;Europe;1987;69,58;10612740;12986,47998;70,3205338;-0,7405338
Hungary;Europe;1992;69,17;10348684;10535,62855;70,93877855;-1,768778555
Hungary;Europe;1997;71,04;10244684;11712,7768;71,55702331;-0,51702331
Hungary;Europe;2002;72,59;10083313;14843,93556;72,17526807;0,414731935
Hungary;Europe;2007;73,338;9956108;18008,94444;72,79351282;0,544487179
Iceland;Europe;1952;72,49;147962;7267,688428;71,96358974;0,526410256
Iceland;Europe;1957;73,47;165110;9244,001412;72,79046737;0,679532634
Iceland;Europe;1962;73,68;182053;10350,15906;73,61734499;0,062655012
Iceland;Europe;1967;73,73;198676;13319,89568;74,44422261;-0,714222611
Iceland;Europe;1972;74,46;209275;15798,06362;75,27110023;-0,811100233
Iceland;Europe;1977;76,11;221823;19654,96247;76,09797786;0,012022145
Iceland;Europe;1982;76,99;233997;23269,6075;76,92485548;0,065144522
Iceland;Europe;1987;77,23;244676;26923,20628;77,7517331;-0,5217331
Iceland;Europe;1992;78,77;259012;25144,39201;78,57861072;0,191389277
Iceland;Europe;1997;78,95;271192;28061,09966;79,40548834;-0,455488345
Iceland;Europe;2002;80,5;288030;31163,20196;80,23236597;0,267634033
Iceland;Europe;2007;81,757;301931;36180,78919;81,05924359;0,69775641
India;Asia;1952;37,373;372000000;546,5657493;39,26975641;-1,89675641
India;Asia;1957;40,249;409000000;590,061996;41,79636131;-1,547361305
India;Asia;1962;43,605;454000000;658,3471509;44,3229662;-0,7179662
India;Asia;1967;47,193;506000000;700,7706107;46,8495711;0,343428904
India;Asia;1972;50,651;567000000;724,032527;49,37617599;1,274824009
India;Asia;1977;54,208;634000000;813,337323;51,90278089;2,305219114
India;Asia;1982;56,596;708000000;855,7235377;54,42938578;2,166614219
India;Asia;1987;58,553;788000000;976,5126756;56,95599068;1,597009324
India;Asia;1992;60,223;872000000;1164,406809;59,48259557;0,740404429
India;Asia;1997;61,765;959000000;1458,817442;62,00920047;-0,244200466
India;Asia;2002;62,879;1034172547;1746,769454;64,53580536;-1,656805361
India;Asia;2007;64,698;1110396331;2452,210407;67,06241026;-2,364410256
Indonesia;Asia;1952;37,468;82052000;749,6816546;36,88311538;0,584884615
Indonesia;Asia;1957;39,918;90124000;858,9002707;40,05632168;-0,138321678
Indonesia;Asia;1962;42,518;99028000;849,2897701;43,22952797;-0,711527972
Indonesia;Asia;1967;45,964;109343000;762,4317721;46,40273427;-0,438734266
