no_contrato;status_contrato;data_inicio;idade;num_dependentes;renda_mensal_reais;fracao_mes;prazo_emprestimo;fracao_a_vista;socio1_empregado0;educ_2ograu_maximo;educ_pos_maximo;sexo_m1_f0;cheques_pre_datados;geladeira;maquina_lavaroupa;regiao;filial;atraso;tipo_atraso;tipo_registro
D17101434;exec_garantia;18/09/2003;39;4;3241,8;0,03;1;0,47;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17103065;encerrado;16/06/2004;45;2;12600;0,03;1;0,49;1;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17103173;encerrado;19/07/2004;31;2;11700;0,03;1;0,31;1;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17103184;encerrado;16/05/2004;29;4;6300;0,03;1;0,36;1;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17103408;encerrado;18/08/2004;26;2;6750;0,03;0,83;0,41;1;0;0;1;1;0;0;SP;Ribeirao;1;1;treino
D17104067;encerrado;03/06/2005;45;3;4500;0,03;0,83;0,48;0;0;0;1;1;1;0;SP;Ribeirao;1;1;treino
D21100878;encerrado;18/01/2001;27;2;6750;1;1,5;0,28;0;0;0;1;0;1;0;SP;SP_Capital;1;1;treino
D21100886;encerrado;24/11/2001;47;3;7911;1;2;0,1;0;0;0;1;0;1;0;SP;SP_Capital;1;1;treino
C27101056;encerrado;09/12/2004;42;0;2700;1;1,75;0,32;0;0;0;1;1;0;0;MG;BH;1;1;treino
C27101277;encerrado;30/06/2003;31;0;4500;0,03;0,92;0,79;0;1;0;1;1;0;0;MG;BH;1;1;treino
C27101468;encerrado;27/09/2003;34;5;4500;0,03;0,75;0,29;0;1;0;1;0;0;0;MG;BH;1;1;treino
C27101923;encerrado;29/10/2003;30;0;7650;0,03;1;0,34;0;0;0;1;1;1;1;MG;BH;1;1;treino
D4101634;exec_garantia;15/03/2001;41;2;6300;1;1;0,45;0;0;0;1;0;1;1;RS;PAlegre;1;1;treino
D4102325;encerrado;17/10/2003;29;2;4500;1;2;0,4;0;0;0;1;1;1;1;RS;PAlegre;1;1;treino
D4102444;encerrado;20/12/2002;21;0;4500;1;1;0,34;0;1;0;1;0;0;0;RS;PAlegre;1;1;treino
D4102644;encerrado;07/10/2003;56;5;9000;0,23;0,83;0,53;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4104841;encerrado;21/11/2004;28;6;8100;0,03;1;0,3;0;0;0;1;1;1;0;RS;PAlegre;1;1;treino
D12201562;encerrado;14/05/2002;33;3;4391,1;1;2;0,5;0;1;0;1;1;0;0;DF;Brasilia;1;1;treino
D13100721;encerrado;10/09/2001;29;1;10800;1;1;0,13;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101633;encerrado;01/09/2002;38;3;2700;1;1;0,42;0;1;0;1;0;1;0;SP;SP_Metrop;1;1;treino
D13101683;encerrado;23/01/2003;23;3;2700;1;1,5;0,29;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102297;encerrado;07/04/2003;39;6;4500;1;1,5;0,44;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102454;encerrado;18/02/2003;47;2;3600;1;1;0,31;0;1;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102556;encerrado;26/02/2003;36;2;3600;1;1;0,48;0;1;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102614;encerrado;28/10/2003;33;2;4535,1;1;1,5;0,3;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D14100691;exec_garantia;08/12/2003;42;3;13500;0,03;1;0,22;0;0;0;1;1;0;0;SP;SJC;1;1;treino
D14100699;encerrado;13/11/2003;27;4;4500;0,03;1;0,38;0;1;0;1;1;0;0;SP;SJC;1;1;treino
D14100710;encerrado;28/07/2004;28;0;2700;0,03;1,5;0,28;0;1;0;1;0;0;0;SP;SJC;1;1;treino
D17100702;encerrado;03/02/2002;29;2;10800;1;1;0,07;0;0;0;1;0;1;0;SP;Ribeirao;1;1;treino
D17100705;exec_garantia;04/05/2002;29;2;10800;1;1;0,07;0;0;0;1;0;1;0;SP;Ribeirao;1;1;treino
D17101345;encerrado;11/01/2003;32;3;7200;0,03;1;0,41;0;0;0;0;0;1;0;SP;Ribeirao;1;1;treino
D17102059;exec_retomada;;27;0;4500;0,03;0,83;0,38;0;0;0;1;0;1;0;SP;Ribeirao;1;1;treino
D17102939;exec_garantia;28/11/2003;24;4;6807,6;0,03;0,83;0,62;0;0;0;0;1;0;0;SP;Ribeirao;1;1;treino
A18100501;encerrado;08/02/2002;31;2;5999,4;1;2;0,42;0;0;0;1;1;0;0;NO;Para;1;1;treino
B2200454;exec_garantia;02/06/2002;30;2;4500;0,33;2,25;0,05;0;0;0;1;0;0;0;RJ;Rio;1;1;treino
B2200932;exec_garantia;26/04/2003;42;1;3953,7;1,03;3;0,1;0;0;0;1;0;0;0;RJ;Rio;1;1;treino
C27100783;encerrado;06/01/2004;32;3;5400;1;2;0,23;0;0;0;0;0;0;0;MG;BH;1;1;treino
C27102625;encerrado;02/12/2004;38;4;13950;0,03;0,67;0,38;1;0;0;1;1;1;1;MG;BH;1;1;treino
D4100980;exec_garantia;25/06/2001;43;5;4500;1;2;0,05;0;0;0;1;0;1;1;RS;PAlegre;1;1;treino
D4102556;encerrado;01/08/2004;33;3;4500;1;2;0,34;0;0;0;0;1;0;0;RS;PAlegre;1;1;treino
D4102744;encerrado;15/10/2003;50;4;9000;0,23;1;0,49;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4102815;exec_retomada;;52;1;12177;0,23;2;0,35;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4102834;encerrado;01/04/2005;40;3;5850;0,23;1;0,51;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4103167;ativo;;29;4;6750;0,23;1;0,56;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D12200775;encerrado;10/07/2001;24;3;7312,5;1;2,17;0,07;1;0;0;1;1;1;0;DF;Brasilia;1;1;treino
D13100611;encerrado;08/12/2001;45;2;11700;1;1;0,47;0;0;0;0;0;0;0;SP;SP_Metrop;1;1;treino
D13101014;encerrado;27/12/2001;26;2;4050;1;0,83;0,56;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101478;encerrado;26/07/2002;34;2;3600;1;0,83;0,38;0;0;0;0;1;0;0;SP;SP_Metrop;1;1;treino
D13101544;exec_garantia;08/03/2002;26;5;2700;1;2;0,4;0;1;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101885;encerrado;22/08/2002;25;3;4050;1;1;0,33;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102590;encerrado;13/08/2003;42;0;2700;1;1,5;0,4;0;0;1;1;0;0;0;SP;SP_Metrop;1;1;treino
D14100395;encerrado;16/12/2003;32;4;18000;0,03;1,5;0,36;0;0;0;1;1;0;0;SP;SJC;1;1;treino
D17101366;encerrado;11/10/2003;45;4;6300;0,03;1;0,52;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17102385;encerrado;15/05/2004;35;4;9000;0,03;0,83;0,61;0;0;0;1;0;1;0;SP;Ribeirao;1;1;treino
D21100714;encerrado;21/03/2004;52;3;8391,6;0,83;1,5;0,35;0;0;0;1;0;1;0;SP;SP_Capital;1;1;treino
B2201632;encerrado;13/12/2003;34;2;9000;1;2,5;0,22;0;0;0;1;0;1;1;RJ;Rio;1;1;treino
C27100878;encerrado;21/01/2004;42;3;4950;1;2;0,24;0;0;0;1;1;0;0;MG;BH;1;1;treino
C27101197;encerrado;29/06/2003;45;0;9900;0,03;0,92;0,36;0;0;0;1;0;0;0;MG;BH;1;1;treino
C27101280;encerrado;15/06/2004;34;5;10800;0,03;0,92;0,57;0;1;0;1;0;0;0;MG;BH;1;1;treino
C27102168;encerrado;19/12/2003;38;4;7650;0,03;1;0,34;1;0;0;1;1;1;1;MG;BH;1;1;treino
C27102533;encerrado;01/05/2005;44;2;3750,003;0,03;1,75;0,22;1;0;0;1;1;1;0;MG;BH;1;1;treino
D4100009;encerrado;09/09/2001;47;4;5906,7;1;2;0,21;0;0;0;1;1;1;0;RS;PAlegre;1;1;treino
D4100431;encerrado;11/05/2001;34;2;2250;1;2;0,21;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4102558;encerrado;27/04/2003;42;3;2250;1;0,83;0,51;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4103035;encerrado;17/12/2003;25;0;6750;0,23;1;0,4;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D12100478;ativo;;25;2;5494,5;1;2;0,05;0;1;0;1;0;0;0;DF;Brasilia;1;1;treino
D12100757;exec_garantia;10/07/2001;24;0;5400;0,03;2;0,51;0;0;1;1;0;1;1;DF;Brasilia;1;1;treino
D12202007;encerrado;09/12/2003;54;4;14146,2;1,03;3;0,22;0;0;0;0;0;1;0;DF;Brasilia;1;1;treino
D13101740;encerrado;17/06/2002;33;2;4747,5;1;1;0,71;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101894;encerrado;30/07/2002;46;4;14400;0,1;1;0,53;0;0;0;1;0;1;1;SP;SP_Metrop;1;1;treino
D13102344;encerrado;10/12/2002;26;2;3600;1;1;0,51;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102381;encerrado;30/10/2002;42;2;3600;1;0,83;0,55;0;1;0;1;0;1;1;SP;SP_Metrop;1;1;treino
D13102445;encerrado;17/10/2003;40;5;7200;1;1;0,42;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102537;encerrado;26/01/2003;42;3;5400;1;0,83;0,42;0;0;0;0;0;0;0;SP;SP_Metrop;1;1;treino
D13102652;encerrado;02/07/2003;43;2;1800;1;1;0,75;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D14101045;encerrado;22/04/2005;43;4;3600;0,17;1;0,3;1;1;0;1;1;0;0;SP;SJC;1;1;treino
D17101078;exec_retomada;;53;0;8826,3;0,03;2;0,28;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17101164;encerrado;09/02/2003;48;0;23351,4;0,03;0,83;0,35;0;0;0;1;1;0;0;SP;Ribeirao;1;1;treino
D17102309;encerrado;17/05/2004;35;0;4500;0,03;0,83;0,57;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
A18400115;encerrado;26/10/2002;30;0;11700;1;2;0,29;0;0;0;1;0;1;1;NO;Manaus;1;1;treino
B2200079;encerrado;22/07/2001;32;4;5733;1;1;0,45;0;0;0;1;0;0;0;RJ;Rio;1;1;treino
C27101422;ativo;;25;0;6300;0,03;2;0,31;1;0;0;1;0;0;0;MG;BH;1;1;treino
C27101831;encerrado;07/12/2004;35;4;6599,997;0,03;1,5;0,34;1;1;0;1;0;1;1;MG;BH;1;1;treino
C27102744;encerrado;19/08/2003;39;2;22500;0,03;0,5;0,41;1;0;0;1;0;1;1;MG;BH;1;1;treino
D4100200;encerrado;17/04/2002;49;3;9673,128;1;3;0,28;1;0;0;1;0;1;0;RS;PAlegre;1;1;treino
D4101220;encerrado;21/07/2001;40;2;4500;1;1;0,43;0;0;0;1;0;1;0;RS;PAlegre;1;1;treino
D4102724;encerrado;24/10/2003;35;3;4500;0,23;1;0,24;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4104276;encerrado;22/07/2004;36;2;7200;0,03;1;0,36;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D12100520;encerrado;09/10/2001;45;6;4680;1,03;1;0,65;0;0;0;1;0;1;0;DF;Brasilia;1;1;treino
D12100730;encerrado;05/04/2002;27;3;4771,8;1,03;1,5;0,41;0;1;0;1;1;0;0;DF;Brasilia;1;1;treino
D13100724;exec_retomada;;44;0;4707;1;2;0,33;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101340;encerrado;20/10/2003;36;4;3600;1;1,5;0,34;0;1;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101349;encerrado;03/11/2002;32;2;3600;1;1;0,7;0;1;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101837;encerrado;29/08/2002;32;0;2700;1;1;0,5;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D14100213;ativo;;42;7;8550;1;0,5;0,63;0;0;0;1;0;0;0;SP;SJC;1;1;treino
D14101037;encerrado;14/05/2004;22;3;8100;0,17;1;0,68;1;0;0;1;0;1;0;SP;SJC;1;1;treino
D14101100;encerrado;15/10/2003;44;2;8457,3;0,03;1;0,57;0;0;0;1;1;0;0;SP;SJC;1;1;treino
D14101503;encerrado;31/10/2004;30;3;8100;0,17;1;0,31;1;0;0;1;1;1;0;SP;SJC;1;1;treino
D17100508;encerrado;26/03/2003;25;5;4050;1;1,5;0,3;0;0;0;1;1;0;0;SP;Ribeirao;1;1;treino
D17100608;exec_garantia;28/03/2001;26;2;3600;1;1,5;0,07;0;0;0;1;1;0;0;SP;Ribeirao;1;1;treino
D17101483;encerrado;01/06/2004;45;4;6300;0,03;1;0,68;0;0;0;1;0;1;0;SP;Ribeirao;1;1;treino
D17102544;exec_retomada;;45;3;11700;0,03;1;0,29;1;0;0;1;0;1;1;SP;Ribeirao;1;1;treino
D17103335;encerrado;07/10/2005;29;3;9000;0,03;1;0,43;1;1;0;1;1;0;0;SP;Ribeirao;1;1;treino
D17103372;encerrado;15/09/2004;30;2;9000;0,03;1;0,51;0;1;0;1;1;0;0;SP;Ribeirao;1;1;treino
D17103567;encerrado;15/02/2005;28;2;9000;0,03;1;0,51;0;1;0;1;0;0;0;SP;Ribeirao;1;1;treino
D21101350;encerrado;14/07/2001;24;2;4500;1;1,5;0,48;0;0;0;1;0;0;0;SP;SP_Capital;1;1;treino
A18100069;encerrado;01/10/2000;26;2;5400;1;2;0,17;0;0;0;1;0;0;1;NO;Para;1;1;treino
B2200094;encerrado;12/06/2002;22;1;4095;1;2,25;0,07;0;0;0;0;0;1;0;RJ;Rio;1;1;treino
B2200778;encerrado;09/10/2002;28;0;7375,5;1;2;0,24;0;1;0;1;1;0;0;RJ;Rio;1;1;treino
B2200940;encerrado;15/03/2006;29;0;8388;1,03;3;0,16;0;0;0;1;1;0;0;RJ;Rio;1;1;treino
B2201877;exec_retomada;;54;2;7035,3;0,03;1,5;0,13;0;1;0;1;0;0;0;RJ;Rio;1;1;treino
C27101581;ativo;;48;3;4500;0,03;2;0,31;1;0;0;1;1;1;1;MG;BH;1;1;treino
C27101588;exec_garantia;27/08/2003;27;4;5130;0,03;2;0,32;0;0;0;1;1;1;0;MG;BH;1;1;treino
C27101995;encerrado;26/10/2003;32;4;7200;0,03;1;0,58;0;0;0;1;1;0;0;MG;BH;1;1;treino
C27102022;encerrado;14/05/2004;35;5;13500;0,03;0,92;0,35;0;0;0;1;1;1;1;MG;BH;1;1;treino
C27102546;encerrado;04/03/2004;25;2;9000;0,03;1;0,46;0;0;0;1;1;1;1;MG;BH;1;1;treino
D4101196;encerrado;25/07/2002;30;3;4747,5;1;2;0,28;0;0;0;1;0;1;1;RS;PAlegre;1;1;treino
D4101394;encerrado;21/09/2001;40;2;4500;1;1;0,44;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4101475;encerrado;19/09/2001;40;2;4500;1;1;0,48;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4101916;encerrado;17/01/2002;28;2;4500;1;0,42;0,47;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D12200842;exec_garantia;24/12/2000;48;3;11851,2;1;2;0,39;0;0;0;1;0;1;1;DF;Brasilia;1;1;treino
D13100556;encerrado;08/06/2001;31;7;11700;1;0,5;0,26;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13100914;encerrado;25/02/2002;42;2;9000;1;0,83;0,44;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13100991;encerrado;25/11/2001;22;2;27000;1;0,83;0,41;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101008;encerrado;27/11/2001;45;2;8100;1;0,83;0,39;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101280;encerrado;03/06/2002;25;4;4500;1;0,83;0,34;0;1;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101898;encerrado;26/02/2003;48;2;10278,9;1;1,5;0,43;0;0;0;1;0;1;0;SP;SP_Metrop;1;1;treino
D17101051;encerrado;17/07/2003;44;4;11700;0,03;1;0,35;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D21100589;encerrado;16/06/2001;49;3;13500;1;1,5;0,38;0;1;0;1;0;1;1;SP;SP_Capital;1;1;treino
D21101295;encerrado;03/06/2002;36;1;5850;1;1,5;0,38;0;0;0;1;0;0;0;SP;SP_Capital;1;1;treino
D21101452;encerrado;06/02/2005;30;0;7260,3;1;1;0,48;0;0;0;0;0;1;1;SP;SP_Capital;1;1;treino
B2201905;encerrado;05/05/2004;30;2;5400;0,03;1;0,56;1;0;0;1;0;0;0;RJ;Rio;1;1;treino
C27101327;encerrado;30/07/2003;58;0;5400;0,03;1;0,63;0;0;0;1;0;0;0;MG;BH;1;1;treino
C27101352;encerrado;15/11/2003;52;0;7200;0,03;1;0,34;0;0;0;1;1;0;0;MG;BH;1;1;treino
C27101627;encerrado;23/09/2003;30;3;7200;0,03;1;0,64;0;0;0;1;1;1;1;MG;BH;1;1;treino
D4100105;encerrado;01/01/2002;27;2;3600;1;1,5;0,58;1;0;1;1;1;1;1;RS;PAlegre;1;1;treino
D4100347;encerrado;09/04/2001;48;2;4320;1;2;0,23;0;0;0;1;0;1;0;RS;PAlegre;1;1;treino
D4101369;encerrado;10/06/2001;40;2;4860;1;1;0,44;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4101484;encerrado;26/09/2001;40;1;3600;1;1;0,43;0;0;0;0;0;0;0;RS;PAlegre;1;1;treino
D4101602;encerrado;18/01/2002;41;2;4500;1;1;0,44;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4101921;encerrado;22/07/2002;35;2;4500;1;0,92;0,33;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D13101078;encerrado;01/01/2002;38;2;9000;0,1;0,83;0,43;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101217;exec_garantia;05/12/2001;36;5;4500;1;1;0,39;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101491;encerrado;27/03/2002;31;7;3600;1;0,83;0,43;0;1;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101674;encerrado;06/08/2002;39;2;4500;1;1;0,61;0;1;0;1;0;1;1;SP;SP_Metrop;1;1;treino
D13102318;encerrado;20/02/2003;38;2;3600;1;1;0,38;0;1;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102648;encerrado;04/07/2003;26;4;4500;1;1;0,45;0;1;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D14100904;encerrado;09/04/2004;33;4;6921;0,17;1,5;0,44;0;1;0;1;1;0;0;SP;SJC;1;1;treino
D14101170;encerrado;13/05/2004;43;2;10800;0,17;1;0,37;1;0;0;1;0;0;0;SP;SJC;1;1;treino
D17101079;encerrado;10/08/2003;34;4;11700;0,03;1;0,52;0;1;0;1;1;0;0;SP;Ribeirao;1;1;treino
D17103410;encerrado;13/09/2004;35;3;9000;0,03;1;0,53;1;0;0;1;1;1;0;SP;Ribeirao;1;1;treino
B2200339;encerrado;08/11/2001;34;2;13500;0,03;1,25;0,42;0;1;0;1;0;0;0;RJ;Rio;1;1;treino
C27101483;encerrado;30/08/2003;32;2;5400;0,03;1;0,79;1;0;1;1;1;1;1;MG;BH;1;1;treino
C27101760;encerrado;12/03/2003;39;3;4500;0,03;1;0,34;1;1;0;1;1;1;1;MG;BH;1;1;treino
C27102324;encerrado;24/10/2003;39;4;13500;0,03;1;0,65;0;0;0;1;1;1;0;MG;BH;1;1;treino
D4102367;encerrado;19/11/2003;26;4;4500;1;2;0,37;0;0;0;1;0;1;0;RS;PAlegre;1;1;treino
D4102725;encerrado;23/09/2003;30;0;8550;0,23;1;0,39;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4103133;encerrado;07/07/2004;23;1;11700;0,23;1,5;0,49;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4104195;encerrado;04/06/2005;28;1;5400;0,03;1;0,2;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D12100066;exec_garantia;03/06/2001;34;2;4740,3;1;2,17;0,09;0;0;0;1;0;1;0;DF;Brasilia;1;1;treino
D12100429;encerrado;26/03/2002;43;5;3420;1;2;0,07;0;1;0;0;0;1;0;DF;Brasilia;1;1;treino
D12100783;encerrado;25/02/2003;52;3;8100;0,03;2;0,17;0;1;0;1;0;1;0;DF;Brasilia;1;1;treino
D12200698;encerrado;10/01/2001;46;2;9071,1;1;2,17;0,05;0;0;0;1;0;0;1;DF;Brasilia;1;1;treino
D12201401;encerrado;15/08/2001;30;2;4500;1;2;0,08;0;0;0;1;0;0;0;DF;Brasilia;1;1;treino
D13101471;encerrado;16/05/2002;40;4;4500;1;1;0,35;0;0;1;1;0;1;0;SP;SP_Metrop;1;1;treino
D13102304;encerrado;26/09/2003;38;2;4439,7;1;1,5;0,44;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102513;encerrado;09/03/2003;45;6;1800;1;1,5;0,21;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D14100017;encerrado;27/02/2002;32;3;2700;1;0,5;0,42;0;1;0;1;0;0;0;SP;SJC;1;1;treino
D14100413;ativo;;32;2;4500;0,03;1;0,33;0;0;0;1;1;0;0;SP;SJC;1;1;treino
D14100621;ativo;;44;5;9000;0,17;1;0,46;1;1;0;1;1;1;0;SP;SJC;1;1;treino
D14101008;encerrado;21/03/2004;35;2;5400;0,03;1;0,33;0;1;0;1;0;0;0;SP;SJC;1;1;treino
D17102893;exec_retomada;;43;4;8100;0,03;1;0,58;1;0;0;1;0;1;0;SP;Ribeirao;1;1;treino
D17103084;encerrado;31/08/2005;30;5;6300;0,03;1;0,49;1;0;0;1;1;0;0;SP;Ribeirao;1;1;treino
D21101479;encerrado;30/07/2002;24;2;10800;1;2;0,27;0;0;0;1;0;0;0;SP;SP_Capital;1;1;treino
A18100439;encerrado;20/02/2003;26;2;3870;1;2,5;0,24;0;0;0;0;1;0;0;NO;Para;1;1;treino
B2200566;encerrado;02/08/2003;30;0;4140;1;2,25;0,27;0;0;0;1;0;0;0;RJ;Rio;1;1;treino
C27100795;ativo;;35;3;3600;1;2;0,32;0;1;0;0;0;0;0;MG;BH;1;1;treino
C27100893;encerrado;21/01/2003;29;2;3600;1;1;0,49;0;1;0;1;0;1;1;MG;BH;1;1;treino
C27100921;encerrado;04/07/2003;30;2;4500;1;1;0,25;0;1;0;1;0;0;0;MG;BH;1;1;treino
C27102136;ativo;;21;4;4770;0,03;1,75;0,4;0;1;0;1;0;0;0;MG;BH;1;1;treino
D4101914;encerrado;06/08/2002;29;2;2700;1;1;0,51;0;1;0;1;0;0;0;RS;PAlegre;1;1;treino
D4102014;exec_garantia;27/04/2002;32;2;2700;1;1;0,26;0;0;0;0;0;0;0;RS;PAlegre;1;1;treino
D4102069;exec_garantia;14/07/2002;33;0;4410;1;2;0,33;0;0;0;1;1;0;0;RS;PAlegre;1;1;treino
D12100491;encerrado;25/05/2002;35;4;13500;1;2;0,05;0;0;0;1;0;1;0;DF;Brasilia;1;1;treino
D12100601;encerrado;08/11/2001;63;2;5400;1,03;1;0,27;0;0;0;1;1;0;0;DF;Brasilia;1;1;treino
D12200654;encerrado;25/12/2001;32;2;7200;1;2,17;0,05;0;1;0;1;0;0;0;DF;Brasilia;1;1;treino
D12201684;encerrado;23/09/2001;37;2;9000;1;1;0,09;0;0;0;1;0;1;1;DF;Brasilia;1;1;treino
D12202160;encerrado;20/11/2002;51;2;5274;1;2;0,05;0;0;0;0;1;0;1;DF;Brasilia;1;1;treino
D13102127;encerrado;19/02/2003;20;2;4500;1;1,5;0,4;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102422;ativo;;39;2;3600;1;2;0,38;0;1;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D14100144;encerrado;27/01/2003;37;3;4321,8;1;1,5;0,3;0;1;0;1;0;0;0;SP;SJC;1;1;treino
D14100587;encerrado;29/02/2004;34;3;7200;0,17;1;0,54;1;0;0;1;1;0;0;SP;SJC;1;1;treino
D14100722;encerrado;13/11/2003;33;2;5625;0,03;1;0,5;0;0;0;1;0;0;0;SP;SJC;1;1;treino
D14101256;exec_garantia;20/01/2004;23;4;13950;0,03;1;0,25;0;0;0;0;0;1;0;SP;SJC;1;1;treino
D14101261;encerrado;14/07/2004;42;2;5400;0,17;1;0,52;1;1;0;1;0;0;0;SP;SJC;1;1;treino
D14101281;exec_retomada;;33;5;3762;0,17;1;0,55;0;1;0;1;1;0;0;SP;SJC;1;1;treino
D14101557;exec_retomada;;23;4;12600;0,03;1;0,39;0;0;0;1;1;0;0;SP;SJC;1;1;treino
D17100558;encerrado;29/01/2003;42;2;9000;1;2;0,47;0;1;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17100931;encerrado;08/03/2002;33;3;3600;1;1;0,65;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17101456;encerrado;25/07/2004;34;4;6300;0,03;1,5;0,63;0;1;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17101872;encerrado;20/05/2004;28;2;5400;0,03;1;0,33;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17103614;encerrado;15/11/2005;22;2;5400;0,03;1;0,54;1;0;0;1;1;0;0;SP;Ribeirao;1;1;treino
D21100838;encerrado;25/04/2002;35;2;6079,5;1;2,5;0,25;0;0;0;0;0;0;0;SP;SP_Capital;1;1;treino
D21101148;encerrado;20/01/2001;35;2;13772,7;1;1;0,64;0;0;0;1;0;1;1;SP;SP_Capital;1;1;treino
A18800097;ativo;;39;3;15750;1,03;1;0,38;0;0;1;1;0;0;0;NO;Para;1;1;treino
B2200235;encerrado;10/02/2002;23;0;4860;1;2;0,18;0;0;0;0;0;0;0;RJ;Rio;1;1;treino
B2200411;encerrado;25/06/2002;39;0;14999,4;1;2;0,22;0;0;0;0;0;1;0;RJ;Rio;1;1;treino
B2200581;encerrado;11/04/2001;25;2;5400;1;1;0,37;0;0;0;0;1;1;1;RJ;Rio;1;1;treino
B2200631;encerrado;20/08/2002;55;1;6775,2;1;2,25;0,13;0;0;0;1;0;0;0;RJ;Rio;1;1;treino
B2201428;encerrado;22/06/2002;26;2;3150;1;1;0,75;0;1;0;1;0;1;0;RJ;Rio;1;1;treino
B2201645;exec_garantia;14/05/2003;37;2;3600;1;2,5;0,35;0;1;0;1;1;1;1;RJ;Rio;1;1;treino
C27100903;ativo;;30;2;3600;1;2;0,23;0;1;0;1;0;0;0;MG;BH;1;1;treino
C27101635;encerrado;08/02/2003;29;2;7380;0,03;0,92;0,28;1;0;0;1;1;1;1;MG;BH;1;1;treino
C27102787;encerrado;10/05/2003;46;5;7200;0,03;0,92;0,36;1;0;0;1;1;1;1;MG;BH;1;1;treino
D4100853;encerrado;05/10/2002;37;0;9000;1;2;0,31;0;0;0;1;0;1;0;RS;PAlegre;1;1;treino
D4101283;encerrado;08/10/2001;45;0;9000;1;1;0,42;0;0;0;1;0;1;0;RS;PAlegre;1;1;treino
D4101530;encerrado;10/02/2001;40;2;5400;1;1;0,44;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4101741;encerrado;02/04/2002;35;2;2700;1;0,83;0,43;0;1;0;1;0;0;0;RS;PAlegre;1;1;treino
