status;total;juros;categ;emprego;residencia;renda;idade;cat_emp;cat_juro
0;9150;6,03;A;4;PRESTACAO;122500;43;0-15;0-8
0;5400;8,9;A;;ALUGADA;36000;26;Missing;8-11
0;28000;7,9;A;8;PRESTACAO;250000;40;0-15;0-8
0;15000;7,51;A;13;ALUGADA;65000;28;0-15;0-8
0;5200;6,62;A;11;PRESTACAO;49536;22;0-15;0-8
0;3500;15,27;C;9;PROPRIA;32000;23;0-15;13.5+
0;4500;6,62;A;8;ALUGADA;39000;35;0-15;0-8
1;12000;8,9;A;2;ALUGADA;30000;34;0-15;8-11
0;7000;7,9;A;2;ALUGADA;33000;23;0-15;0-8
0;1200;16,29;D;6;ALUGADA;42000;31;0-15;13.5+
0;12250;6,62;A;7;PRESTACAO;52833;29;0-15;0-8
0;7200;11,71;B;4;PRESTACAO;51800;22;0-15;11-13.5
0;2000;16,29;D;14;PROPRIA;24000;31;0-15;13.5+
0;4000;6,03;A;5;PRESTACAO;51000;23;0-15;0-8
0;10000;12,42;B;11;ALUGADA;90000;25;0-15;11-13.5
0;6500;6,03;A;7;PRESTACAO;72000;27;0-15;0-8
0;8650;7,51;A;4;PRESTACAO;60000;25;0-15;0-8
0;25000;7,9;A;3;ALUGADA;67000;23;0-15;0-8
0;8000;;A;4;ALUGADA;30000;28;0-15;Missing
0;32400;;A;13;ALUGADA;67920;44;0-15;Missing
0;10000;6,03;A;4;PRESTACAO;35000;32;0-15;0-8
0;8000;9,91;B;19;PRESTACAO;70000;30;15-30;8-11
0;9050;6,62;A;2;PRESTACAO;45000;24;0-15;0-8
0;16000;12,69;B;14;ALUGADA;2e+05;29;0-15;11-13.5
0;20000;12,42;B;7;PRESTACAO;120000;29;0-15;11-13.5
0;5300;12,69;B;0;PRESTACAO;105000;26;0-15;11-13.5
0;13000;;A;2;PRESTACAO;72100;22;0-15;Missing
0;8400;11,71;B;2;ALUGADA;41000;33;0-15;11-13.5
0;1200;12,69;B;12;PRESTACAO;74000;26;0-15;11-13.5
1;14400;11,71;B;8;ALUGADA;125000;25;0-15;11-13.5
0;7000;6,62;A;9;ALUGADA;32340;22;0-15;0-8
0;10000;;B;4;PRESTACAO;56500;37;0-15;Missing
0;7200;6,62;A;7;PRESTACAO;78000;26;0-15;0-8
0;8800;6,62;A;7;ALUGADA;48000;22;0-15;0-8
0;10800;7,51;A;32;PRESTACAO;53000;25;30-45;0-8
1;25500;17,27;D;2;PRESTACAO;75000;35;0-15;13.5+
0;5600;13,49;C;5;ALUGADA;34444;29;0-15;11-13.5
1;7000;14,65;C;6;PRESTACAO;58000;40;0-15;13.5+
0;12500;10,65;B;5;ALUGADA;31000;23;0-15;8-11
0;9000;6,03;A;4;PRESTACAO;190000;31;0-15;0-8
0;1000;13,49;C;4;ALUGADA;75000;27;0-15;11-13.5
0;15000;6,03;A;9;PRESTACAO;182952;25;0-15;0-8
0;4500;8,49;A;;PRESTACAO;55000;26;Missing;8-11
0;2500;12,69;B;4;PROPRIA;12000;24;0-15;11-13.5
0;12000;6,62;A;1;ALUGADA;80000;23;0-15;0-8
0;11300;;B;9;PRESTACAO;52000;24;0-15;Missing
0;4000;;B;1;ALUGADA;26000;23;0-15;Missing
0;35000;16,77;D;3;PRESTACAO;395000;34;0-15;13.5+
0;10500;6,62;A;;PROPRIA;41400;32;Missing;0-8
0;8400;11,71;B;7;PRESTACAO;48000;34;0-15;11-13.5
0;5000;12,69;B;4;PRESTACAO;24996;23;0-15;11-13.5
0;4800;10,65;B;14;PRESTACAO;72000;25;0-15;8-11
0;10500;7,51;A;8;PRESTACAO;48000;23;0-15;0-8
0;5000;11,71;B;3;ALUGADA;111460;22;0-15;11-13.5
1;5000;14,65;C;1;PRESTACAO;24000;22;0-15;13.5+
0;6500;9,91;B;1;ALUGADA;38400;34;0-15;8-11
0;20000;18,64;E;8;ALUGADA;105000;64;0-15;13.5+
0;20000;14,27;C;3;PRESTACAO;201000;33;0-15;13.5+
0;7000;7,9;A;3;PRESTACAO;65000;23;0-15;0-8
0;13750;11,71;B;3;PRESTACAO;47500;24;0-15;11-13.5
0;5000;15,96;C;24;ALUGADA;90000;23;15-30;13.5+
0;4000;9,91;B;9;PRESTACAO;69000;28;0-15;8-11
0;17000;6,03;A;5;PRESTACAO;61147;24;0-15;0-8
0;12000;6,03;A;5;PRESTACAO;36000;37;0-15;0-8
1;9600;14,27;C;4;ALUGADA;24000;21;0-15;13.5+
0;12000;9,91;B;5;ALUGADA;33600;22;0-15;8-11
0;12000;6,62;A;6;PRESTACAO;55000;40;0-15;0-8
0;2000;7,9;A;3;PRESTACAO;61000;32;0-15;0-8
0;8000;6,03;A;5;PRESTACAO;41000;26;0-15;0-8
0;26000;15,96;C;1;PRESTACAO;78000;30;0-15;13.5+
0;5000;6,62;A;18;ALUGADA;58000;36;15-30;0-8
0;9600;10,65;B;7;ALUGADA;60000;27;0-15;8-11
0;5000;6,03;A;18;PRESTACAO;41784;22;15-30;0-8
0;30000;17,58;D;23;PRESTACAO;78252;35;15-30;13.5+
0;7200;;A;1;ALUGADA;82060,56;30;0-15;Missing
0;15000;6,03;A;2;PRESTACAO;117696;23;0-15;0-8
0;10200;7,9;A;3;PRESTACAO;132000;26;0-15;0-8
0;6350;7,51;A;7;PRESTACAO;35360;33;0-15;0-8
0;13000;7,9;A;9;ALUGADA;110400;26;0-15;0-8
0;4000;10,65;B;7;ALUGADA;30996;28;0-15;8-11
0;1500;11,71;B;2;ALUGADA;48000;33;0-15;11-13.5
0;28000;9,91;B;10;ALUGADA;88000;22;0-15;8-11
1;4000;14,65;C;11;ALUGADA;45000;37;0-15;13.5+
0;20000;10,65;B;23;PRESTACAO;132650;28;15-30;8-11
0;6350;7,51;A;2;PRESTACAO;61260;37;0-15;0-8
0;20000;12,69;B;9;ALUGADA;1e+05;27;0-15;11-13.5
0;9100;12,42;B;5;PRESTACAO;81000;22;0-15;11-13.5
0;9200;12,42;B;2;PROPRIA;41100;24;0-15;11-13.5
0;17000;11,71;B;4;ALUGADA;70000;49;0-15;11-13.5
0;15000;12,42;B;13;ALUGADA;77000;23;0-15;11-13.5
0;10000;10,65;B;;PRESTACAO;36588;26;Missing;8-11
0;17000;7,9;A;6;ALUGADA;75000;42;0-15;0-8
0;2000;6,62;A;2;ALUGADA;85000;43;0-15;0-8
0;8400;6,03;A;15;PRESTACAO;50000;37;0-15;0-8
0;2000;12,42;B;7;ALUGADA;30225;28;0-15;11-13.5
0;6000;13,49;C;0;PRESTACAO;24000;25;0-15;11-13.5
0;2675;9,91;B;2;ALUGADA;18144;26;0-15;8-11
0;10000;10,65;B;8;PRESTACAO;48000;23;0-15;8-11
0;3400;7,51;A;0;ALUGADA;24290,4;23;0-15;0-8
0;4000;7,51;A;2;ALUGADA;30000;34;0-15;0-8
0;2000;9,91;B;2;ALUGADA;60000;27;0-15;8-11
0;12000;14,27;C;0;PRESTACAO;85000;26;0-15;13.5+
0;22250;;B;6;PRESTACAO;135000;33;0-15;Missing
0;5025;;A;4;PRESTACAO;70000;22;0-15;Missing
0;22800;17,27;D;5;PRESTACAO;50000;24;0-15;13.5+
0;11300;9,91;B;0;PRESTACAO;31000;28;0-15;8-11
0;5000;;B;4;ALUGADA;75000;23;0-15;Missing
0;5600;6,03;A;21;ALUGADA;56000;24;15-30;0-8
0;15000;12,42;B;4;ALUGADA;65000;21;0-15;11-13.5
1;7075;17,58;D;3;PROPRIA;62910;33;0-15;13.5+
0;3700;7,9;A;3;ALUGADA;94000;28;0-15;0-8
0;2000;8,9;A;0;ALUGADA;69000;43;0-15;8-11
1;10000;6,62;A;4;ALUGADA;40000;25;0-15;0-8
0;7000;8,9;A;3;ALUGADA;67550;26;0-15;8-11
0;4000;9,91;B;16;ALUGADA;82350;32;15-30;8-11
0;17000;;A;3;PRESTACAO;68250;25;0-15;Missing
0;3600;6,03;A;2;ALUGADA;45000;23;0-15;0-8
0;7200;6,03;A;11;PROPRIA;10080;33;0-15;0-8
0;4000;6,03;A;1;PRESTACAO;54000;30;0-15;0-8
0;30000;11,71;B;29;ALUGADA;61200;34;15-30;11-13.5
0;20000;7,9;A;14;PRESTACAO;60000;28;0-15;0-8
0;10200;11,71;B;14;ALUGADA;90000;22;0-15;11-13.5
1;5000;;A;;ALUGADA;15000;31;Missing;Missing
0;10000;6,03;A;9;PRESTACAO;51000;23;0-15;0-8
0;35000;8,9;A;27;PROPRIA;90000;23;15-30;8-11
0;8600;7,51;A;2;ALUGADA;30000;27;0-15;0-8
0;9000;6,03;A;4;PRESTACAO;50000;25;0-15;0-8
0;21600;12,42;B;6;PRESTACAO;88055;29;0-15;11-13.5
0;5000;;B;12;PRESTACAO;110000;30;0-15;Missing
0;14400;11,71;B;8;PRESTACAO;88000;27;0-15;11-13.5
0;21000;11,71;B;0;PRESTACAO;108000;25;0-15;11-13.5
0;11000;8,9;A;9;ALUGADA;27000;26;0-15;8-11
0;10000;6,62;A;2;PROPRIA;72000;27;0-15;0-8
0;5950;13,49;C;2;PRESTACAO;57000;22;0-15;11-13.5
1;25000;13,49;C;5;PRESTACAO;73476;23;0-15;11-13.5
0;4375;;B;6;ALUGADA;130000;35;0-15;Missing
0;5000;6,62;A;0;PRESTACAO;45000;24;0-15;0-8
0;4300;7,9;A;13;PRESTACAO;90000;24;0-15;0-8
0;10625;6,03;A;21;PRESTACAO;73000;26;15-30;0-8
0;10700;6,03;A;4;ALUGADA;32000;23;0-15;0-8
0;11800;7,51;A;2;PRESTACAO;175000;36;0-15;0-8
0;7000;6,03;A;6;PRESTACAO;44000;25;0-15;0-8
0;3000;6,03;A;;PRESTACAO;65000;29;Missing;0-8
0;5000;8,9;A;4;PRESTACAO;195000;24;0-15;8-11
0;4000;12,69;B;1;ALUGADA;40000;22;0-15;11-13.5
0;6000;10,65;B;1;ALUGADA;45000;27;0-15;8-11
0;24000;;C;21;PRESTACAO;84000;37;15-30;Missing
0;1200;9,91;B;;ALUGADA;43200;25;Missing;8-11
0;7700;11,71;B;3;PRESTACAO;46000;41;0-15;11-13.5
0;7000;6,03;A;5;PRESTACAO;70000;21;0-15;0-8
0;12025;14,27;C;13;ALUGADA;1782000;63;0-15;13.5+
0;5600;6,62;A;2;PRESTACAO;70000;28;0-15;0-8
1;20000;16,77;D;5;ALUGADA;53000;22;0-15;13.5+
0;5000;6,62;A;0;PRESTACAO;78000;24;0-15;0-8
0;10700;14,27;C;5;PRESTACAO;117000;38;0-15;13.5+
0;14600;6,03;A;3;ALUGADA;30000;23;0-15;0-8
0;7200;7,9;A;0;PRESTACAO;115000;32;0-15;0-8
0;3300;7,51;A;22;PRESTACAO;65000;24;15-30;0-8
1;6250;7,51;A;15;PRESTACAO;38484;22;0-15;0-8
0;6000;10,65;B;0;PROPRIA;48000;25;0-15;8-11
0;12000;6,03;A;16;PRESTACAO;99000;24;15-30;0-8
0;6800;6,03;A;15;PRESTACAO;45000;25;0-15;0-8
0;14400;8,9;A;12;PRESTACAO;218000;29;0-15;8-11
1;5000;15,27;C;6;ALUGADA;80000;24;0-15;13.5+
0;5000;6,03;A;6;PRESTACAO;75000;23;0-15;0-8
0;8000;16,77;D;4;ALUGADA;56400;27;0-15;13.5+
0;6500;6,03;A;0;PRESTACAO;73000;25;0-15;0-8
0;5000;6,03;A;3;ALUGADA;32000;26;0-15;0-8
0;12000;11,71;B;0;ALUGADA;65000;21;0-15;11-13.5
1;4000;7,51;A;6;ALUGADA;110000;28;0-15;0-8
0;2000;6,03;A;3;PRESTACAO;62000;22;0-15;0-8
1;1200;9,91;B;0;ALUGADA;34000;26;0-15;8-11
0;6200;8,9;A;0;ALUGADA;65000;24;0-15;8-11
0;6025;6,03;A;;PRESTACAO;65000;27;Missing;0-8
0;3000;8,9;A;4;ALUGADA;75000;22;0-15;8-11
0;18000;7,9;A;6;ALUGADA;80000;21;0-15;0-8
0;2000;7,9;A;16;ALUGADA;65000;44;15-30;0-8
0;10000;6,62;A;5;PRESTACAO;120000;25;0-15;0-8
0;4800;11,71;B;13;ALUGADA;38000;25;0-15;11-13.5
0;9300;;D;2;ALUGADA;42000;27;0-15;Missing
0;15000;7,9;A;5;ALUGADA;37440;27;0-15;0-8
0;5000;7,51;A;1;ALUGADA;25000;28;0-15;0-8
0;2000;13,49;C;2;ALUGADA;19200;24;0-15;11-13.5
0;14000;12,42;B;4;PRESTACAO;72000;27;0-15;11-13.5
1;12625;7,9;A;1;PRESTACAO;55000;29;0-15;0-8
0;5000;;C;2;ALUGADA;30000;22;0-15;Missing
0;5000;12,69;B;11;ALUGADA;43200;22;0-15;11-13.5
0;10000;11,71;B;14;ALUGADA;74000;28;0-15;11-13.5
0;7300;;A;20;PRESTACAO;42000;28;15-30;Missing
0;18000;7,9;A;2;PRESTACAO;130000;26;0-15;0-8
0;10000;9,91;B;14;PRESTACAO;120000;23;0-15;8-11
0;4000;10,65;B;2;ALUGADA;20000;27;0-15;8-11
0;22000;12,69;B;26;ALUGADA;82600;26;15-30;11-13.5
1;3000;15,96;C;20;PRESTACAO;58000;27;15-30;13.5+
0;14400;13,49;C;0;ALUGADA;48000;22;0-15;11-13.5
0;3800;7,9;A;24;ALUGADA;26400;23;15-30;0-8
1;2000;7,9;A;4;ALUGADA;20400;29;0-15;0-8
1;10000;20,89;F;4;ALUGADA;45600;30;0-15;13.5+
0;10000;12,69;B;1;ALUGADA;50000;31;0-15;11-13.5
0;12000;12,42;B;16;ALUGADA;90000;22;15-30;11-13.5
1;16450;10,65;B;0;PROPRIA;38400;33;0-15;8-11
0;8500;7,51;A;3;PRESTACAO;78000;24;0-15;0-8
0;29800;10,65;B;7;PROPRIA;62352;23;0-15;8-11
0;10000;7,9;A;1;PRESTACAO;62000;23;0-15;0-8
0;8000;6,03;A;1;ALUGADA;76460;25;0-15;0-8
0;5325;;B;11;PRESTACAO;82000;24;0-15;Missing
0;7500;7,9;A;6;PRESTACAO;45000;30;0-15;0-8
1;12000;;A;8;PRESTACAO;40000;30;0-15;Missing
0;2500;6,03;A;1;PRESTACAO;34000;25;0-15;0-8
0;5000;12,69;B;5;PROPRIA;112732;33;0-15;11-13.5
0;3000;13,49;C;14;ALUGADA;60000;27;0-15;11-13.5
0;5000;6,03;A;14;PRESTACAO;62000;22;0-15;0-8
0;30000;11,71;B;12;PRESTACAO;200100;26;0-15;11-13.5
0;4000;10,65;B;8;PRESTACAO;120000;23;0-15;8-11
0;12000;9,91;B;3;ALUGADA;1e+05;25;0-15;8-11
0;1800;12,42;B;25;PRESTACAO;57600;26;15-30;11-13.5
0;10000;;A;0;PRESTACAO;64500;23;0-15;Missing
0;7400;6,03;A;0;ALUGADA;140000;28;0-15;0-8
0;10000;;A;3;ALUGADA;74000;33;0-15;Missing
0;2000;10,65;B;11;ALUGADA;48000;31;0-15;8-11
0;5825;14,27;C;5;ALUGADA;26000;26;0-15;13.5+
0;8400;7,9;A;1;ALUGADA;45000;24;0-15;0-8
0;16000;13,49;C;1;PRESTACAO;68000;39;0-15;11-13.5
0;16500;7,9;A;4;ALUGADA;47000;38;0-15;0-8
0;35000;17,58;D;0;PRESTACAO;116000;25;0-15;13.5+
0;8000;13,49;C;2;ALUGADA;75000;27;0-15;11-13.5
0;12150;6,62;A;8;PROPRIA;32000;37;0-15;0-8
0;7200;7,51;A;3;PROPRIA;24000;29;0-15;0-8
0;5500;13,49;C;7;PRESTACAO;85000;25;0-15;11-13.5
0;7450;11,71;B;0;PRESTACAO;114996;33;0-15;11-13.5
0;5000;13,49;C;2;ALUGADA;26400;21;0-15;11-13.5
0;6000;7,9;A;;PROPRIA;16000;23;Missing;0-8
0;12800;12,69;B;;ALUGADA;40000;21;Missing;11-13.5
0;14000;12,69;B;0;ALUGADA;95000;23;0-15;11-13.5
0;11200;16,77;D;5;ALUGADA;42000;21;0-15;13.5+
0;6500;;A;0;ALUGADA;123000;29;0-15;Missing
0;6000;6,03;A;;PROPRIA;26232;22;Missing;0-8
0;2400;10,65;B;2;ALUGADA;18000;27;0-15;8-11
0;5000;7,51;A;2;PRESTACAO;43200;33;0-15;0-8
0;12375;9,91;B;8;PRESTACAO;55000;23;0-15;8-11
0;6000;15,27;C;2;PROPRIA;21000;23;0-15;13.5+
0;15875;7,9;A;20;PRESTACAO;53000;31;15-30;0-8
0;20000;8,9;A;13;PRESTACAO;80000;31;0-15;8-11
1;4750;15,27;C;7;PRESTACAO;55500;27;0-15;13.5+
0;7000;20,89;F;1;ALUGADA;60000;25;0-15;13.5+
0;11200;6,62;A;6;ALUGADA;61200;22;0-15;0-8
0;16000;;B;15;PRESTACAO;70000;23;0-15;Missing
0;1750;10,65;B;2;PRESTACAO;78000;22;0-15;8-11
1;4500;14,65;C;4;PRESTACAO;75000;25;0-15;13.5+
0;3600;16,77;D;4;ALUGADA;54804;23;0-15;13.5+
1;3000;19,03;E;3;ALUGADA;24000;37;0-15;13.5+
0;15000;15,96;C;29;PRESTACAO;95000;26;15-30;13.5+
0;6000;6,62;A;3;ALUGADA;40000;24;0-15;0-8
0;6000;8,9;A;20;PRESTACAO;60000;23;15-30;8-11
0;10825;10,65;B;4;ALUGADA;35000;44;0-15;8-11
0;8500;7,9;A;1;ALUGADA;24000;24;0-15;0-8
0;2000;12,42;B;0;ALUGADA;30000;25;0-15;11-13.5
1;1000;6,62;A;4;PRESTACAO;30000;23;0-15;0-8
0;13000;6,03;A;1;PRESTACAO;94000;23;0-15;0-8
0;2000;10,65;B;0;ALUGADA;69996;30;0-15;8-11
0;9000;;A;2;PRESTACAO;61200;23;0-15;Missing
0;10000;6,62;A;3;ALUGADA;1e+05;25;0-15;0-8
0;15000;6,62;A;3;PROPRIA;30000;22;0-15;0-8
0;5600;15,96;C;10;ALUGADA;41000;26;0-15;13.5+
0;4500;6,62;A;4;ALUGADA;70000;29;0-15;0-8
0;11425;7,51;A;7;ALUGADA;52500;27;0-15;0-8
0;7000;8,9;A;4;PRESTACAO;1e+05;28;0-15;8-11
0;10000;14,65;C;17;PRESTACAO;97000;29;15-30;13.5+
0;7000;9,91;B;17;PRESTACAO;53796;28;15-30;8-11
1;2000;9,91;B;;ALUGADA;25000;25;Missing;8-11
0;4200;8,9;A;4;ALUGADA;31200;25;0-15;8-11
0;22000;10,65;B;7;PRESTACAO;80000;23;0-15;8-11
1;8500;15,96;C;1;PRESTACAO;78000;22;0-15;13.5+
0;4375;6,62;A;8;PRESTACAO;30000;23;0-15;0-8
0;7200;10,65;B;5;ALUGADA;24000;38;0-15;8-11
1;1000;15,27;C;15;PRESTACAO;32352;22;0-15;13.5+
0;1400;6,03;A;2;PRESTACAO;30000;23;0-15;0-8
0;15000;17,58;D;14;PRESTACAO;204000;27;0-15;13.5+
1;13600;12,42;B;48;PRESTACAO;91000;30;45+;11-13.5
0;4000;19,03;E;6;ALUGADA;19200;25;0-15;13.5+
0;13000;;B;4;ALUGADA;38400;42;0-15;Missing
0;16425;7,9;A;18;PRESTACAO;79536;28;15-30;0-8
0;7000;;B;2;PRESTACAO;90000;22;0-15;Missing
0;15000;15,96;C;17;PRESTACAO;59800;23;15-30;13.5+
1;7000;16,29;D;3;ALUGADA;120000;32;0-15;13.5+
0;10000;7,51;A;6;PRESTACAO;30000;32;0-15;0-8
0;6000;;B;2;ALUGADA;66000;62;0-15;Missing
0;4000;6,62;A;12;ALUGADA;47088;24;0-15;0-8
0;9800;6,62;A;6;PRESTACAO;72000;31;0-15;0-8
0;2500;16,29;D;2;ALUGADA;22200;21;0-15;13.5+
0;7200;12,69;B;3;ALUGADA;52000;25;0-15;11-13.5
0;20000;;A;44;PROPRIA;153936;42;30-45;Missing
0;4000;9,91;B;6;ALUGADA;51600;23;0-15;8-11
0;30000;;E;33;PRESTACAO;166000;27;30-45;Missing
0;35000;;A;8;PRESTACAO;85000;24;0-15;Missing
0;13250;7,9;A;0;PROPRIA;60000;22;0-15;0-8
0;6000;8,9;A;5;PRESTACAO;53808;22;0-15;8-11
0;10000;9,91;B;6;PRESTACAO;40000;24;0-15;8-11
0;7500;7,51;A;0;ALUGADA;95000;37;0-15;0-8
0;9600;16,29;D;5;ALUGADA;48000;33;0-15;13.5+
0;2800;6,03;A;3;PRESTACAO;53000;26;0-15;0-8
0;35000;15,96;C;8;PRESTACAO;150000;26;0-15;13.5+
0;5200;6,62;A;2;ALUGADA;40000;39;0-15;0-8
0;12800;6,62;A;3;PRESTACAO;72000;35;0-15;0-8
0;1700;16,77;D;4;PRESTACAO;67836;23;0-15;13.5+
0;8000;7,51;A;19;PRESTACAO;51000;28;15-30;0-8
0;10300;9,91;B;12;ALUGADA;165000;26;0-15;8-11
0;20000;7,9;A;4;ALUGADA;80000;23;0-15;0-8
0;6125;14,65;C;25;PROPRIA;66000;40;15-30;13.5+
0;5000;6,03;A;0;PRESTACAO;110000;24;0-15;0-8
0;5000;14,27;C;10;PROPRIA;115000;23;0-15;13.5+
0;5000;12,69;B;11;ALUGADA;108000;24;0-15;11-13.5
0;6000;6,03;A;1;ALUGADA;75000;23;0-15;0-8
0;5000;7,9;A;9;PRESTACAO;52000;21;0-15;0-8
0;8000;6,03;A;7;PRESTACAO;38496;25;0-15;0-8
0;2100;6,62;A;6;PRESTACAO;61000;22;0-15;0-8
0;1300;9,91;B;0;ALUGADA;34400;33;0-15;8-11
0;25000;10,65;B;13;PRESTACAO;75000;33;0-15;8-11
0;12800;9,91;B;12;PRESTACAO;262000;32;0-15;8-11
0;2500;6,62;A;12;PRESTACAO;74000;22;0-15;0-8
0;24000;6,62;A;18;PRESTACAO;150000;40;15-30;0-8
0;4800;11,71;B;4;ALUGADA;40000;27;0-15;11-13.5
0;30000;7,9;A;2;PRESTACAO;120000;51;0-15;0-8
0;16000;7,9;A;1;ALUGADA;50000;50;0-15;0-8
0;4000;7,51;A;41;PRESTACAO;40000;23;30-45;0-8
0;1500;13,49;C;3;PRESTACAO;34800;22;0-15;11-13.5
0;6000;;C;0;PRESTACAO;92000;28;0-15;Missing
0;2000;14,27;C;1;PRESTACAO;37000;22;0-15;13.5+
0;3000;15,27;C;5;ALUGADA;18000;24;0-15;13.5+
0;18000;11,71;B;5;PRESTACAO;95000;31;0-15;11-13.5
0;6000;12,42;B;5;ALUGADA;72000;43;0-15;11-13.5
0;10000;6,62;A;3;ALUGADA;66000;36;0-15;0-8
0;14000;6,03;A;6;PRESTACAO;104800;38;0-15;0-8
0;6000;8,9;A;12;PRESTACAO;51600;27;0-15;8-11
0;14000;6,03;A;0;ALUGADA;90000;26;0-15;0-8
0;4300;7,9;A;4;PRESTACAO;30000;34;0-15;0-8
0;12000;6,03;A;6;PROPRIA;90000;21;0-15;0-8
0;8800;8,9;A;3;ALUGADA;60000;22;0-15;8-11
0;10000;6,03;A;;PRESTACAO;57600;23;Missing;0-8
0;4000;14,65;C;2;PROPRIA;38000;32;0-15;13.5+
0;5000;7,9;A;2;ALUGADA;64600;24;0-15;0-8
1;12000;16,29;D;2;PRESTACAO;133000;31;0-15;13.5+
0;30000;12,69;B;11;PRESTACAO;9e+05;50;0-15;11-13.5
0;30000;6,62;A;11;PRESTACAO;286000;34;0-15;0-8
1;15600;17,27;D;21;PRESTACAO;87000;49;15-30;13.5+
0;30000;7,9;A;9;PRESTACAO;125004;22;0-15;0-8
0;3500;;D;2;ALUGADA;21600;22;0-15;Missing
0;7275;6,03;A;;PRESTACAO;36000;22;Missing;0-8
0;6825;8,9;A;4;PRESTACAO;38400;44;0-15;8-11
0;5000;6,03;A;4;PRESTACAO;45000;27;0-15;0-8
0;14775;6,62;A;;PRESTACAO;36000;24;Missing;0-8
0;12500;;A;8;PRESTACAO;85000;22;0-15;Missing
0;6000;;A;7;PROPRIA;19200;29;0-15;Missing
0;21000;12,42;B;24;PRESTACAO;90000;23;15-30;11-13.5
0;12000;6,62;A;12;PRESTACAO;85000;26;0-15;0-8
0;1000;7,9;A;1;ALUGADA;35000;46;0-15;0-8
0;30000;9,91;B;2;PRESTACAO;750000;32;0-15;8-11
0;6000;6,03;A;;PRESTACAO;75000;37;Missing;0-8
0;4000;8,9;A;0;ALUGADA;28000;23;0-15;8-11
0;20000;13,49;C;0;ALUGADA;75000;27;0-15;11-13.5
0;4500;13,49;C;6;ALUGADA;36000;30;0-15;11-13.5
0;8000;7,9;A;1;ALUGADA;40000;31;0-15;0-8
0;2000;7,9;A;5;PRESTACAO;80000;23;0-15;0-8
0;11325;12,69;B;7;ALUGADA;36000;25;0-15;11-13.5
0;2500;14,65;C;9;PRESTACAO;62000;31;0-15;13.5+
0;35000;18,64;E;0;ALUGADA;150000;33;0-15;13.5+
0;6000;15,96;C;4;ALUGADA;61400;30;0-15;13.5+
0;5000;8,9;A;3;PRESTACAO;120000;23;0-15;8-11
0;7200;6,62;A;2;PRESTACAO;182004;30;0-15;0-8
1;8000;15,27;C;1;ALUGADA;128000;39;0-15;13.5+
1;10000;11,71;B;4;ALUGADA;48000;31;0-15;11-13.5
0;6000;12,42;B;17;PRESTACAO;180000;25;15-30;11-13.5
0;7400;12,69;B;7;PRESTACAO;80000;27;0-15;11-13.5
0;5600;16,77;D;22;ALUGADA;40800;25;15-30;13.5+
1;9750;14,27;C;6;PRESTACAO;82248;25;0-15;13.5+
0;4000;;A;5;PRESTACAO;36000;26;0-15;Missing
0;7200;6,62;A;6;PROPRIA;74004;34;0-15;0-8
1;3600;6,62;A;1;ALUGADA;24000;24;0-15;0-8
0;6000;10,65;B;6;PRESTACAO;43000;24;0-15;8-11
0;8000;12,69;B;3;ALUGADA;65000;24;0-15;11-13.5
0;11100;6,03;A;5;ALUGADA;75000;31;0-15;0-8
0;12000;;C;2;ALUGADA;85000;30;0-15;Missing
0;8000;6,03;A;13;ALUGADA;35000;24;0-15;0-8
0;10000;11,71;B;4;ALUGADA;66000;32;0-15;11-13.5
0;4800;12,42;B;5;PRESTACAO;39600;25;0-15;11-13.5
1;7200;11,71;B;0;ALUGADA;14400;22;0-15;11-13.5
0;2000;15,27;C;4;PRESTACAO;80000;24;0-15;13.5+
0;6000;6,03;A;2;ALUGADA;80000;31;0-15;0-8
0;5950;13,49;C;;ALUGADA;20124,6;23;Missing;11-13.5
1;6000;7,9;A;;ALUGADA;38400;40;Missing;0-8
0;3600;15,27;C;;ALUGADA;60000;22;Missing;13.5+
0;3000;7,51;A;11;PRESTACAO;57000;27;0-15;0-8
0;6000;11,71;B;;PROPRIA;31200;27;Missing;11-13.5
0;3000;;B;4;PRESTACAO;66000;23;0-15;Missing
0;5000;8,9;A;5;PRESTACAO;96000;24;0-15;8-11
0;16000;8,9;A;4;PRESTACAO;50000;31;0-15;8-11
0;9000;7,9;A;0;ALUGADA;133800;24;0-15;0-8
1;3000;;C;2;ALUGADA;55000;37;0-15;Missing
0;11325;;B;4;ALUGADA;25000;29;0-15;Missing
0;10000;14,65;C;0;PRESTACAO;350000;33;0-15;13.5+
0;2100;6,99;A;8;PRESTACAO;45000;32;0-15;0-8
1;6000;16,77;D;;ALUGADA;32124;23;Missing;13.5+
0;1500;13,49;C;2;ALUGADA;25200;26;0-15;11-13.5
0;7500;;D;1;ALUGADA;58000;22;0-15;Missing
0;33000;20,3;E;13;PRESTACAO;220000;32;0-15;13.5+
0;12475;6,62;A;5;PRESTACAO;66000;48;0-15;0-8
0;3200;7,51;A;0;PRESTACAO;50000;37;0-15;0-8
0;28000;11,71;B;22;PRESTACAO;62000;34;15-30;11-13.5
0;1200;6,03;A;6;PRESTACAO;60000;23;0-15;0-8
0;9600;7,9;A;20;ALUGADA;60000;25;15-30;0-8
0;6000;6,62;A;;PROPRIA;54000;35;Missing;0-8
0;7500;8,9;A;5;PRESTACAO;109000;23;0-15;8-11
0;7500;6,03;A;0;PRESTACAO;138000;26;0-15;0-8
0;6000;15,99;D;6;PRESTACAO;20400;22;0-15;13.5+
