Amount;First-Two
300,00;30
2420,68;24
310,00;31
3642,30;36
520,00;52
2,29;22
22,01;22
5512,74;55
2612,09;26
34070,96;34
783,00;78
43,28;43
5219,86;52
24,18;24
60156,00;60
807348,00;80
4758,85;47
456,31;45
5837,10;58
244,16;24
43,70;43
0,53;53
52,14;52
1448,04;14
1249,20;12
2459,00;24
209,00;20
286,53;28
12339,18;12
5415,82;54
47034,00;47
30,00;30
168,39;16
1659,00;16
610,68;61
240,02;24
499,00;49
27,00;27
1622,57;16
536,00;53
21,01;21
12,22;12
1484,86;14
3314,24;33
0,20;20
885,87;88
185176,80;18
2777334,50;27
268826,22;26
595221,44;59
623,84;62
1118,13;11
88,54;88
9942,00;99
503,71;50
1268,94;12
45,16;45
3220,55;32
1512,00;15
640,63;64
7919,28;79
3384,61;33
88,69;88
45,00;45
426,11;42
11021,01;11
326128,19;32
7,07;70
6119,93;61
9,65;96
294,05;29
30,00;30
54696,67;54
20768,41;20
622,21;62
73,58;73
723996,00;72
47,05;47
145261,06;14
1281,95;12
45,54;45
13426,63;13
37254,29;37
8916,56;89
120,00;12
6,32;63
38,50;38
372,84;37
1270,42;12
326128,19;32
531,82;53
550,00;55
6065,71;60
3967,96;39
716497,69;71
2714,35;27
292,16;29
2288,47;22
306,16;30
12873,79;12
91935,71;91
447,64;44
1080268,25;10
821,60;82
889,00;88
2671,98;26
173,23;17
10,63;10
1639,55;16
326,92;32
8505,52;85
64,20;64
984,00;98
3230,77;32
646,11;64
83,12;83
64,58;64
4027,96;40
963,80;96
120,00;12
4027,67;40
2999,66;29
16595,44;16
10804,32;10
24,79;24
6,75;67
2887,40;28
20,38;20
17278,00;17
12,98;12
1144,19;11
149,66;14
14505,37;14
637,77;63
692921,81;69
2182,32;21
19557,57;19
33,35;33
81,72;81
3,78;37
703,00;70
7920,00;79
13026,18;13
110833,33;11
461,54;46
7086,15;70
9,24;92
222,25;22
450,00;45
32,95;32
987,55;98
54,00;54
1,50;15
383,48;38
375,00;37
115,24;11
230,00;23
575,76;57
40000,00;40
540,00;54
11554,86;11
15753,23;15
663,00;66
798,47;79
417889,97;41
7477,20;74
198,00;19
19,85;19
8956,88;89
266197,38;26
5209426,00;52
63,46;63
407029,09;40
342,00;34
148736,13;14
241171,00;24
499,39;49
25,00;25
176,71;17
1074,77;10
1259,09;12
272,60;27
7929,95;79
6033,58;60
76,74;76
0,04;40
2250,00;22
346,88;34
3623,18;36
4,50;45
20,25;20
60,00;60
1020,48;10
98,03;98
86,00;86
1940,81;19
10,00;10
30,00;30
1568015,38;15
3473,00;34
255,00;25
479,12;47
1067,39;10
109,65;10
12752,64;12
674,22;67
12437,60;12
308,00;30
1162,29;11
30339,36;30
202127,27;20
1559,48;15
1976,40;19
21,02;21
224,91;22
692,03;69
2074,25;20
63,60;63
2414,98;24
159,39;15
404756,38;40
618,53;61
2847,66;28
15455,52;15
11558,17;11
47,20;47
200,00;20
292,00;29
492,43;49
363,60;36
29,50;29
9469,77;94
17939,00;17
1284,00;12
185,36;18
54,95;54
1000,00;10
30,00;30
34689,59;34
95,42;95
31,55;31
222558,38;22
708365,63;70
4200,00;42
9800,00;98
16,87;16
563,03;56
219,20;21
6538,70;65
257,20;25
68,52;68
164,61;16
10351,80;10
36,00;36
65246,26;65
1570,75;15
3,81;38
5582,46;55
15,00;15
330509,25;33
5,31;53
289,90;28
46975,20;46
3832,48;38
195,00;19
713,61;71
309,35;30
24787,91;24
125,00;12
38520,00;38
3651,41;36
3329,25;33
66135,04;66
169263,91;16
6540,48;65
31,25;31
3452,45;34
24,39;24
190,02;19
36028,80;36
2781,92;27
4241096,00;42
288,68;28
22,52;22
79,17;79
5,84;58
100000,00;10
55,12;55
67386,00;67
10598,40;10
1341,42;13
393,65;39
25,00;25
8494,82;84
83,00;83
24169,28;24
168,23;16
33,43;33
128,36;12
704,09;70
29,49;29
151717,20;15
1538,40;15
1714,50;17
47323,97;47
177,64;17
397,62;39
1793,34;17
2632,16;26
5,00;50
3787,39;37
40,89;40
54072,00;54
595,90;59
50,47;50
499,62;49
3,77;37
3463,20;34
2064,95;20
1116626,13;11
628,25;62
1105,00;11
2532,47;25
902,88;90
115,24;11
96098,81;96
808056,31;80
30220,03;30
158237,25;15
160,00;16
322,18;32
108,58;10
195,14;19
7231,03;72
956,83;95
586,86;58
236,00;23
1402,82;14
2212,70;22
1849,24;18
22,26;22
1372298,25;13
8,34;83
365,52;36
87,50;87
270,00;27
193,50;19
146700,00;14
1,32;13
2468,93;24
36,55;36
332792,41;33
1,00;10
580,00;58
54,49;54
720,00;72
38,50;38
65,00;65
29,41;29
295182,97;29
5,00;50
12004,00;12
380,78;38
139,95;13
2182,33;21
4080,30;40
1085,91;10
197,28;19
63,77;63
35301,60;35
77,15;77
6000,00;60
59,63;59
27860,37;27
378,65;37
361,25;36
76,31;76
30,07;30
330785,88;33
908,53;90
2,40;24
400,00;40
4886,19;48
2509,46;25
88902,24;88
154,66;15
12916,14;12
45,00;45
1598,33;15
4721,60;47
223,84;22
170,65;17
535,78;53
475,85;47
72292,36;72
39,57;39
125,00;12
96834,44;96
10301,71;10
1096338,63;10
245,84;24
603,00;60
15513,84;15
1425,40;14
162,41;16
1346,92;13
0,32;32
45,36;45
1559158,88;15
1354,03;13
519,00;51
47,93;47
50,00;50
400,00;40
487,55;48
231,38;23
21205,38;21
2,16;21
26,17;26
186,82;18
7701511,00;77
5,77;57
32,00;32
50,54;50
62,93;62
28959,00;28
88,12;88
3996,95;39
348,54;34
1071,00;10
1295613,88;12
450,00;45
612,00;61
2653,20;26
7,54;75
30455,88;30
150,00;15
1222758,50;12
23173,79;23
556,28;55
6982,21;69
56,65;56
413,56;41
35540,25;35
1712,12;17
1823,00;18
802565,31;80
22465,63;22
15435,00;15
9497,70;94
59799,31;59
20925,73;20
8384,01;83
30,40;30
293,58;29
13095,36;13
91,19;91
625,95;62
5,00;50
2675,83;26
7,87;78
44,96;44
936,00;93
3230,00;32
1,87;18
108,89;10
2154,30;21
258,63;25
3792,04;37
30,00;30
43083,58;43
389,15;38
155,00;15
130,38;13
3515,27;35
395,71;39
955,50;95
497,84;49
2734,82;27
15,76;15
812,50;81
142643,00;14
51,42;51
548,03;54
28630,80;28
4931,94;49
6005,52;60
61,21;61
230,00;23
9,11;91
266,55;26
783,89;78
9756,90;97
579,00;57
1763,32;17
3214,08;32
419,18;41
975,81;97
2163,17;21
416,67;41
69370,89;69
1018850,81;10
26,50;26
40122,69;40
4011,35;40
689,69;68
14618,36;14
2500000,00;25
98,64;98
4630,32;46
34785,91;34
2776,50;27
288000,00;28
718,30;71
30079374,00;30
40,70;40
15,00;15
500,00;50
257,30;25
3935,29;39
5,00;50
3145,54;31
13209,62;13
95323,58;95
165,74;16
654,05;65
27109528,00;27
8886,19;88
89,93;89
115,20;11
2400,00;24
115,00;11
27,84;27
950,56;95
30506,40;30
87,89;87
9,00;90
4067,77;40
139080,52;13
108,26;10
496,58;49
10,40;10
9163,80;91
511,22;51
326661,03;32
265,00;26
10983,87;10
1163,00;11
164698,67;16
3,44;34
44,49;44
19889,15;19
30,00;30
207044,03;20
31259,56;31
9059371,00;90
35,09;35
17,40;17
1435,43;14
3574,81;35
66409,74;66
0,69;69
149,00;14
89,10;89
401,51;40
130,00;13
1407,16;14
5310,52;53
39,00;39
978,12;97
120207,87;12
1517,55;15
296,81;29
35121,38;35
1134,42;11
46191,62;46
718,74;71
245,34;24
10,20;10
6062,18;60
735,60;73
43677,99;43
1525,59;15
571,94;57
138,78;13
748,63;74
13674,24;13
123013,19;12
5450,40;54
91,89;91
63824,37;63
6202,80;62
5177,53;51
11,14;11
78,83;78
226,12;22
3975,12;39
11375,74;11
20,11;20
6418,07;64
80,00;80
1406,51;14
14580,62;14
318,75;31
939,02;93
100,00;10
63,06;63
319,54;31
250,00;25
1225,23;12
543,83;54
2,41;24
588,06;58
2,05;20
167,49;16
4978,80;49
1283,46;12
28,00;28
19609,77;19
24525,20;24
8625,24;86
81,14;81
6233,40;62
14231,28;14
19469,84;19
7587,41;75
1630,84;16
12273,12;12
1502,43;15
4,01;40
267,90;26
16,14;16
14482,37;14
11120,42;11
1456,90;14
2554,88;25
4571,89;45
404,19;40
202,00;20
34015,90;34
36685,37;36
7000,00;70
1607,40;16
106,15;10
10732,32;10
27,00;27
78000,00;78
9807,00;98
2771,28;27
255,92;25
300,00;30
120,00;12
12,33;12
427,58;42
0,72;72
5870,88;58
2711,52;27
390,88;39
198,00;19
53,94;53
3500,00;35
20,00;20
1147,56;11
23509,80;23
23,31;23
319,90;31
7,57;75
876,35;87
30202,98;30
495,83;49
40,00;40
5544,95;55
87,26;87
38128,59;38
1522692,88;15
4007,41;40
857749,19;85
415,00;41
299,33;29
62,00;62
503,83;50
838,15;83
465,17;46
96,00;96
5012,64;50
212,16;21
9,00;90
640,00;64
307,00;30
4682,60;46
5634,08;56
1174,68;11
57,75;57
24867,22;24
15178,80;15
2050,00;20
75,00;75
23000,00;23
234,89;23
997,90;99
1639,55;16
1108,88;11
126,18;12
572,00;57
1783,30;17
147,31;14
2961,53;29
12500,00;12
2334,93;23
5,63;56
285,97;28
1074,18;10
299,33;29
17,79;17
118748,00;11
9365,20;93
29,01;29
415,80;41
57027,99;57
2440,66;24
39,40;39
2000,00;20
4828,42;48
1807,92;18
455,20;45
9055,44;90
724,80;72
344,61;34
33763,22;33
9498,23;94
1862,36;18
49,67;49
227005,03;22
2476,80;24
1074,27;10
220,50;22
2250000,00;22
39,21;39
271,23;27
300,00;30
34152,48;34
169,59;16
1995,00;19
23836,32;23
110034,00;11
16,56;16
57936,25;57
3661,08;36
11,54;11
0,77;77
3055,66;30
200,00;20
1997,70;19
624,56;62
16401,34;16
94,51;94
2410,34;24
56,53;56
19932392,00;19
94,94;94
16134,50;16
1447,92;14
1008,00;10
33,72;33
529,48;52
280,61;28
2818,72;28
910,27;91
115,00;11
11090,88;11
1335,60;13
620,74;62
1911,78;19
110,00;11
33497778,00;33
14280,10;14
18606,86;18
329,84;32
6065,71;60
2900000,00;29
25220,88;25
680,51;68
344,30;34
34152,48;34
90,77;90
6,74;67
67775,13;67
462,23;46
910,43;91
1720,51;17
14416,48;14
4877,55;48
119,57;11
1274,18;12
3896,02;38
3956,41;39
41,00;41
2313,06;23
5,00;50
4323,81;43
228588,56;22
18022,55;18
600,00;60
154,94;15
1562,84;15
79,00;79
2162,81;21
793603,69;79
461,00;46
5,00;50
444,00;44
35910,00;35
1954022,88;19
3332,13;33
2417,47;24
966,00;96
148359,02;14
4269116,50;42
14526,93;14
1315,46;13
12597,84;12
17031,60;17
15,00;15
0,08;80
5233,10;52
3069,50;30
1930,23;19
33,24;33
768,00;76
333,61;33
10,00;10
475,85;47
5,00;50
13313,81;13
5459,04;54
1674,42;16
3615,39;36
234585,06;23
1028,52;10
2003,04;20
17039,90;17
32,00;32
2090,20;20
2250308,25;22
201,40;20
15977,57;15
7,85;78
16,25;16
167,95;16
8836,82;88
195,00;19
150,24;15
210,00;21
618706,88;61
434,00;43
4176,60;41
3609,88;36
134,81;13
388,35;38
209,46;20
3,97;39
17022240,00;17
1395,61;13
400,00;40
1270,42;12
336,20;33
4932,69;49
11092,33;11
0,07;70
24,33;24
360141,19;36
40,00;40
10020,48;10
31845,23;31
73,60;73
835,89;83
5415,80;54
1608,33;16
10416,67;10
5,45;54
1245,00;12
155,80;15
2163,17;21
4370,00;43
498,76;49
743,50;74
820,00;82
3381,87;33
558,65;55
13910,04;13
42633,69;42
17541,37;17
820,13;82
1200,50;12
52,20;52
1676,00;16
354,44;35
1354,36;13
1072,00;10
217,23;21
443,86;44
348,50;34
242,10;24
265,16;26
29,88;29
122379,93;12
5039,28;50
13,50;13
505,81;50
832,92;83
126,00;12
1270013,50;12
2786,14;27
0,09;90
5056,40;50
637,00;63
650,00;65
5864,52;58
4497,94;44
154,14;15
2,64;26
5,00;50
6354,72;63
1458,22;14
2655,00;26
6,35;63
9365,20;93
1994,49;19
379293,22;37
136,57;13
875,16;87
354,85;35
17,76;17
0,34;34
1596,64;15
11,13;11
1441,00;14
203,86;20
7762,20;77
8637,45;86
11000,52;11
4,50;45
71860,40;71
5796,14;57
15244,56;15
1025,27;10
723,44;72
258575,00;25
14379,34;14
1860,33;18
52,53;52
155,04;15
745,98;74
400,00;40
519,00;51
57,72;57
1900,00;19
18,32;18
1764,54;17
1891,29;18
10000,00;10
142999,70;14
5687,50;56
255,63;25
1308,00;13
27302,98;27
3812,08;38
118886,46;11
1770,00;17
87,04;87
7146,17;71
34652,34;34
800,00;80
10368,34;10
49027,62;49
5338,00;53
3,05;30
1000000,00;10
1584,63;15
204,26;20
96,47;96
11884,61;11
8044,36;80
10942,33;10
185,98;18
3940666,00;39
12447,73;12
814,82;81
9797,04;97
9573,87;95
10538,47;10
452,00;45
569,63;56
34326,00;34
2556,62;25
30,90;30
437,02;43
94,49;94
87,56;87
177827,03;17
160,00;16
67,30;67
426,00;42
1599,34;15
342,34;34
1508,27;15
18,55;18
611,98;61
12435,84;12
32,81;32
588,00;58
5,00;50
8,69;86
475,00;47
345,52;34
625,00;62
635,92;63
271137,72;27
25,00;25
1090,25;10
15168,75;15
837,45;83
284648,16;28
1178,51;11
23,31;23
3999,12;39
60,33;60
15923,35;15
324,00;32
1632,24;16
75,00;75
49997,00;49
351,10;35
4716,50;47
653,40;65
19088,62;19
1191,81;11
421,20;42
0,69;69
31388,10;31
104,36;10
16,20;16
254,88;25
7633,22;76
169093,80;16
519,23;51
824,26;82
6321,27;63
55000,00;55
14,30;14
837,76;83
30,00;30
9626,73;96
573,77;57
353720,88;35
961,01;96
1,66;16
1470,06;14
822,60;82
106,69;10
3260,39;32
194,40;19
287,50;28
16,84;16
1782,00;17
814,00;81
2,15;21
304,95;30
58,82;58
163,24;16
1605,00;16
5071,67;50
46284,30;46
14118,54;14
500,00;50
20,00;20
2265,00;22
27468,50;27
537,06;53
63,90;63
17,40;17
1112,06;11
487,50;48
155,00;15
18126,00;18
6464,00;64
1200,00;12
240,00;24
14,19;14
4171,20;41
2042,06;20
170,25;17
22,31;22
259,20;25
796467,44;79
1,24;12
315,00;31
395787,63;39
18481,11;18
83250,00;83
1172,76;11
5,00;50
39200,00;39
789,64;78
159,77;15
8426,43;84
294,00;29
1135,26;11
20,00;20
745,00;74
409,20;40
3718,25;37
240,00;24
18857,37;18
11824,00;11
9638,82;96
483,48;48
713,62;71
3021,31;30
1000,00;10
1258,51;12
209,75;20
168,34;16
35,69;35
199,33;19
700,00;70
30,00;30
1736,72;17
48,75;48
1033,54;10
5,85;58
432,68;43
100,00;10
188552,42;18
100,00;10
9,25;92
962,00;96
2208,71;22
99,66;99
79,69;79
83,56;83
5863,60;58
165,04;16
1342,67;13
869966,13;86
100,00;10
519,39;51
80000,00;80
318,00;31
223,43;22
42887,48;42
1116,68;11
5647,14;56
1690,15;16
247,86;24
269276,59;26
63,59;63
16,03;16
960206,06;96
66,00;66
5700,00;57
1047,00;10
2,04;20
291606,31;29
0,70;70
31,06;31
9899,95;98
33677,08;33
1100000,00;11
4635,36;46
25,00;25
3164,97;31
63,96;63
575,35;57
5,00;50
64,00;64
8271,51;82
57537,97;57
1925,98;19
39393,47;39
50400,00;50
123,20;12
1500,00;15
2011,50;20
17670,24;17
997,35;99
15,63;15
3,70;37
104,34;10
97,52;97
102444,84;10
50,25;50
45386,95;45
275,00;27
40606,23;40
24,94;24
110000,00;11
40,98;40
22,71;22
12294,86;12
878188,38;87
608,63;60
1007964,00;10
1014550,56;10
0,02;20
2026,05;20
399,83;39
531,62;53
85977,00;85
29,62;29
62,49;62
35,00;35
0,13;13
7795,80;77
6,72;67
3968,50;39
104737,79;10
692,31;69
904,10;90
9,00;90
1985,17;19
620,63;62
54,61;54
19,00;19
83,43;83
1950,00;19
541620,00;54
8788,39;87
29414,49;29
165,00;16
20731,11;20
366,55;36
305,89;30
78,61;78
49,92;49
1759668,50;17
12,98;12
600,00;60
418,08;41
233,88;23
2720,16;27
463,28;46
5,00;50
49407,80;49
2441170,75;24
499,62;49
322,22;32
118,10;11
8458,68;84
22,74;22
200,00;20
320,00;32
1181,00;11
224,54;22
63,96;63
314,17;31
4,66;46
70,50;70
13,45;13
33853,75;33
530,00;53
287,25;28
5,20;52
266666,66;26
53,88;53
0,13;13
2,45;24
2556,08;25
201603,41;20
82,55;82
1,93;19
0,18;18
15471,61;15
43,74;43
414,58;41
5473,41;54
320,83;32
2,72;27
69,22;69
1,20;12
2000,00;20
118916,21;11
1660,32;16
3088,80;30
248,94;24
292,30;29
110,86;11
658682,25;65
99,00;99
5,63;56
603,29;60
22016,69;22
90,00;90
65,00;65
99,00;99
78,23;78
282,65;28
70,88;70
10,14;10
515,88;51
234,63;23
8618,68;86
808,96;80
200,00;20
250,00;25
1250,00;12
885,27;88
7330,00;73
91901,49;91
753,36;75
1542,65;15
2815,69;28
2057177,13;20
264,40;26
137,82;13
1245,00;12
59708,00;59
30,00;30
40,00;40
2796,30;27
50,00;50
129,60;12
4,50;45
326,94;32
183,14;18
215,34;21
461,00;46
23,60;23
145,00;14
80621,62;80
85599,66;85
98,40;98
146,97;14
777182,50;77
702,12;70
2903,76;29
10,45;10
48000,00;48
2747,60;27
3201,98;32
2533,68;25
72,23;72
37946,93;37
355,82;35
5832,92;58
1733,23;17
14105,00;14
450,00;45
64460,58;64
169,16;16
8363,06;83
8,35;83
9750,00;97
2597,22;25
178,25;17
3109,56;31
3480,69;34
3540,00;35
241,00;24
899,58;89
125,00;12
295860,50;29
138,00;13
83,00;83
699,00;69
6756,50;67
914290,19;91
34,02;34
840,00;84
2,25;22
3950,36;39
4723,34;47
80,00;80
93877,61;93
11018,21;11
235,14;23
103,84;10
584,62;58
822,53;82
7589,96;75
230,00;23
87,84;87
912,63;91
731,00;73
42016,62;42
56,53;56
7,75;77
1983,32;19
4363,28;43
2904194,25;29
3032,25;30
160,00;16
10,93;10
1746,72;17
312124,50;31
231,00;23
130,72;13
428,77;42
909,68;90
1444,00;14
2856,00;28
2251,25;22
103,84;10
2802,49;28
286230,97;28
3508,80;35
93,57;93
534,93;53
401006,69;40
14312,93;14
3689,05;36
3055232,50;30
275,32;27
110,00;11
950,49;95
1753,05;17
100,00;10
106,15;10
1240,87;12
84817,94;84
129,60;12
85,00;85
214,20;21
56,53;56
68287,40;68
5938,65;59
13,00;13
5116,00;51
2555,48;25
77,10;77
4641,48;46
24350,00;24
1347,39;13
202,23;20
430,00;43
9688,90;96
82,59;82
8192,25;81
33084,00;33
7900,70;79
447,62;44
12,14;12
13,65;13
52,76;52
437,34;43
202651,80;20
0,77;77
10423,87;10
203,22;20
2,22;22
420,00;42
29,01;29
74,16;74
822,53;82
2078,00;20
831,00;83
2,63;26
167,00;16
255,00;25
725,36;72
149,66;14
223,43;22
118,69;11
10000,00;10
1386,00;13
243337,61;24
7225,20;72
3,93;39
23325,00;23
99,00;99
219,09;21
6339,68;63
230,00;23
12894,48;12
79,45;79
2415,00;24
136,73;13
5325,00;53
282,12;28
162,00;16
0,41;41
1210,40;12
396,00;39
415,58;41
31588,20;31
2781,83;27
5293,93;52
13,45;13
1493,66;14
90895,21;90
18,00;18
286,52;28
579,31;57
207,25;20
5,00;50
25,00;25
158,40;15
479,12;47
262,58;26
275,06;27
136,00;13
3448,07;34
1846,15;18
1235,00;12
1394578,38;13
15273,34;15
5039,28;50
88,46;88
13879,44;13
0,84;84
520,42;52
2534,13;25
3137,28;31
200,00;20
360,00;36
464,50;46
914,22;91
7889,35;78
0,50;50
152,72;15
3003,60;30
53,46;53
1403,51;14
5250,96;52
2112,00;21
239,04;23
42492,25;42
32170,88;32
84420,75;84
534,76;53
5436,88;54
23988,96;23
314,09;31
66,33;66
383,56;38
3522,29;35
33,76;33
400,00;40
1850,00;18
303,80;30
2794,01;27
1512,72;15
10615,00;10
11796,48;11
57053,78;57
330,70;33
1166,00;11
1981,25;19
1620729,00;16
898,46;89
3993,60;39
663702,19;66
1187,80;11
7035,93;70
1,25;12
101,57;10
122,11;12
779503,25;77
3497,52;34
4505,37;45
1138,86;11
120613,43;12
195,94;19
23,00;23
2166,62;21
259,20;25
950,00;95
16096,37;16
749,12;74
4038,44;40
230,00;23
5,00;50
72,95;72
46868,58;46
71,11;71
1204811,00;12
802,05;80
1461553,88;14
0,90;90
682,00;68
32,80;32
942,82;94
18594,72;18
4363,28;43
45,07;45
40,00;40
4528,86;45
70344,72;70
2229,01;22
23,00;23
69,85;69
25,50;25
1290,29;12
48,00;48
17232,49;17
67043,75;67
490,00;49
442,31;44
3592,00;35
32916,68;32
13705,00;13
28689,06;28
1023139,94;10
31,81;31
1202,77;12
1330,04;13
25,00;25
272,65;27
6735,33;67
526,00;52
4639,45;46
2268,35;22
8778,47;87
225,01;22
1,80;18
170,00;17
1176,00;11
30,92;30
91,00;91
163,78;16
1357,20;13
50000,00;50
47,84;47
97,50;97
98,64;98
3,63;36
1419,84;14
2241,31;22
2250,00;22
1466,43;14
27134,22;27
84,00;84
45,02;45
50,00;50
8536,41;85
4013,11;40
45694,85;45
76,53;76
0,01;10
1530,00;15
50,00;50
50781,60;50
4344,25;43
130,69;13
56,53;56
316,32;31
475,85;47
41,98;41
5344,16;53
6867,09;68
10908,79;10
201,27;20
234,00;23
58069,38;58
594157,38;59
5894,40;58
13,82;13
7855,33;78
312,91;31
56,53;56
2632,16;26
8228,16;82
3244,25;32
3,20;32
10454,44;10
19557,57;19
2503,92;25
2258,23;22
12,00;12
56,53;56
1923,84;19
4241096,00;42
38931,49;38
12575,16;12
704,59;70
54,00;54
6032,45;60
58844,80;58
10,08;10
25835,76;25
2,31;23
480,00;48
66,00;66
121,81;12
50,51;50
18598,51;18
30,00;30
80,11;80
495,36;49
33736,03;33
1,35;13
65,12;65
131,53;13
2,31;23
774,92;77
3993,84;39
20,80;20
10,57;10
8,31;83
182,93;18
7,36;73
40,00;40
8746,97;87
185328,00;18
24,72;24
24,32;24
540,00;54
360,00;36
3325393,00;33
109,62;10
1949,98;19
7747,00;77
755,83;75
340,00;34
2248,90;22
465,00;46
85,50;85
76099,75;76
1836295,75;18
85507,43;85
135,00;13
2239,13;22
339,18;33
360,00;36
1693,60;16
1407,58;14
4849903,50;48
2241,31;22
7648,46;76
463,25;46
20920,45;20
800,00;80
13760,29;13
1484,04;14
312,33;31
160,88;16
42,49;42
6620,40;66
1,44;14
25200,00;25
79,22;79
914,21;91
1449,27;14
1167,28;11
66,00;66
544,28;54
36,00;36
340,05;34
750,49;75
4849,81;48
6,92;69
1938,00;19
494,06;49
1472,40;14
54,00;54
510,20;51
375,97;37
55493504,00;55
6153,24;61
4179,39;41
886,25;88
3,98;39
361,58;36
15,00;15
480,00;48
1203,15;12
370725,31;37
486,35;48
14,43;14
64,81;64
17672,42;17
5400,00;54
29,45;29
791,70;79
603,46;60
57,67;57
421,00;42
161,43;16
1730,88;17
79,00;79
273,35;27
55577,89;55
9900,00;99
13,46;13
99,58;99
35,92;35
170796,42;17
1066,70;10
9,75;97
40,00;40
2771,28;27
80,00;80
18,99;18
1311,64;13
534,76;53
14640,75;14
2325482,75;23
760,00;76
522,81;52
5,00;50
80891,10;80
55211,76;55
116,90;11
8,00;80
145,50;14
381,13;38
90,39;90
637,28;63
10234,94;10
10,25;10
9,79;97
2962,63;29
400,00;40
720,34;72
998,13;99
91,71;91
621,83;62
7118,31;71
1045,10;10
123,78;12
4316,26;43
32488,59;32
659679,00;65
95,81;95
12004,00;12
17,99;17
1559,84;15
89,14;89
11,61;11
19,47;19
2900,09;29
2111,40;21
78,81;78
185778,98;18
53,96;53
365,22;36
286,06;28
120,00;12
5000,00;50
164,00;16
48874,03;48
7,35;73
53,10;53
1581,66;15
7153,83;71
23,88;23
2895,00;28
86,00;86
2520,00;25
450,00;45
7191,32;71
1934,50;19
9026,90;90
130,74;13
2,28;22
12136,82;12
64,36;64
4735,44;47
127,19;12
14587578,00;14
466325,88;46
374,87;37
77,00;77
310,08;31
77598,09;77
44,90;44
20,73;20
622,00;62
757,00;75
300,00;30
661,59;66
144,93;14
90,10;90
16844,77;16
13496,98;13
2270,50;22
12,25;12
1752,00;17
103,84;10
1861,43;18
828,86;82
8383,68;83
4383472,50;43
6,93;69
106,25;10
237229,00;23
54,00;54
270,00;27
18,35;18
789573,19;78
6,45;64
78,79;78
754,83;75
104577,31;10
608,89;60
605,00;60
423253,16;42
11228,58;11
195739,28;19
626,25;62
58,35;58
5796,12;57
71338,40;71
600000,00;60
1,47;14
12054,76;12
40,50;40
6,80;68
26,00;26
14692,27;14
22578,48;22
31,08;31
4760,03;47
321,41;32
10,93;10
4,50;45
23,00;23
25021,50;25
7303520,00;73
2017,30;20
1827,15;18
2589,00;25
142,42;14
298,60;29
913,50;91
737,98;73
59734,53;59
15778,59;15
3540,00;35
1585,38;15
3902,88;39
528,45;52
50,00;50
695,64;69
675,00;67
80,00;80
62,00;62
544,80;54
932,20;93
3,61;36
4990,89;49
8746,97;87
287,03;28
38075,20;38
3661,69;36
1038,60;10
87547,30;87
39,76;39
166,38;16
500,00;50
8228,16;82
1248,00;12
807,75;80
2299,05;22
682,00;68
1132,20;11
58,41;58
47,25;47
10,65;10
2600,00;26
4247,71;42
25,00;25
19,46;19
40,00;40
28,04;28
132,83;13
12,44;12
25387,69;25
3256,95;32
11,35;11
36936,05;36
204,63;20
553,70;55
592,51;59
321,18;32
42856,00;42
27446,45;27
1099,58;10
63,80;63
230,05;23
75,00;75
3178,48;31
162,95;16
585,00;58
1433,25;14
125,76;12
6780,82;67
36,65;36
723,00;72
448,20;44
562,50;56
21045,60;21
57,72;57
203,40;20
579,31;57
279058,31;27
0,59;59
1743,85;17
400567,38;40
3486554,50;34
300,00;30
682,55;68
51,00;51
9848,62;98
140,40;14
4944,86;49
4118,00;41
20,00;20
411371,94;41
1850,01;18
72502,52;72
20,54;20
1116,30;11
729,41;72
4113,98;41
90196,40;90
628,00;62
11080,66;11
114,04;11
32,40;32
30,00;30
1049,73;10
180,00;18
818,68;81
20121,42;20
305,61;30
266,67;26
1366,30;13
93344,42;93
23462,13;23
1023,99;10
160,00;16
17,00;17
15000,00;15
777065,31;77
136,50;13
2294,70;22
565,20;56
7015,15;70
449,00;44
11423,52;11
169984,19;16
424,04;42
20,70;20
522,00;52
700,00;70
1318,92;13
2677,20;26
361,30;36
21987,60;21
71,43;71
66,73;66
286000,00;28
401286,16;40
72,52;72
33007,82;33
149,66;14
151,20;15
420,00;42
287,64;28
228,13;22
92,72;92
180,00;18
5097,60;50
1025,28;10
392659,19;39
42984,40;42
294,15;29
436,00;43
221,95;22
7432,77;74
9516,96;95
98276,29;98
5076,93;50
21817,46;21
224,67;22
154,03;15
20,73;20
111216,34;11
49,83;49
574,51;57
692,35;69
4250,00;42
13,89;13
2622,57;26
45,00;45
92,49;92
15385,70;15
234,63;23
297,82;29
5000,00;50
12,51;12
7462,35;74
416,83;41
1260,00;12
1875,00;18
188,61;18
6598,19;65
769,61;76
117,10;11
8403,49;84
9,14;91
13805,80;13
28959,00;28
2500,00;25
3235,93;32
113,06;11
20,00;20
1625,00;16
345287,28;34
2808,75;28
9436,59;94
738,87;73
209,21;20
2751,23;27
5912,78;59
130,00;13
63,98;63
432,00;43
1120,12;11
91808,86;91
125,33;12
67543,70;67
2970,00;29
7,92;79
500000,00;50
134,00;13
221,00;22
1615,92;16
3,13;31
45,00;45
120,00;12
85,27;85
7269,84;72
24,04;24
5884,70;58
815,49;81
43824,50;43
545,60;54
39,00;39
0,84;84
53,33;53
10,00;10
90534,28;90
6953,88;69
324,00;32
212773424,00;21
693,31;69
900,03;90
39,84;39
33,68;33
39,66;39
600,00;60
258,41;25
1879,20;18
98832,56;98
3527,47;35
