ID_REGISTRO	ID_ARQUIVO	PALAVRAS.CHAVE	VOLUME	NUMERO	ANO	MES_EDICAO	PAGINAS
363	39569-38310	x	21	4	1981	outubro-dezembro	59-65
418	39562-38303	x	21	4	1981	outubro-dezembro	7-19
1711	39574-38315	x	21	4	1981	outubro-dezembro	95-96
1829	39575-38316	x	21	4	1981	outubro-dezembro	96
1950	39576-38317	x	21	4	1981	outubro-dezembro	97
2070	39577-38318	x	21	4	1981	outubro-dezembro	98
2189	39578-38319	x	21	4	1981	outubro-dezembro	99
925	39441-38186	x	22	1	1982	janeiro-março	14-18
94	39442-38187	x	22	1	1982	janeiro-março	19-24
287	39443-38188	x	22	1	1982	janeiro-março	25-34
481	39444-38189	x	22	1	1982	janeiro-março	35-42
676	39445-38190	x	22	1	1982	janeiro-março	43-47
731	39440-38185	x	22	1	1982	janeiro-março	5-13
1750	39451-38195	x	22	1	1982	janeiro-março	62-63
1869	39452-38196	x	22	1	1982	janeiro-março	63-65
2029	39453-38197	x	22	1	1982	janeiro-março	65-66
2148	39454-38198	x	22	1	1982	janeiro-março	67-68
37	39456-38200	x	22	2	1982	abril-junho	23-36
2267	39458-38202	x	22	2	1982	abril-junho	43-44
1755	39459-38203	x	22	2	1982	abril-junho	44-46
1875	39460-38204	x	22	2	1982	abril-junho	46
1993	39461-38205	x	22	2	1982	abril-junho	47
2112	39462-38206	x	22	2	1982	abril-junho	48-49
870	39455-38199	x	22	2	1982	abril-junho	5-21
424	39464-38208	x	22	3	1982	julho-setembro	23-33
619	39465-38209	x	22	3	1982	julho-setembro	35-43
231	39463-38207	x	22	3	1982	julho-setembro	5-22
2233	39469-38213	x	22	3	1982	julho-setembro	67-68
1721	39470-38214	x	22	3	1982	julho-setembro	68-69
1838	39471-38215	x	22	3	1982	julho-setembro	69-70
1959	39472-38216	x	22	3	1982	julho-setembro	70-72
1005	39475-38219	x	22	4	1982	outubro-dezembro	17-27
172	39476-38220	x	22	4	1982	outubro-dezembro	28-45
368	39477-38221	x	22	4	1982	outubro-dezembro	46-57
562	39478-38222	x	22	4	1982	outubro-dezembro	58-71
2079	39481-38225	x	22	4	1982	outubro-dezembro	79-80
2199	39482-38226	x	22	4	1982	outubro-dezembro	80-82
2317	39483-38227	x	22	4	1982	outubro-dezembro	82-84
812	39474-38218	x	22	4	1982	outubro-dezembro	9-16
594	39234-37970	x	23	1	1983	janeiro-março	13-22
787	39235-37971	x	23	1	1983	janeiro-março	23-36
981	39236-37972	x	23	1	1983	janeiro-março	37-57
399	39233-37969	x	23	1	1983	janeiro-março	5-12
1939	39240-37976	x	23	1	1983	janeiro-março	73-74
2059	39241-37977	x	23	1	1983	janeiro-março	75-76
2177	39242-37978	x	23	1	1983	janeiro-março	76-78
2297	39243-37979	x	23	1	1983	janeiro-março	78-79
1785	39244-37980	x	23	1	1983	janeiro-março	80
1905	39245-37981	x	23	1	1983	janeiro-março	81
2023	39246-37982	x	23	1	1983	janeiro-março	81-82
2143	39247-37983	x	23	1	1983	janeiro-março	82-83
2262	39248-37984	x	23	1	1983	janeiro-março	83
1539	39232-37968	x	23	1	1983	janeiro-março	x
344	39251-37987	x	23	2	1983	abril-junho	17-24
536	39252-37988	x	23	2	1983	abril-junho	25-40
148	39250-37986	x	23	2	1983	abril-junho	5-15
1805	39487-38232	x	23	2	1983	abril-junho	54-55
2045	39489-38233	x	23	2	1983	abril-junho	56
2164	39492-38236	x	23	2	1983	abril-junho	57-59
2283	39494-38238	x	23	2	1983	abril-junho	60-61
1771	39497-38241	x	23	2	1983	abril-junho	61-62
1581	39249-37985	x	23	2	1983	abril-junho	x
127	39508-38251	x	23	3	1983	julho-setembro	15-21
322	39510-38252	x	23	3	1983	julho-setembro	23-31
450	99999-39511	x	23	3	1983	julho-setembro	33-40
645	39512-38253	x	23	3	1983	julho-setembro	41-56
958	39504-38248	x	23	3	1983	julho-setembro	5-14
2210	39517-38259	x	23	3	1983	julho-setembro	74
1696	39519-38261	x	23	3	1983	julho-setembro	74-75
1815	39521-38263	x	23	3	1983	julho-setembro	75
1936	39524-38266	x	23	3	1983	julho-setembro	76
1622	39502-38245	x	23	3	1983	julho-setembro	x
975	39534-38275	x	23	4	1983	outubro-dezembro	15-27
142	39536-38276	x	23	4	1983	outubro-dezembro	29-42
530	39537-38278	x	23	4	1983	outubro-dezembro	43-51
781	39529-38271	x	23	4	1983	outubro-dezembro	5-14
1782	39542-38283	x	23	4	1983	outubro-dezembro	56
1444	39527-38267	x	23	4	1983	outubro-dezembro	x
162	39128-37865	x	24	1	1984	janeiro-março	27-31
358	39129-37866	x	24	1	1984	janeiro-março	33-36
550	39130-37867	x	24	1	1984	janeiro-março	37-41
745	39131-37868	x	24	1	1984	janeiro-março	42-44
995	39127-37864	x	24	1	1984	janeiro-março	5-25
2152	39134-37871	x	24	1	1984	janeiro-março	54
2271	39135-37872	x	24	1	1984	janeiro-março	55-57
1759	39136-37873	x	24	1	1984	janeiro-março	57-59
1879	39137-37874	x	24	1	1984	janeiro-março	59
1997	39138-37875	x	24	1	1984	janeiro-março	60
1551	39126-37863	x	24	1	1984	janeiro-março	x
108	39141-37878	x	24	2	1984	abril-junho	13-17
302	39142-37879	x	24	2	1984	abril-junho	19-28
494	39143-37880	x	24	2	1984	abril-junho	29-39
2116	39146-37883	x	24	2	1984	abril-junho	50-51
939	39140-37877	x	24	2	1984	abril-junho	5-12
2237	39147-37884	x	24	2	1984	abril-junho	51-52
1725	39148-37885	x	24	2	1984	abril-junho	52
1842	39149-37886	x	24	2	1984	abril-junho	53
1593	39139-37876	x	24	2	1984	abril-junho	x
2092	39187-37925	x	24	3	1984	julho-setembro	100-101
827	39164-37902	x	24	3	1984	julho-setembro	19-24
1019	39165-37903	x	24	3	1984	julho-setembro	25-33
187	39166-37904	x	24	3	1984	julho-setembro	35-46
382	39167-37905	x	24	3	1984	julho-setembro	47-53
770	39169-37906	x	24	3	1984	julho-setembro	55-66
632	39162-37901	x	24	3	1984	julho-setembro	9-17
2049	39182-37919	x	24	3	1984	julho-setembro	93-94
2286	39183-37921	x	24	3	1984	julho-setembro	94-95
1735	39184-37922	x	24	3	1984	julho-setembro	95-96
1853	39185-37923	x	24	3	1984	julho-setembro	96-98
1973	39186-37924	x	24	3	1984	julho-setembro	98-100
1457	39161-37899	x	24	3	1984	julho-setembro	x
2520	39221-37957	x	24	4	1984	outubro-dezembro	211-219
137	39096-37835	x	25	1	1985	janeiro-março	15-25
333	39097-37836	x	25	1	1985	janeiro-março	26-34
525	39098-38228	x	25	1	1985	janeiro-março	35-51
970	39095-37834	x	25	1	1985	janeiro-março	5-14
720	39099-37837	x	25	1	1985	janeiro-março	52-61
2067	39101-37839	x	25	1	1985	janeiro-março	66-67
2186	39102-37840	x	25	1	1985	janeiro-março	68-69
2305	39103-37841	x	25	1	1985	janeiro-março	69-70
1793	39104-37843	x	25	1	1985	janeiro-março	70-71
1426	39094-37833	x	25	1	1985	janeiro-março	x
83	39107-37846	x	25	2	1985	abril-junho	29-35
276	39109-37847	x	25	2	1985	abril-junho	37-51
914	39106-37845	x	25	2	1985	abril-junho	5-28
470	39110-37848	x	25	2	1985	abril-junho	53-60
690	39150-37887	x	25	2	1985	abril-junho	61-72
1963	39153-37890	x	25	2	1985	abril-junho	81-82
2083	39154-37891	x	25	2	1985	abril-junho	82-84
2203	39155-37892	x	25	2	1985	abril-junho	84-85
2321	39156-37894	x	25	2	1985	abril-junho	85-86
1467	39105-37844	x	25	2	1985	abril-junho	x
52	39159-37897	x	25	3	1985	julho-setembro	23-30
244	39160-37898	x	25	3	1985	julho-setembro	31-48
438	39163-37900	x	25	3	1985	julho-setembro	49-56
883	39158-37896	x	25	3	1985	julho-setembro	5-21
577	39168-37907	x	25	3	1985	julho-setembro	57-69
900	39171-37909	x	25	3	1985	julho-setembro	71-75
1809	39176-37914	x	25	3	1985	julho-setembro	83-85
1929	39177-37915	x	25	3	1985	julho-setembro	85-86
2167	39181-37920	x	25	3	1985	julho-setembro	87
1415	39157-37895	x	25	3	1985	julho-setembro	x
262	39196-37932	x	25	4	1985	outubro-dezembro	21-29
456	39203-37939	x	25	4	1985	outubro-dezembro	31-39
651	39205-37942	x	25	4	1985	outubro-dezembro	41-48
845	39208-37943	x	25	4	1985	outubro-dezembro	49-53
69	39192-38229	x	25	4	1985	outubro-dezembro	5-19
12	39210-37946	x	25	4	1985	outubro-dezembro	55-63
206	39214-37951	x	25	4	1985	outubro-dezembro	65-72
2213	39226-37961	x	25	4	1985	outubro-dezembro	79-80
1699	39227-37963	x	25	4	1985	outubro-dezembro	80-81
1818	39230-37966	x	25	4	1985	outubro-dezembro	81-82
1499	39189-37926	x	25	4	1985	outubro-dezembro	x
1913	39124-37861	x	26	1	1986	janeiro-março	107-120
2033	39125-37862	x	26	1	1986	janeiro-março	121-123
859	39113-37851	x	26	1	1986	janeiro-março	17-23
26	39114-37852	x	26	1	1986	janeiro-março	25-42
220	39115-37853	x	26	1	1986	janeiro-março	43-56
665	39112-37850	x	26	1	1986	janeiro-março	5-15
413	39116-37854	x	26	1	1986	janeiro-março	57-66
608	39117-37855	x	26	1	1986	janeiro-março	69-75
801	39118-37856	x	26	1	1986	janeiro-março	77-83
1510	39111-37849	x	26	1	1986	janeiro-março	x
509	39075-37815	x	26	2	1986	abril-junho	13-28
897	39077-37817	x	26	2	1986	abril-junho	29-44
2	39079-37818	x	26	2	1986	abril-junho	45-50
317	39074-37814	x	26	2	1986	abril-junho	5-11
388	39080-37820	x	26	2	1986	abril-junho	51-60
2101	39087-37825	x	26	2	1986	abril-junho	73-74
2222	39088-37827	x	26	2	1986	abril-junho	74-75
1604	39072-37812	x	26	2	1986	abril-junho	x
684	39059-37801	x	26	3	1986	julho-setembro	47-52
566	39062-37803	x	26	3	1986	julho-setembro	53-59
759	39064-37804	x	26	3	1986	julho-setembro	61-75
1862	39067-37808	x	26	3	1986	julho-setembro	85-89
1494	39043-37783	x	26	3	1986	julho-setembro	x
990	39033-37773	x	26	4	1986	outubro-dezembro	19-30
157	39034-37774	x	26	4	1986	outubro-dezembro	31-34
353	39035-37775	x	26	4	1986	outubro-dezembro	35-40
796	39032-37772	x	26	4	1986	outubro-dezembro	5-17
2379	39039-37779	x	26	4	1986	outubro-dezembro	53-63
2171	39040-37780	x	26	4	1986	outubro-dezembro	65
2291	39041-37781	x	26	4	1986	outubro-dezembro	65-66
1779	39042-37782	x	26	4	1986	outubro-dezembro	66-67
1452	39031-37771	x	26	4	1986	outubro-dezembro	x
78	38955-37697	x	27	1	1987	janeiro-março	11-24
271	38956-37698	x	27	1	1987	janeiro-março	25-31
465	38957-37699	x	27	1	1987	janeiro-março	33-37
660	38958-37700	x	27	1	1987	janeiro-março	39-48
909	38954-37696	x	27	1	1987	janeiro-março	5-10
1933	39022-37763	x	27	1	1987	janeiro-março	77-78
2053	39023-37764	x	27	1	1987	janeiro-março	78-79
1589	38953-37695	x	27	1	1987	janeiro-março	x
1630	39024-37765	x	27	2	1987	abril-junho	1
21	39026-37767	x	27	2	1987	abril-junho	14-22
215	39027-37768	x	27	2	1987	abril-junho	23-29
408	39028-37769	x	27	2	1987	abril-junho	30-35
603	39029-37770	x	27	2	1987	abril-junho	36-47
545	39030-37784	x	27	2	1987	abril-junho	48-55
854	39025-37766	x	27	2	1987	abril-junho	5-13
1899	39047-37788	x	27	2	1987	abril-junho	59-60
2017	39049-37789	x	27	2	1987	abril-junho	61-64
2137	39050-37790	x	27	2	1987	abril-junho	64-65
1535	39051-37791	x	27	3	1987	julho-setembro	1
934	39053-37793	x	27	3	1987	julho-setembro	17-25
103	39054-37794	x	27	3	1987	julho-setembro	26-38
296	39055-37796	x	27	3	1987	julho-setembro	39-44
489	39056-37797	x	27	3	1987	julho-setembro	45-50
740	39052-37792	x	27	3	1987	julho-setembro	5-16
2256	39061-37802	x	27	3	1987	julho-setembro	67-68
1744	39063-37806	x	27	3	1987	julho-setembro	68
1982	39069-37809	x	27	3	1987	julho-setembro	69
704	39076-37816	x	27	4	1987	outubro-dezembro	19-30
195	39078-37819	x	27	4	1987	outubro-dezembro	31-37
953	39071-37811	x	27	4	1987	outubro-dezembro	3-6
583	39082-37822	x	27	4	1987	outubro-dezembro	38-44
776	39086-37826	x	27	4	1987	outubro-dezembro	45-56
1708	39091-37830	x	27	4	1987	outubro-dezembro	61
1826	39092-37831	x	27	4	1987	outubro-dezembro	62
1947	39093-37832	x	27	4	1987	outubro-dezembro	62-63
122	39073-37813	x	27	4	1987	outubro-dezembro	7-18
1576	39070-37810	x	27	4	1987	outubro-dezembro	x
1422	38882-37626	x	28	1	1988	janeiro-março	1
311	38884-37628	x	28	1	1988	janeiro-março	11-19
503	38885-37629	x	28	1	1988	janeiro-março	20-26
699	38886-37630	x	28	1	1988	janeiro-março	27-35
2569	38887-37631	x	28	1	1988	janeiro-março	37-41
116	38883-37627	x	28	1	1988	janeiro-março	5-10
2280	38890-37634	x	28	1	1988	janeiro-março	55-60
2501	38891-37635	x	28	1	1988	janeiro-março	61-65
253	38896-37639	x	28	2	1988	abril-junho	21-31
447	38898-37640	x	28	2	1988	abril-junho	33-41
892	38893-37637	x	28	2	1988	abril-junho	3-6
641	38900-37643	x	28	2	1988	abril-junho	43-50
1768	38904-37647	x	28	2	1988	abril-junho	59-60
1888	38906-37649	x	28	2	1988	abril-junho	60-61
2485	38907-37650	x	28	2	1988	abril-junho	63-66
61	38895-37638	x	28	2	1988	abril-junho	7-19
1464	38892-37636	x	28	2	1988	abril-junho	x
1506	38915-37658	x	28	3	1988	julho-setembro	1
965	38919-37662	x	28	3	1988	julho-setembro	15-22
771	38917-37660	x	28	3	1988	julho-setembro	5-14
2006	38929-37672	x	28	3	1988	julho-setembro	70-71
2125	38930-37673	x	28	3	1988	julho-setembro	71-72
2246	38931-37674	x	28	3	1988	julho-setembro	72-73
2489	38932-37675	x	28	3	1988	julho-setembro	75-78
1547	38933-37676	x	28	4	1988	outubro-dezembro	1
328	38935-37678	x	28	4	1988	outubro-dezembro	15-31
520	38936-37679	x	28	4	1988	outubro-dezembro	33-40
715	38937-37680	x	28	4	1988	outubro-dezembro	41-48
132	38934-37677	x	28	4	1988	outubro-dezembro	5-13
1734	38943-38230	x	28	4	1988	outubro-dezembro	64-65
1851	38946-37690	x	28	4	1988	outubro-dezembro	66
2493	38950-37692	x	28	4	1988	outubro-dezembro	67-76
1475	38744-37479	x	29	1	1989	janeiro-março	1
2576	38752-37489	x	29	1	1989	janeiro-março	61-80
2109	38756-37493	x	29	1	1989	janeiro-março	81-83
2230	38760-37498	x	29	1	1989	janeiro-março	83-84
1718	38763-37499	x	29	1	1989	janeiro-março	84
2486	38765-37502	x	29	1	1989	janeiro-março	85-91
1517	38768-37503	x	29	2	1989	abril-junho	1
617	38775-37511	"Sociologia do trabalho; acidente do trabalho; construção civil; teoria sociológica"	29	2	1989	abril-junho	19-31
810	38776-37512	"Apoio à Decisão; Sistemas de Apoio à Decisêo; Geradores de Sistemas de Apoio à Decisão; Gestão Orçamentária"	29	2	1989	abril-junho	33-45
1003	38777-37513	"Relações de trabalho; qualificação; saber fazer; tecnologia"	29	2	1989	abril-junho	47-62
422	38773-37510	"Profissionalização; ocupação; profissão de contador; impactos sociais da microeletrônica"	29	2	1989	abril-junho	5-18
2490	38780-37516	x	29	2	1989	abril-junho	79-84
1835	38781-37517	x	29	2	1989	abril-junho	85-86
2076	38783-37521	x	29	2	1989	abril-junho	86
1956	38782-37522	x	29	2	1989	abril-junho	87
1558	38784-37523	x	29	3	1989	julho-setembro	1
170	38786-37525	"Petroquímica; estatais; jointventures"	29	3	1989	julho-setembro	31-39
366	38787-37526	"Instituição de Ensino Superior (IES); Marketing Educacional; Programa de Marketing"	29	3	1989	julho-setembro	41-48
2561	38785-37524	"administração estratégica; ambiente; empresas multinacionais; planejamento estratégico; programas de responsabilidade social; responsabilidade social; responsabilidade social das grandes empresas"	29	3	1989	julho-setembro	5-29
2494	38790-37529	x	29	3	1989	julho-setembro	73-80
2196	38791-37530	x	29	3	1989	julho-setembro	81-82
2314	38792-37531	x	29	3	1989	julho-setembro	82-83
1802	38793-37532	x	29	3	1989	julho-setembro	83-84
1600	38794-37533	x	29	4	1989	outubro-dezembro	1
560	38796-37535	"Ideologia; gerentes; práticas administrativas; capital social"	29	4	1989	outubro-dezembro	17-28
754	38797-37536	"Telemática; trabalho de escritório; mudança tecnológica; mudança cultural; sociedade pós-industrial"	29	4	1989	outubro-dezembro	29-44
948	38875-37620	"entropia; energia na agricultura; agroecossistema"	29	4	1989	outubro-dezembro	45-61
2565	38795-37534	"estilo de liderança; inconsciente; personalidade; executivos"	29	4	1989	outubro-dezembro	5-16
2497	38878-37622	x	29	4	1989	outubro-dezembro	83-88
1922	38879-37623	x	29	4	1989	outubro-dezembro	89-90
2042	38880-37624	x	29	4	1989	outubro-dezembro	90-91
2161	38881-37625	x	29	4	1989	outubro-dezembro	92
1487	38653-37389	x	30	1	1990	janeiro-março	1
2566	38654-37390	"motivação; fragmentação; vida; mortalidade; humanização; teorias motivacionais; fragmentação do trabalho"	30	1	1990	janeiro-março	5-16
10	38658-37394	"Desenvolvimento tecnológico; empresário; tecnologia; ambiente; novos negócios"	30	1	1990	janeiro-março	55-62
2491	38661-37397	x	30	1	1990	janeiro-março	73-78
2021	38662-37398	x	30	1	1990	janeiro-março	79-80
2141	38663-37399	x	30	1	1990	janeiro-março	80-81
2260	38664-37400	x	30	1	1990	janeiro-março	81-82
1529	38665-37401	x	30	2	1990	abril-junho	1
397	38667-37403	"Motivação; condicionamento; comportamento; variáveis extrínsecas; variáveis intrínsecas; estilo motivacional"	30	2	1990	abril-junho	23-34
592	38668-37404	"Pólos tecnológicos; parques tecnológicos; empresas de base tecnológica; centros de inovação; setor aeroespacial"	30	2	1990	abril-junho	35-45
785	38670-37407	"Preço; custeamento; lucratividade; venda a prazo; valor presente"	30	2	1990	abril-junho	47-57
204	38666-37402	"Objetivos nas organizações; determinação das políticas organizacionais; linhas de ação nas organizações; teoria das organizações"	30	2	1990	abril-junho	5-22
2495	38677-37413	x	30	2	1990	abril-junho	79-90
1748	38678-37414	x	30	2	1990	abril-junho	91-93
1866	38679-37415	x	30	2	1990	abril-junho	93-95
1985	38680-37416	x	30	2	1990	abril-junho	95-96
1612	38684-37419	x	30	3	1990	julho-setembro	1
534	38687-37423	"Valor patrimonial da ação; conteúdo informacional; ""capital asset pricing model"" (CAPM), ""event study""; divulgação de dados contábeis e financeiros"	30	3	1990	julho-setembro	17-31
2570	38685-37421	"Personalidade; narcisismo; estilos de liderança; funcionamento organizacional"	30	3	1990	julho-setembro	5-16
2498	38699-37433	x	30	3	1990	julho-setembro	85-90
2104	38701-37436	x	30	3	1990	julho-setembro	91-94
2225	38702-37438	x	30	3	1990	julho-setembro	94
1434	38704-37440	x	30	4	1990	outubro-dezembro	1
674	38706-37442	"Gestão de tecnologia; tecnologia e processo de trabalho; modelo japonês de gestão"	30	4	1990	outubro-dezembro	23-30
868	38735-37470	"Círculos de Controle de Qualidade; participação dos trabalhadores na gestão; mudança tecnológica e organização do trabalho"	30	4	1990	outubro-dezembro	31-39
35	38736-37471	"Estilo de comportamento motivacional; diferenças individuais; personalidade; intensidade e direção comportamental"	30	4	1990	outubro-dezembro	41-52
2573	38705-37441	"Teoria gerencial; cultura organizacional; renovação organizacional; excelência; desburocratização; política organizacional"	30	4	1990	outubro-dezembro	5-21
229	38737-37472	"Estoque; estratégia de marketing; distribuição; logística; varejo"	30	4	1990	outubro-dezembro	53-59
2502	38741-37476	x	30	4	1990	outubro-dezembro	79-85
1872	38742-37477	x	30	4	1990	outubro-dezembro	91-92
1990	38743-37478	x	30	4	1990	outubro-dezembro	92
1459	38493-37233	x	31	1	1991	janeiro-março	1
681	38495-37235	"Estrutura de capital; risco sistemático e custo de capital; estimação de custos de falência; prazos de financiamento de empresas; ""option pricing model"""	31	1	1991	janeiro-março	15-20
875	38497-37236	"Teoria sócio-econômica das empresas e organizações; custos ocultos; pesquisa-intervenção; pesquisa-ação; metodologia de pesquisa em administração"	31	1	1991	janeiro-março	21-30
50	38575-37314	"Teoria de avaliação de negócios; custo do capital; sinergia; fusões e aquisições; valor"	31	1	1991	janeiro-março	31-39
242	38576-37315	"Comunidade Econômica Européia; espaço social europeu; Europa sem fronteiras; direito comunitário; regionalização na CEE; trabalhadores no espaço sem fronteiras"	31	1	1991	janeiro-março	41-47
2567	38494-37234	"Sociedades multinacionais; classe trabalhadora; internacionalismo; guerras mundiais"	31	1	1991	janeiro-março	5-13
2496	38579-37318	x	31	1	1991	janeiro-março	59-68
1937	38580-37319	x	31	1	1991	janeiro-março	69-70
1583	38581-37320	x	31	2	1991	abril-junho	1
2175	38592-37331	x	31	2	1991	abril-junho	100-102
436	38583-37322	"Planos de estabilização; índices de mercado de ações; Índice BOVESPA; diversificação de carteiras; normalidade da distribuição de taxas de retorno"	31	2	1991	abril-junho	25-36
630	38584-37323	"Concorrência; competitividade; indústria nacional de microcomputadores"	31	2	1991	abril-junho	37-52
2574	38582-37321	"Acordos de empresas; redução-reorganização do tempo de trabalho (2RT); tempo de utilização dos equipamentos (DUE); articulação do econômico com o social"	31	2	1991	abril-junho	5-24
825	38585-37324	"Pequena e média empresa; critérios quantitativos; critérios qualitativos; critérios mistos"	31	2	1991	abril-junho	53-59
1017	38586-37325	"Resultados empresariais; restrição; fluxo de produto; administração global e trabalho em equipe"	31	2	1991	abril-junho	61-68
185	38587-37326	"Cidadania; Inovações na Gestão Social do Trabalho; Novo Quadro de Relações entre Trabalhadores; Estado e Empresários no Brasil; Modernização Técnica"	31	2	1991	abril-junho	69-78
2499	38590-37329	x	31	2	1991	abril-junho	91-98
2057	38591-37330	x	31	2	1991	abril-junho	99-100
1624	38593-37332	x	31	3	1991	julho-setembro	1
575	38595-37334	"Lazer; tempo livre; consumo cultural; indústria cultural; trabalho e lazer"	31	3	1991	julho-setembro	13-35
768	38597-37337	"Produtividade; racionalização; administração; tecnologia"	31	3	1991	julho-setembro	37-46
962	38600-37339	"IRI; desenvolvimento; holding pública italiana"	31	3	1991	julho-setembro	47-61
380	38594-37333	"Organização; inconsciente; imagem"	31	3	1991	julho-setembro	5-11
2577	38602-37343	"Pequenas empresas; empreendedor; visão de negocio; sistemas de aprendizado"	31	3	1991	julho-setembro	63-71
2503	38608-37349	x	31	3	1991	julho-setembro	83-91
2295	38611-37353	x	31	3	1991	julho-setembro	93-94
1446	38615-37354	x	31	4	1991	outubro-dezembro	1
1783	38651-37387	x	31	4	1991	outubro-dezembro	107
1903	38652-37388	x	31	4	1991	outubro-dezembro	108
260	38618-37359	"Desempenho de papéis da mulher executiva; discriminação da mulher nas organizações; imagem e sucesso profissional da administradora"	31	4	1991	outubro-dezembro	17-33
454	38621-37361	"Empresa familiar; preferências afetivas na família; composição das empresas familiares; incompatibilidade"	31	4	1991	outubro-dezembro	35-48
649	38624-37365	"Conflito; regulação de conflitos; relações de trabalho; negociação coletiva; gestão da força de trabalho"	31	4	1991	outubro-dezembro	49-62
67	38616-37356	"modernização; tecnologia; recursos humanos; região; qualificação"	31	4	1991	outubro-dezembro	5-15
843	38626-37367	"Estratégias de R.H.; evolução de R.H.; papel de R.H.; novas perspectivas de análise de R.H.; atores organizacionais e R.H"	31	4	1991	outubro-dezembro	63-72
2562	38628-37370	"Confiabilidade do computador; falhas do computador; riscos sociais do computador; engenharia de software"	31	4	1991	outubro-dezembro	73-83
2487	38650-37386	x	31	4	1991	outubro-dezembro	97-105
516	38380-37101	"política de saúde; sistemas de saúde; SUDS; estado de São Paulo; descentralização; reforma administrativa"	32	1	1992	janeiro-março	16-30
1607	38378-37099	x	32	1	1992	janeiro-março	3
711	38381-37103	"Hospital; liquidez; endividamento; rentabilidade; alavancagem"	32	1	1992	janeiro-março	32-42
905	38382-37106	"Déficit Público; Política Fiscal; Contabilidade Pública"	32	1	1992	janeiro-março	44-47
324	38379-37100	"Brasil; políticas públicas; descentralização político-administrativa; relações intergovernamentais"	32	1	1992	janeiro-março	6-15
2564	38392-37117	"Empresa informacional; inovação organizacional; cultura organizacional; conflito; desburocratização"	32	1	1992	janeiro-março	68-77
2500	38395-37118	x	32	1	1992	janeiro-março	78-87
2200	38396-37119	x	32	1	1992	janeiro-março	88-89
2318	38397-37120	x	32	1	1992	janeiro-março	89-90
1806	38406-37129	x	32	2	1992	abril-junho	100-101
1926	38407-37130	x	32	2	1992	abril-junho	101-102
267	38400-37123	"Definições do desenvolvimento sustentável; contradições do desenvolvimento sustentável"	32	2	1992	abril-junho	14-24
461	38401-37124	"Epistemologia; complexidade; organizações"	32	2	1992	abril-junho	26-35
656	38402-37125	"grupos semi-autônomos; modelo sueco de organização do trabalho; toyotismo e just-in-time; novas formas de organização da produção"	32	2	1992	abril-junho	36-43
1429	38398-37121	x	32	2	1992	abril-junho	4
850	38403-37126	"Japão; eficiência econômica; qualidade de vida"	32	2	1992	abril-junho	44-57
17	38404-37127	"Humanismo radical; teoria crítica; teoria das organizações; Escola de Frankfurt; sociedade industrial; Herbert Marcuse"	32	2	1992	abril-junho	58-64
74	38399-37122	"Brasil; crise sócio-ambiental; cidadania e trabalho industrial; indústrias; gestão ambiental integrada; legislação pública"	32	2	1992	abril-junho	6-13
2568	38408-37131	"Dívida externa; América Latina; crescimento econômico"	32	2	1992	abril-junho	66-76
2484	38405-37128	x	32	2	1992	abril-junho	78-98
404	38446-37186	"Organização formal; racionalidade instrumental, análise funcional e estruturalista; sociedades não ocidentais"	32	3	1992	julho-agosto	14-28
599	38447-37187	"Elasticidade-propaganda; maximização do lucro; margem de contribuição; orçamento promocional"	32	3	1992	julho-agosto	30-34
792	38448-37188	"Margem de contribuição; índice de margem de contribuição; nível de significância dos dados; custo total; custo variável; custo fixo; ponto de equilíbrio"	32	3	1992	julho-agosto	36-45
1470	38409-37132	x	32	3	1992	julho-agosto	4
986	38449-37189	"Inflação; lote econômico de compras; estoques; compra antecipada"	32	3	1992	julho-agosto	46-56
153	38450-37190	"Custos industriais; custos variáveis; custos fixos; preços de venda; contabilidade de custos"	32	3	1992	julho-agosto	58-66
211	38445-37185	"Desenvolvimento; empresário; estado; administrador; capitalista"	32	3	1992	julho-agosto	6-12
2572	38451-37191	"Ética nas organizações; ética individual; ética coletiva"	32	3	1992	julho-agosto	68-73
2488	38452-37192	x	32	3	1992	julho-agosto	74-87
2046	38453-37193	x	32	3	1992	julho-agosto	90-91
2165	38454-37194	x	32	3	1992	julho-agosto	91-92
2492	38463-37203	x	32	4	1992	setembro-outubro	112-120
2284	38464-37204	x	32	4	1992	setembro-outubro	126-128
1772	38465-37205	x	32	4	1992	setembro-outubro	128-129
541	38457-37197	"mão-de-obra; mercado de trabalho; empresas; Japão; migração; Brasil"	32	4	1992	setembro-outubro	20-31
736	38458-37198	"Administração da qualidade; administração de saúde; cultura organizacional"	32	4	1992	setembro-outubro	32-41
1553	38455-37195	x	32	4	1992	setembro-outubro	4
930	38459-37199	"Pesquisas de opinião pública; eleições; televisão; socialização política; censura e mídia; meios de comunicação em massa"	32	4	1992	setembro-outubro	42-57
349	38456-37196	"Reestruturação da indústria; organização do trabalho; métodos de produção"	32	4	1992	setembro-outubro	6-18
2575	38462-37202	"Tempo de trabalho; flexibilidade; negociação; Europa"	32	4	1992	setembro-outubro	92-110
1892	38484-37224	x	32	5	1992	novembro-dezembro	110-111
1971	38486-37226	x	32	5	1992	novembro-dezembro	111-114
2090	38488-37228	x	32	5	1992	novembro-dezembro	114-115
292	38470-37210	"Microeletrônica; difusão; processo-contínuo"	32	5	1992	novembro-dezembro	16-26
