"stmt_frq";"date_acct";"type_disp";"date_loan";"amount";"duration";"payments";"response";"date_birth";"gender";"type_card";"min1";"max1";"mean1";"min2";"max2";"mean2";"min3";"max3";"mean3";"min4";"max4";"mean4";"min5";"max5";"mean5";"min6";"max6";"mean6";"has_card"
"monthly";8779;"OWNER";9320;465072;48;9689;"1";28617;"M";"0.NA";23910,4;47352,4;33085,05;4670,5;47352,4;25133,4333333333;4670,5;47352,4;24360,7058823529;2063,4;47352,4;21826,388;2063,4;47352,4;22234,3516129032;2063,4;47352,4;22245,2972222222;"0"
"monthly";8779;"DISPONENT";9320;465072;48;9689;"1";26063;"F";"0.NA";23910,4;47352,4;33085,05;4670,5;47352,4;25133,4333333333;4670,5;47352,4;24360,7058823529;2063,4;47352,4;21826,388;2063,4;47352,4;22234,3516129032;2063,4;47352,4;22245,2972222222;"0"
"weekly";8780;"OWNER";9169;221280;48;4610;"1";35881;"M";"0.NA";31187,2;65465,2;39239,6285714286;31187,2;66185,9;42074,625;16007,9;66185,9;37635,815;16007,9;66185,9;35468,1074074074;16007,9;66185,9;35017,9852941177;16007,9;66185,9;34214,1925;"0"
"weekly";8780;"DISPONENT";9169;221280;48;4610;"1";34599;"F";"0.NA";31187,2;65465,2;39239,6285714286;31187,2;66185,9;42074,625;16007,9;66185,9;37635,815;16007,9;66185,9;35468,1074074074;16007,9;66185,9;35017,9852941177;16007,9;66185,9;34214,1925;"0"
"monthly";8786;"OWNER";8984;172080;48;3585;"1";31840;"F";"0.NA";57817,5;89717,5;64411,96;40925,8;119138,8;69007,58;40925,8;119138,8;71833,264;35676,9;119138,8;68954,1166666667;35676,9;119138,8;66611,3303030303;35676,9;119138,8;64860,8;"0"
"monthly";8802;"OWNER";9498;98832;48;2059;"1";252;"F";"0.NA";19267,8;42549,8;29721,1272727273;19267,8;42549,8;29579,4315789474;19267,8;42549,8;29116,1730769231;19267,8;42549,8;28868,7257142857;17912,2;42549,8;28546,487804878;10732,4;42549,8;27541,5836734694;"0"
"monthly";8804;"OWNER";9167;43164;12;3597;"1";2196;"F";"0.NA";30235;84503;49734,6083333333;30235;120071,4;62199,5476190476;30235;120071,4;65446,024;30235;120071,4;68635,7575757576;30235;120071,4;71082,5947368421;30235;120071,4;71948,9348837209;"0"
"monthly";8821;"OWNER";9221;156672;36;4352;"1";31526;"F";"0.NA";12686;23286,1;19892,4333333333;11418,8;23286,1;18605,7571428571;11418,8;26490,1;19649,3583333333;11418,8;27584,7;20426,3193548387;11418,8;27584,7;20705,8675675676;11418,8;27584,7;21018,7418604651;"0"
"after_tr";8823;"OWNER";8930;288360;60;4806;"1";24089;"M";"0.NA";43295,8;78554,3;52153,4;31358;78554,3;44285,7666666667;11300;78554,3;40987,19;800;78554,3;37333,8090909091;800;78554,3;37333,8090909091;800;78554,3;37333,8090909091;"0"
"weekly";8831;"OWNER";9138;270648;36;7518;"0";24779;"M";"0.NA";50996,5;134501,4;83172,9444444444;50996,5;134501,4;85603,5631578947;20235,1;134501,4;72076,3962962963;20235,1;134501,4;66161,909375;20235,1;134501,4;60922,2625;19055,6;134501,4;57209,0934782609;"0"
"monthly";8842;"OWNER";9178;538500;60;8975;"1";33051;"M";"0.NA";20194,5;41676;26234,825;20194,5;45199,5;27958,5133333333;14837;46919;27859,7590909091;14837;46919;27378,3071428571;14837;53027,3;29105,5685714286;14837;58074,9;31199,2170731707;"0"
"monthly";8843;"OWNER";9218;185952;48;3874;"1";27446;"M";"0.NA";47293,2;145318,2;87507,6444444444;27005;145318,2;75336,8166666667;27005;145318,2;69332,4285714286;27005;145318,2;63717,8647058824;27005;145318,2;60470,0263157895;27005;145318,2;58117,7285714286;"0"
"monthly";8862;"OWNER";9534;63252;12;5271;"1";29029;"F";"0.NA";17991,1;49709,2;31209,09;17991,1;59492,1;34859,5055555556;13097,7;62093;36498,0074074074;13097,7;67194;38602,5151515152;13097,7;67194;40470,36;13097,7;67194;41913,329787234;"0"
"monthly";8863;"OWNER";9004;79632;24;3318;"1";32728;"F";"0.NA";55152,5;99262,5;81653,5;38043,9;99262,5;71736,5285714286;38043,9;119373,5;73610,8818181818;35522,5;119373,5;69285,5142857143;900;119373,5;63494,2;900;119373,5;63494,2;"0"
"monthly";8876;"OWNER";9279;71064;36;1974;"1";28048;"F";"0.NA";28753;44025;36457,0666666667;28524,2;44025;36081,8266666667;26966,3;44025;35211,4956521739;18027,3;44025;33118,9366666667;17935,8;44025;31712,3377777778;17935,8;55373,3;33093,4;"0"
"monthly";8882;"OWNER";9371;45336;24;1889;"1";31895;"M";"0.NA";39839,5;60569,5;47057,0142857143;39839,5;61226,6;47681,2071428571;39839,5;71486;49726,7380952381;39839,5;71486;50143,036;39839,5;71486;49666,9516129032;39501,2;71486;49354,5131578947;"0"
"monthly";8886;"OWNER";9132;76380;12;6365;"1";31955;"F";"0.NA";21360,8;35536,8;27510,9333333333;18710;35536,8;25094,975;15755,4;35971,4;25133,24;15755,4;41703,3;26624,090625;15755,4;41703,3;27320,3085714286;15755,4;41703,3;27436,7378378378;"0"
"monthly";8895;"OWNER";9417;266220;60;4437;"1";34746;"F";"0.NA";29081,6;51208,6;41262,6727272727;29081,6;53324;41364,4210526316;17480,8;53324;36739,0379310345;15736,1;53324;33694,2641025641;15736,1;54925,1;33306,593877551;15736,1;54925,1;32704,6568965517;"0"
"monthly";8901;"OWNER";9172;151728;48;3161;"0";2365;"M";"0.NA";-409,6;31821,4;21857,56;-409,6;31821,4;15050,5444444444;-669,7;31821,4;11812,6821428571;-669,7;66148,9;21065,2361111111;-669,7;72829,8;25202,3431818182;-669,7;72829,8;26851,6042553192;"0"
"monthly";8902;"OWNER";9036;189696;24;7904;"0";49;"F";"0.NA";22500;22500;22500;20300;22500;21400;19000;22500;20600;12100;22500;18475;600;22500;14900;600;22500;14900;"0"
"monthly";8906;"OWNER";9507;165120;60;2752;"1";29296;"F";"0.NA";18256,8;30218,4;22739,6857142857;15128,8;30218,4;22155,6071428571;15128,8;30218,4;22451,1952380952;15128,8;33237,6;23571,4807692308;15128,8;34646,4;24879,984375;15128,8;37946,3;26150,6289473684;"0"
"monthly";8906;"DISPONENT";9507;165120;60;2752;"1";30624;"M";"0.NA";18256,8;30218,4;22739,6857142857;15128,8;30218,4;22155,6071428571;15128,8;30218,4;22451,1952380952;15128,8;33237,6;23571,4807692308;15128,8;34646,4;24879,984375;15128,8;37946,3;26150,6289473684;"0"
"weekly";8907;"OWNER";9476;104712;24;4363;"1";279;"F";"0.NA";25752,6;65154,7;43897,9428571429;25752,6;97532,7;67019,4117647059;25752,6;119752,3;74038,1653846154;25752,6;119752,3;70260,0676470588;20342,3;119752,3;65250,9804878049;20342,3;119752,3;64501,3450980392;"0"
"weekly";8907;"DISPONENT";9476;104712;24;4363;"1";2610;"M";"0.NA";25752,6;65154,7;43897,9428571429;25752,6;97532,7;67019,4117647059;25752,6;119752,3;74038,1653846154;25752,6;119752,3;70260,0676470588;20342,3;119752,3;65250,9804878049;20342,3;119752,3;64501,3450980392;"0"
"weekly";8907;"OWNER";9476;92976;24;3874;"1";279;"F";"classic";17658,1;47406,7;31864,9833333333;17658,1;88784,7;59802,3166666667;17658,1;122342,1;71244,0407407407;17658,1;122342,1;68400,4911764706;16721,2;122342,1;63444,8951219512;16721,2;122342,1;61486,3901960784;"1"
"weekly";8907;"DISPONENT";9476;92976;24;3874;"1";2610;"M";"0.NA";17658,1;47406,7;31864,9833333333;17658,1;88784,7;59802,3166666667;17658,1;122342,1;71244,0407407407;17658,1;122342,1;68400,4911764706;16721,2;122342,1;63444,8951219512;16721,2;122342,1;61486,3901960784;"0"
"monthly";8911;"OWNER";9604;277884;36;7719;"0";3912;"F";"0.NA";3614;11614;7614;3614;11614;5624,95;3614;11614;4961,76666666667;3592,3;12406,9;7045,63;3592,3;38208,8;15302,25625;3592,3;60143,9;21771,852173913;"0"
"monthly";8917;"OWNER";9469;194880;48;4060;"1";3626;"M";"junior";30849,9;58234,9;42235,5333333333;30849,9;58234,9;41174,6727272727;26945,6;58234,9;39420,7333333333;26945,6;58234,9;38502,6;23781,4;58234,9;36660,1310344828;23781,4;58234,9;36233,8162162162;"1"
"monthly";8920;"OWNER";9208;134784;24;5616;"1";25698;"F";"0.NA";15467;21118,7;16601,1;15467;21281,6;18270,2272727273;15467;112839,2;29014,7142857143;15467;112839,2;39521,6678571429;15467;112839,2;41364,3352941176;15467;112839,2;45908,130952381;"0"
"monthly";8920;"OWNER";9360;21396;12;1783;"1";36046;"M";"0.NA";24782;40357;32143,7666666667;24782;40357;31358,3636363636;23067,5;40357;30654,8111111111;23067,5;41379,5;31752,8407407407;23067,5;43282,5;33000,175;23067,5;43282,5;33186,0513513514;"0"
"monthly";8920;"DISPONENT";9360;21396;12;1783;"1";1853;"F";"0.NA";24782;40357;32143,7666666667;24782;40357;31358,3636363636;23067,5;40357;30654,8111111111;23067,5;41379,5;31752,8407407407;23067,5;43282,5;33000,175;23067,5;43282,5;33186,0513513514;"0"
"weekly";8921;"OWNER";9405;314520;60;5242;"1";31367;"F";"0.NA";35714;120707,6;64201,4;35714;120707,6;73376,9263157895;35714;128119,4;81951,7941176471;35714;128119,4;78986,5608695652;14905,2;128119,4;72680,5884615385;14905,2;128119,4;67913,82;"0"
"monthly";8933;"OWNER";9245;225420;60;3757;"1";28704;"F";"0.NA";29485,4;43303,4;34779,12;26864;43303,4;33538,42;18666,1;43303,4;29055,6444444444;18666,1;43303,4;29339,7689655172;18666,1;53271,6;31093,1171428571;18666,1;53271,6;32109,4743589744;"0"
"monthly";8945;"OWNER";9376;85860;60;1431;"1";31338;"F";"classic";32622,1;43764,1;39383,2571428571;32622,1;44713,5;38945,4428571429;25906,1;44713,5;38265,67;20535,2;44713,5;35758,6678571429;20535,2;44713,5;34874,0342857143;20535,2;44713,5;33935,9395348837;"1"
"weekly";8947;"OWNER";9423;231696;36;6436;"1";1245;"M";"0.NA";23946,7;64323,7;40515,6090909091;23946,7;64520,2;40962,4736842105;23946,7;64873,9;41032,6296296296;19523,7;64873,9;40141,2108108108;19523,7;86650,6;42455,0382978723;19523,7;86650,6;43661,6517857143;"0"
"weekly";8947;"DISPONENT";9423;231696;36;6436;"1";1463;"F";"0.NA";23946,7;64323,7;40515,6090909091;23946,7;64520,2;40962,4736842105;23946,7;64873,9;41032,6296296296;19523,7;64873,9;40141,2108108108;19523,7;86650,6;42455,0382978723;19523,7;86650,6;43661,6517857143;"0"
"monthly";8955;"OWNER";9066;98184;24;4091;"1";27556;"F";"0.NA";44411,1;68956,1;59587,1;37584,2;68956,1;54407,15;23793,1;68956,1;46475,0416666667;500;68956,1;41660,3928571429;500;68956,1;41660,3928571429;500;68956,1;41660,3928571429;"0"
"weekly";8956;"OWNER";9475;27984;12;2332;"1";28901;"M";"0.NA";18380,5;46112,7;31563,5666666667;18380,5;56929,7;32392,6272727273;10204,2;56929,7;31260,0631578947;10204,2;56929,7;29223,5291666667;10204,2;56929,7;31497,9034482759;7300,9;56929,7;29144,7945945946;"0"
"weekly";8960;"OWNER";9596;44628;12;3719;"1";26992;"M";"0.NA";32729,7;80439,7;52305,7714285714;32729,7;82219,2;55599,4;27979,8;82219,2;56772,6608695652;27979,8;89345,5;63114,0705882353;27979,8;101223,5;61288,4142857143;27979,8;101223,5;61869,176;"0"
"after_tr";8968;"OWNER";9456;244368;48;5091;"1";91;"M";"0.NA";49624,1;101794,1;75239,98;49624,1;101794,1;75573,64375;49624,1;101794,1;76882,1454545454;49624,1;126082,9;79210,63125;49624,1;135645,9;82559,7926829268;43963,5;135645,9;78226,7340425532;"0"
"monthly";8974;"OWNER";9434;37908;12;3159;"1";2319;"F";"0.NA";46113,5;63613,5;53515,5333333333;42602;63613,5;50821,8909090909;42602;63810,5;51486,93125;42602;65875,4;51030,7;42602;69530,4;51592,05;40918,4;69530,4;50690,009375;"0"
"monthly";8976;"OWNER";9555;380160;60;6336;"1";29203;"M";"classic";22049,6;30649,6;25706,5428571429;22049,6;61024,7;33216,95;22049,6;108664,7;45860,4954545455;22049,6;108664,7;50772,9965517241;22049,6;108664,7;54191,2388888889;22049,6;108664,7;53008,2;"1"
"weekly";8978;"OWNER";9529;128988;36;3583;"0";25428;"M";"0.NA";9615;32315;18301,04;9615;45533,4;24262,7647058824;2792,8;45533,4;22780,8727272727;2792,8;52467,8;26436,9038461538;2792,8;78192,9;30718,159375;2792,8;78192,9;33355,6405405405;"0"
"monthly";8989;"OWNER";9550;123216;48;2567;"1";2780;"F";"junior";47410,8;117778,8;83921,5833333333;29207,7;117778,8;76236,4214285714;29207,7;117778,8;73090,4444444444;29207,7;117778,8;69518,5674418605;29207,7;117778,8;64978,944;29207,7;117778,8;64724,1754385965;"1"
"monthly";8989;"DISPONENT";9550;123216;48;2567;"1";2950;"M";"0.NA";47410,8;117778,8;83921,5833333333;29207,7;117778,8;76236,4214285714;29207,7;117778,8;73090,4444444444;29207,7;117778,8;69518,5674418605;29207,7;117778,8;64978,944;29207,7;117778,8;64724,1754385965;"0"
"monthly";9001;"OWNER";9368;33984;48;708;"1";946;"M";"0.NA";41301,4;54765,4;44454,4166666667;37684,3;54765,4;43665,7;27518,7;54765,4;41345,4;27518,7;55077,5;42378,716;27518,7;55077,5;42717,45625;27518,7;55077,5;42447,4368421053;"0"
"monthly";9004;"OWNER";9347;20220;12;1685;"1";1230;"F";"classic";11356;39408;26308,2;11356;39408;25554,7;11356;39408;25062,6526315789;11356;45666,1;27301,8185185185;11356;122906,7;36455,8058823529;11356;122906,7;42261,8102564103;"1"
"monthly";9006;"OWNER";9133;288468;36;8013;"1";32440;"F";"0.NA";48639,2;71939,2;54521,075;40830,1;71939,2;49322,6;33082,1;71939,2;44811,4583333333;21233;71939,2;39274,49375;600;71939,2;36999,5235294118;600;71939,2;36999,5235294118;"0"
"weekly";9007;"OWNER";9640;161496;36;4486;"1";569;"M";"0.NA";27771,5;36325,5;32587,1;26334,1;39093,1;32317,7363636364;20181;39093,1;30137,63125;17741,3;39093,1;28063,8571428571;17741,3;39093,1;27256,1586206897;17741,3;39093,1;27131,9882352941;"0"
"weekly";9010;"OWNER";9655;186384;48;3883;"1";32535;"M";"0.NA";16462,8;21033,8;19906,7833333333;16462,8;27360,8;22847,1818181818;16462,8;37115,3;26098,2117647059;16462,8;37115,3;26287,692;16462,8;49174,1;28495,63125;16462,8;49174,1;29300,8717948718;"0"
"monthly";9011;"OWNER";9436;41952;12;3496;"1";1074;"M";"0.NA";24553;51361;34881,62;24553;52828,4;38542,0666666667;24553;55789;40944,3692307692;24553;58039,5;42463,9470588235;24553;60281;44691,1023809524;24553;60281;43832,4942307692;"0"
"monthly";9011;"OWNER";9662;30060;60;501;"1";29833;"M";"classic";19111,3;48523,3;27011,92;19111,3;48523,3;28941,535;19111,3;48523,3;28989,2448275862;19111,3;48523,3;29220,1435897436;18227,7;48523,3;28468,5224489796;12845,5;57682,3;29454,1338709677;"1"
"weekly";9013;"OWNER";9489;125340;60;2089;"1";27194;"M";"0.NA";19007;42384;33644,6857142857;19007;75577,1;45604,0411764706;19007;75577,1;49732,7869565217;19007;110933,4;55776,1625;19007;110933,4;59444,8195121951;19007;110933,4;58991,7037037037;"0"
"monthly";9039;"OWNER";9714;54024;12;4502;"1";35897;"M";"classic";9673,5;36687,5;22060,0571428571;9673,5;68376,4;28100,64;9673,5;68376,4;30243,7652173913;9673,5;68376,4;30763,6482758621;9673,5;68376,4;30557,4918918919;8615,9;68376,4;29027,5795454545;"1"
"monthly";9051;"OWNER";9692;155880;24;6495;"1";36097;"F";"classic";44564,6;68384,2;60456,3;44564,6;86950,5;68320,0857142857;44564,6;102982,8;67245,4095238095;31511;102982,8;62337,65;31511;102982,8;62019,0764705882;28869,5;102982,8;59350,8136363636;"1"
"monthly";9051;"DISPONENT";9692;155880;24;6495;"1";35901;"M";"0.NA";44564,6;68384,2;60456,3;44564,6;86950,5;68320,0857142857;44564,6;102982,8;67245,4095238095;31511;102982,8;62337,65;31511;102982,8;62019,0764705882;28869,5;102982,8;59350,8136363636;"0"
"monthly";9057;"OWNER";9618;165960;24;6915;"1";27192;"F";"0.NA";23589,7;64130,7;33995,5444444444;22495,2;65903,2;36003,1277777778;22495,2;91306,7;41550,152;22495,2;91306,7;45821,2424242424;22495,2;91306,7;48610,25;22495,2;91306,7;48935,34;"0"
"monthly";9060;"OWNER";9650;368880;60;6148;"1";1676;"M";"0.NA";44936,6;147527,6;93905,8909090909;44936,6;147527,6;87359,605;41647,1;147527,6;77536,709375;12902,1;147527,6;69929,4525;12902,1;147527,6;60872,3058823529;12902,1;147527,6;61155,3933333333;"0"
"monthly";9060;"DISPONENT";9650;368880;60;6148;"1";3173;"F";"0.NA";44936,6;147527,6;93905,8909090909;44936,6;147527,6;87359,605;41647,1;147527,6;77536,709375;12902,1;147527,6;69929,4525;12902,1;147527,6;60872,3058823529;12902,1;147527,6;61155,3933333333;"0"
"monthly";9068;"OWNER";9235;68400;12;5700;"0";2351;"F";"0.NA";23798,4;23946,1;23872,25;23798,4;27698,4;25748,425;23798,4;29750,8;27057,9333333333;23798,4;35603,1;29174,1125;23798,4;51242,2;34177,8692307692;800;51242,2;31793,7357142857;"0"
"after_tr";9071;"OWNER";9274;189060;60;3151;"1";32505;"F";"classic";38274,6;83883,6;67482,35;38274,6;92880,3;72680,5428571429;38274,6;101793,6;76755,1894736842;38274,6;101793,6;78124,4772727273;38274,6;101793,6;78565,016;31211,5;101793,6;75959,8535714286;"1"
"monthly";9079;"OWNER";9764;15192;24;633;"1";1091;"F";"0.NA";17351,9;34801,9;27118,66;17351,9;37954,7;29346,6777777778;17351,9;40295,1;31257,6692307692;17351,9;46417,9;32638,7411764706;17351,9;46417,9;32717,619047619;17351,9;46417,9;32569,128;"0"
"after_tr";9082;"OWNER";9660;360000;48;7500;"1";1161;"F";"0.NA";45637,2;118865,2;77260,9;38927,9;118865,2;68365,2466666667;31347,9;118865,2;60433,7391304348;730,1;118865,2;50508,2028571429;730,1;118865,2;41046,0446808511;730,1;118865,2;41356,5315789474;"0"
"weekly";9084;"OWNER";9336;285600;60;4760;"1";3993;"F";"0.NA";23994,4;46262,4;36436,55;23994,4;81177,3;51853,55;23994,4;81177,3;50368,9045454545;21372,1;81177,3;45545,3481481482;16510,5;81177,3;43663,2242424242;16510,5;81177,3;47034,9447368421;"0"
"weekly";9084;"DISPONENT";9336;285600;60;4760;"1";4175;"M";"0.NA";23994,4;46262,4;36436,55;23994,4;81177,3;51853,55;23994,4;81177,3;50368,9045454545;21372,1;81177,3;45545,3481481482;16510,5;81177,3;43663,2242424242;16510,5;81177,3;47034,9447368421;"0"
"monthly";9084;"OWNER";9645;284280;60;4738;"1";32399;"F";"gold";61380,3;99217,3;81078,02;36994,1;99217,3;63831,22;36994,1;109361,9;68165,9470588235;36994,1;109361,9;71691,5090909091;36994,1;109361,9;72551,1071428571;36994,1;109361,9;72701,3333333333;"1"
"monthly";9084;"DISPONENT";9645;284280;60;4738;"1";32780;"M";"0.NA";61380,3;99217,3;81078,02;36994,1;99217,3;63831,22;36994,1;109361,9;68165,9470588235;36994,1;109361,9;71691,5090909091;36994,1;109361,9;72551,1071428571;36994,1;109361,9;72701,3333333333;"0"
"after_tr";9086;"OWNER";9732;388512;48;8094;"0";-294;"F";"0.NA";33142,3;73997,3;45324,3;6023,1;73997,3;29717,7666666667;6023,1;73997,3;28807,7315789474;6023,1;73997,3;30652,6444444444;-1890,8;73997,3;25721,6575757576;-1890,8;73997,3;23225,2051282051;"0"
"monthly";9090;"OWNER";9452;182040;60;3034;"1";29667;"F";"classic";38747,5;110447,5;63764,175;38747,5;110447,5;68226,7666666667;38747,5;110447,5;72519,1888888889;38747,5;110447,5;70694,36;38747,5;110447,5;70382,3533333333;37670,1;110447,5;69375,9111111111;"1"
"monthly";9090;"DISPONENT";9452;182040;60;3034;"1";29088;"M";"0.NA";38747,5;110447,5;63764,175;38747,5;110447,5;68226,7666666667;38747,5;110447,5;72519,1888888889;38747,5;110447,5;70694,36;38747,5;110447,5;70382,3533333333;37670,1;110447,5;69375,9111111111;"0"
"monthly";9093;"OWNER";9771;392460;60;6541;"1";3969;"F";"junior";53043,5;84553,5;64514,8;45123,6;84553,5;60294,4923076923;39777,4;97269,4;60785,3619047619;39777,4;103423,9;64023,9821428571;39777,4;103423,9;62274,1685714286;26778,9;103423,9;59404,6904761905;"1"
"monthly";9093;"DISPONENT";9771;392460;60;6541;"1";3487;"M";"0.NA";53043,5;84553,5;64514,8;45123,6;84553,5;60294,4923076923;39777,4;97269,4;60785,3619047619;39777,4;103423,9;64023,9821428571;39777,4;103423,9;62274,1685714286;26778,9;103423,9;59404,6904761905;"0"
"monthly";9094;"OWNER";9222;18564;12;1547;"1";34002;"F";"0.NA";43098,4;56498,4;47620,8333333333;39281,4;56498,4;45542,45;34496,5;56498,4;42773,3444444444;25503,5;56498,4;38482,8833333333;200;56498,4;35538,0461538462;200;56498,4;35538,0461538462;"0"
"after_tr";9100;"OWNER";9456;113796;36;3161;"1";646;"M";"0.NA";24838,8;43841;33237,5428571429;24838,8;47197,8;34133,6375;24011;47197,8;33576,6347826087;24011;47197,8;33854,8033333333;21861,1;47197,8;33224,7783783784;21161,1;58022,1;34578,0212765957;"0"
"after_tr";9100;"DISPONENT";9456;113796;36;3161;"1";2899;"F";"0.NA";24838,8;43841;33237,5428571429;24838,8;47197,8;34133,6375;24011;47197,8;33576,6347826087;24011;47197,8;33854,8033333333;21861,1;47197,8;33224,7783783784;21161,1;58022,1;34578,0212765957;"0"
"monthly";9101;"OWNER";9622;220620;60;3677;"1";26889;"F";"0.NA";17109,9;42025;25796,4363636364;15102,4;42025;26638,8764705882;15102,4;42025;27302,8321428571;15102,4;47540,9;28345,7611111111;15102,4;52171,2;29913,5159090909;15102,4;52171,2;30004,3905660377;"0"
"monthly";9107;"OWNER";9343;44088;24;1837;"1";29760;"F";"0.NA";31373,1;47576,1;42380,82;26231,3;50535,8;40723,3230769231;26231,3;53379,6;39691,4555555556;26231,3;55576,8;40170,6;26231,3;55576,8;40666,008;21764,8;55576,8;39803,2642857143;"0"
"monthly";9108;"OWNER";9438;99336;24;4139;"1";3842;"F";"0.NA";27287,5;38531,5;31474,7;20568,4;38531,5;29073,1615384615;19654,6;38531,5;27925,5736842105;19654,6;38531,5;27164,6777777778;19654,6;38531,5;27190,334375;17420,8;38531,5;26489,8794871795;"0"
"monthly";9116;"OWNER";9482;204000;60;3400;"1";27154;"M";"0.NA";18862,3;49577,7;29462,125;18862,3;49577,7;31742,5;17219,9;49577,7;30598,6409090909;17219,9;56560,2;33507,3482758621;17219,9;57383,4;35307,1171428571;17219,9;57383,4;35897,5904761905;"0"
"monthly";9122;"OWNER";9576;154656;48;3222;"1";31743;"M";"0.NA";22351,5;41680,5;31047,1;15087,7;41680,5;27895,3666666667;15087,7;41680,5;27462,7727272727;15087,7;45987,4;27879,76;15087,7;47930,8;29118,9189189189;15087,7;47930,8;29742,1955555556;"0"
"monthly";9132;"OWNER";9676;46320;24;1930;"1";3331;"M";"0.NA";9770,7;43435,7;25696,1181818182;9770,7;43435,7;22792,65;9770,7;43435,7;25486,9192307692;9770,7;57639,7;25490,5696969697;9770,7;57639,7;25929,5953488372;9770,7;57639,7;29449,7263157895;"0"
"monthly";9133;"OWNER";9496;135360;48;2820;"1";2092;"M";"junior";54582,8;91282,8;71230,6;54582,8;139134,9;83760,9352941176;54582,8;139134,9;80129,05;20352,7;139134,9;71533,4875;20352,7;139134,9;65293,9378378378;20352,7;139134,9;62005,2409090909;"1"
"monthly";9135;"OWNER";9798;372120;60;6202;"1";27419;"M";"gold";46580,5;68195,1;61623,42;36427,5;68195,1;55257,7909090909;31197,8;68195,1;51337,3;31197,8;122824,9;57146,684;31197,8;122824,9;63752,9787878788;31197,8;128495,4;66177,4609756098;"1"
"monthly";9135;"DISPONENT";9798;372120;60;6202;"1";24717;"F";"0.NA";46580,5;68195,1;61623,42;36427,5;68195,1;55257,7909090909;31197,8;68195,1;51337,3;31197,8;122824,9;57146,684;31197,8;122824,9;63752,9787878788;31197,8;128495,4;66177,4609756098;"0"
"after_tr";9138;"OWNER";9321;98592;24;4108;"1";34325;"F";"0.NA";43871,9;78713,7;68320,9857142857;41738,7;78713,7;64871,7833333333;41738,7;78713,7;64255,1875;41738,7;78713,7;62884,9578947368;35936,2;78713,7;60466,15;25018,7;78713,7;56257,708;"0"
"monthly";9141;"OWNER";9546;56100;60;935;"1";32329;"M";"0.NA";12299,2;21623,2;15228,52;12299,2;22404,6;15625,6923076923;9184,5;24370,5;14942,305;9184,5;24370,5;14714,2148148148;9184,5;24370,5;15020,3212121212;9184,5;28644,1;15696,6615384615;"0"
"monthly";9145;"OWNER";9305;198240;24;8260;"1";31459;"M";"0.NA";32492,2;51947,2;41106,95;32357,5;51947,2;39218,6142857143;30387;51947,2;38053,13;19313;51947,2;35570,0230769231;13270;51947,2;32996,6866666667;300;51947,2;30953,14375;"0"
"weekly";9147;"OWNER";9495;309600;48;6450;"1";2002;"M";"0.NA";35488,1;101577,1;60893,8714285714;35488,1;101577,1;56427,8466666667;35488,1;101577,1;56816,2904761905;23278,8;101577,1;53829,8185185185;23278,8;101577,1;54195,2272727273;23278,8;101577,1;56132,9052631579;"0"
"monthly";9148;"OWNER";9389;309552;48;6449;"1";23769;"M";"0.NA";43696,4;82390,4;57939,32;35709,2;82390,4;53678,7636363636;35709,2;82390,4;53453,3611111111;35709,2;121713,2;57539,2826086956;35709,2;121713,2;59398,55;35709,2;121713,2;60057,4965517241;"0"
"weekly";9149;"OWNER";9765;96168;12;8014;"1";954;"F";"gold";3609,3;26709,3;20302,0285714286;3609,3;32584,8;23998,4076923077;3609,3;45541,1;29498,295;3609,3;69152,8;38214,8571428571;3609,3;69152,8;40718,4722222222;3609,3;81983,6;42321,9822222222;"1"
"monthly";9151;"OWNER";9842;155616;48;3242;"1";464;"F";"0.NA";48526,2;75294,1;54734,2375;42652,2;75294,1;51280,30625;42463,3;75294,1;50042,7875;37563,8;75294,1;48554,4709677419;32890,2;75294,1;46868,7684210526;18983,2;75294,1;43089,2361702128;"0"
"monthly";9151;"DISPONENT";9842;155616;48;3242;"1";3447;"M";"0.NA";48526,2;75294,1;54734,2375;42652,2;75294,1;51280,30625;42463,3;75294,1;50042,7875;37563,8;75294,1;48554,4709677419;32890,2;75294,1;46868,7684210526;18983,2;75294,1;43089,2361702128;"0"
"monthly";9151;"OWNER";9615;49440;60;824;"1";35342;"F";"0.NA";38384,6;58636,6;46280,925;30503,6;58636,6;42025,7684210526;30503,6;58636,6;41279,0035714286;30503,6;66852,3;44153,3071428571;30503,6;74419,8;46066,6632653061;30503,6;74419,8;47019,2614035088;"0"
"monthly";9155;"OWNER";9547;290700;60;4845;"0";32564;"F";"0.NA";-2825,2;11574,8;231,7;-2825,2;19592,9;6841,25384615385;-2825,2;47447,6;16704,38;-2825,2;119007,6;32895,46;-2825,2;119007,6;37919,1485714286;-2825,2;119007,6;44236,4738095238;"0"
"monthly";9159;"OWNER";9468;217152;36;6032;"1";1648;"M";"classic";42067,7;71603,7;53130;35225,6;75461,6;52237,2307692308;35225,6;75461,6;51617,4;32450,2;75461,6;49149,972;25379,2;75461,6;46549,5375;25379,2;75461,6;46669,0268292683;"1"
"monthly";9167;"OWNER";9457;73056;48;1522;"1";351;"M";"0.NA";15853,7;23062,3;20589,7285714286;15853,7;25480,9;21773,4857142857;15853,7;25480,9;22379,0545454545;15853,7;27152,3;22809,6103448276;15853,7;33555,4;23980,5805555556;15853,7;33555,4;24516,4925;"0"
