Day,Len,State,EV,Dem,GOP,Ind,Date,,,,,,,,Pollster
 59.5,6,Montana,4,35,56,,Mar 02,,,,,,,,Emerson Coll.-6
 44.5,4,Montana,4,29,51,,Feb 15,,,,,,,,SurveyUSA-4
264.5,4,Nebraska,5,40,56,,Sep 22,,,,,,,,SurveyUSA-4
238.0,5,Nebraska,5,37,54,,Aug 27,,,,,,,,SurveyUSA-5
115.5,2,Nebraska,5,34,57,,Apr 25,,,,,,,,PPP-2
108.0,9,Nebraska,5,39,50,,Apr 21,,,,,,,,Zogby-9
292.0,5,Nevada,6,49,48,,Oct 20,,,,,,,,Morning Consult-5
285.5,8,Nevada,6,47,49,,Oct 15,,,,,,,,Fabrizio + Anzalone-8
284.5,10,Nevada,6,49,45,,Oct 15,,,,,,,,Morning Consult-10
280.5,4,Nevada,6,49,48,,Oct 08,,,,,,,,Emerson Coll.-4
280.5,16,Nevada,6,48,48,,Oct 14,,,,,,,,George Mason U.-16
277.0,11,Nevada,6,43,49,,Oct 08,,,,,,,,Fabrizio + GBAO-11
270.0,7,Nevada,6,48,47,,Sep 29,,,,,,,,GSG + NSOR-7
266.0,7,Nevada,6,48,47,,Sep 25,,,,,,,,BSG + GS for Cook-7
266.0,7,Nevada,6,52,45,,Sep 25,,,,,,,,Morning Consult-7
260.5,4,Nevada,6,49,49,,Sep 18,,,,,,,,Emerson Coll.-4
257.5,10,Nevada,6,51,47,,Sep 18,,,,,,,,Morning Consult-10
256.5,8,Nevada,6,48,47,,Sep 16,,,,,,,,Noble Predictive Insights-8
247.5,10,Nevada,6,48,48,,Sep 08,,,,,,,,Morning Consult-10
243.0,3,Nevada,6,47,48,,Aug 31,,,,,,,,Insider Advantage-3
241.5,12,Nevada,6,49,46,,Sep 03,,,,,,,,YouGov-12
239.5,4,Nevada,6,49,48,,Aug 28,,,,,,,,Emerson Coll.-4
239.0,7,Nevada,6,48,47,,Aug 29,,,,,,,,SSRS for CNN-7
237.5,4,Nevada,6,49,45,,Aug 26,,,,,,,,Morning Consult-4
237.5,4,Nevada,6,50,48,,Aug 26,,,,,,,,Beacon + Shaw for Fox-4
223.5,8,Nevada,6,48,42,,Aug 14,,,,,,,,Strategies 360-8
223.0,9,Nevada,6,46,48,,Aug 14,,,,,,,,Siena Coll.-9
211.5,8,Nevada,6,45,48,,Aug 02,,,,,,,,BSG + GS for Cook-8
208.0,5,Nevada,6,47,45,,Jul 28,,,,,,,,Morning Consult-5
197.5,2,Nevada,6,40,43,,Jul 16,,,,,,,,Emerson Coll.-2
197.5,2,Nevada,6,42,49,,Jul 16,,,,,,,,Insider Advantage-2
190.0,9,Nevada,6,42,46,,Jul 12,,,,,,,,YouGov-9
184.5,4,Nevada,6,45,48,,Jul 04,,,,,,,,Morning Consult-4
183.0,3,Nevada,6,41,47,,Jul 02,,,,,,,,Emerson Coll.-3
167.5,6,Nevada,6,50,50,,Jun 18,,,,,,,,Emerson Coll.-6
167.0,7,Nevada,6,45,48,,Jun 18,,,,,,,,Fabrizio + Anzalone-7
154.5,4,Nevada,6,45,50,,Jun 04,,,,,,,,Beacon + Shaw for Fox-4
141.0,3,Nevada,6,43,51,,May 21,,,,,,,,Florida Atlantic U.-3
131.0,7,Nevada,6,47,47,,May 13,,,,,,,,Morning Consult-7
130.5,8,Nevada,6,40,49,,May 13,,,,,,,,BSG + GS for Cook-8
124.5,12,Nevada,6,38,51,,May 09,,,,,,,,Siena Coll.-12
118.0,5,Nevada,6,49,51,,Apr 29,,,,,,,,Emerson Coll.-5
108.0,9,Nevada,6,44,50,,Apr 21,,,,,,,,Zogby-9
101.5,6,Nevada,6,43,51,,Apr 13,,,,,,,,Morning Consult-6
 80.5,8,Nevada,6,44,48,,Mar 24,,,,,,,,Fabrizio + GBAO-8
 73.5,4,Nevada,6,49,51,,Mar 15,,,,,,,,Emerson Coll.-4
 71.5,8,Nevada,6,44,46,,Mar 15,,,,,,,,Morning Consult-8
 61.0,9,Nevada,6,40,45,,Mar 05,,,,,,,,Noble Predictive Insights-9
 48.5,4,Nevada,6,40,46,,Feb 19,,,,,,,,Emerson Coll.-4
 47.0,9,Nevada,6,42,48,,Feb 20,,,,,,,,Morning Consult-9
 18.5,6,Nevada,6,40,48,,Jan 21,,,,,,,,Morning Consult-6
296.0,3,New Hampshire,4,50,47,,Oct 23,,,,,,,,Emerson Coll.-3
285.5,14,New Hampshire,4,59,38,,Oct 18,,,,,,,,The Dartmouth Poll-14
279.0,7,New Hampshire,4,50,41,,Oct 08,,,,,,,,U. of Mass.-7
275.5,2,New Hampshire,4,51,44,,Oct 02,,,,,,,,St. Anselm Coll.-2
258.0,5,New Hampshire,4,54,43,,Sep 16,,,,,,,,U. of New Hampshire-5
255.5,2,New Hampshire,4,51,43,,Sep 12,,,,,,,,St. Anselm Coll.-2
230.0,5,New Hampshire,4,52,47,,Aug 19,,,,,,,,U. of New Hampshire-5
226.5,2,New Hampshire,4,51,44,,Aug 14,,,,,,,,St. Anselm Coll.-2
209.0,3,New Hampshire,4,50,46,,Jul 28,,,,,,,,Emerson Coll.-3
206.5,2,New Hampshire,4,50,44,,Jul 25,,,,,,,,St. Anselm Coll.-2
206.0,3,New Hampshire,4,53,46,,Jul 25,,,,,,,,U. of New Hampshire-3
202.0,3,New Hampshire,4,39,40,,Jul 21,,,,,,,,Praecones Analytica-3
180.5,2,New Hampshire,4,42,44,,Jun 29,,,,,,,,St. Anselm Coll.-2
139.0,5,New Hampshire,4,52,48,,May 20,,,,,,,,U. of New Hampshire-5
138.5,6,New Hampshire,4,37,37,,May 20,,,,,,,,Praecones Analytica-6
131.0,9,New Hampshire,4,42,36,,May 14,,,,,,,,U. of Mass.-9
108.0,9,New Hampshire,4,48,44,,Apr 21,,,,,,,,Zogby-9
 16.0,3,New Hampshire,4,52,45,,Jan 17,,,,,,,,Marist Coll.-3
  5.0,5,New Hampshire,4,42,34,,Jan 07,,,,,,,,Suffolk U.-5
108.0,9,New Jersey,14,51,42,,Apr 21,,,,,,,,Zogby-9
 87.5,4,New Jersey,14,46,39,,Mar 29,,,,,,,,Emerson Coll.-4
288.0,9,New Mexico,5,50,41,,Oct 18,,,,,,,,Research and Polling-9
259.0,7,New Mexico,5,50,42,,Sep 18,,,,,,,,SurveyUSA-7
253.5,8,New Mexico,5,49,39,,Sep 13,,,,,,,,Research and Polling-8
234.0,3,New Mexico,5,54,46,,Aug 22,,,,,,,,Emerson Coll.-3
165.5,2,New Mexico,5,48,41,,Jun 14,,,,,,,,PPP-2
108.0,9,New Mexico,5,49,42,,Apr 21,,,,,,,,Zogby-9
289.0,5,New York,28,58,39,,Oct 17,,,,,,,,Siena Coll.-5
268.0,3,New York,28,54,40,,Sep 25,,,,,,,,Emerson Coll.-3
257.5,6,New York,28,55,42,,Sep 16,,,,,,,,Siena Coll.-6
224.0,21,New York,28,58,42,,Aug 21,,,,,,,,Activote-21
212.0,5,New York,28,53,39,,Aug 01,,,,,,,,Siena Coll.-5
200.5,2,New York,28,52,41,,Jul 19,,,,,,,,SoCal Research-2
164.5,2,New York,28,47,39,,Jun 13,,,,,,,,Siena Coll.-2
149.5,2,New York,28,55,45,,May 29,,,,,,,,Emerson Coll.-2
135.0,3,New York,28,47,38,,May 15,,,,,,,,Siena Coll.-3
108.0,9,New York,28,48,42,,Apr 21,,,,,,,,Zogby-9
107.0,3,New York,28,47,37,,Apr 17,,,,,,,,Siena Coll.-3
 44.0,3,New York,28,48,36,,Feb 14,,,,,,,,Siena Coll.-3
 15.5,4,New York,28,46,37,,Jan 17,,,,,,,,Siena Coll.-4
295.5,2,North Carolina,16,48,50,,Oct 22,,,,,,,,Emerson Coll.-2
293.5,6,North Carolina,16,48,50,,Oct 22,,,,,,,,Marist Coll.-6
292.5,4,North Carolina,16,47,46,,Oct 20,,,,,,,,SurveyUSA-4
292.0,5,North Carolina,16,48,50,,Oct 20,,,,,,,,Morning Consult-5
286.0,5,North Carolina,16,50,47,,Oct 14,,,,,,,,Quinnipiac U.-5
284.5,10,North Carolina,16,48,49,,Oct 15,,,,,,,,Morning Consult-10
280.5,4,North Carolina,16,49,50,,Oct 08,,,,,,,,Emerson Coll.-4
280.5,16,North Carolina,16,47,50,,Oct 14,,,,,,,,George Mason U.-16
277.0,11,North Carolina,16,47,47,,Oct 08,,,,,,,,Fabrizio + GBAO-11
271.5,2,North Carolina,16,49,50,,Sep 28,,,,,,,,Emerson Coll.-2
271.0,5,North Carolina,16,48,49,,Sep 29,,,,,,,,Quinnipiac U.-5
271.0,5,North Carolina,16,48,50,,Sep 29,,,,,,,,George Mason U.-5
270.0,7,North Carolina,16,47,48,,Sep 29,,,,,,,,GSG + NSOR-7
268.5,4,North Carolina,16,47,49,,Sep 26,,,,,,,,East Carolina U.-4
268.5,10,North Carolina,16,48,48,,Sep 29,,,,,,,,High Point U.-10
266.0,7,North Carolina,16,49,49,,Sep 25,,,,,,,,BSG + GS for Cook-7
266.0,7,North Carolina,16,50,48,,Sep 25,,,,,,,,Morning Consult-7
264.5,6,North Carolina,16,49,49,,Sep 23,,,,,,,,Marist Coll.-6
263.0,5,North Carolina,16,47,49,,Sep 21,,,,,,,,Siena Coll.-5
261.0,3,North Carolina,16,45,49,,Sep 18,,,,,,,,Victory Insights-3
260.5,4,North Carolina,16,50,49,,Sep 18,,,,,,,,Emerson Coll.-4
258.0,7,North Carolina,16,47,50,,Sep 17,,,,,,,,Fabrizio + Anzalone-7
257.5,10,North Carolina,16,49,47,,Sep 18,,,,,,,,Morning Consult-10
252.5,10,North Carolina,16,46,45,,Sep 13,,,,,,,,YouGov-10
250.0,5,North Carolina,16,50,47,,Sep 08,,,,,,,,Quinnipiac U.-5
249.5,2,North Carolina,16,47,48,,Sep 06,,,,,,,,Florida Atlantic U.-2
249.5,4,North Carolina,16,49,46,,Sep 07,,,,,,,,SurveyUSA-4
247.5,10,North Carolina,16,48,48,,Sep 08,,,,,,,,Morning Consult-10
243.0,3,North Carolina,16,48,49,,Aug 31,,,,,,,,Insider Advantage-3
241.5,12,North Carolina,16,46,47,,Sep 03,,,,,,,,YouGov-12
240.0,3,North Carolina,16,47,48,,Aug 28,,,,,,,,East Carolina U.-3
239.5,4,North Carolina,16,48,49,,Aug 28,,,,,,,,Emerson Coll.-4
237.5,4,North Carolina,16,49,47,,Aug 26,,,,,,,,Morning Consult-4
237.5,4,North Carolina,16,49,50,,Aug 26,,,,,,,,Beacon + Shaw for Fox-4
233.0,3,North Carolina,16,47,47,,Aug 21,,,,,,,,SurveyUSA-3
231.5,26,North Carolina,16,50,50,,Aug 31,,,,,,,,Activote-26
224.5,6,North Carolina,16,49,46,,Aug 14,,,,,,,,Siena Coll.-6
220.0,5,North Carolina,16,46,46,,Aug 09,,,,,,,,YouGov-5
211.5,8,North Carolina,16,48,47,,Aug 02,,,,,,,,BSG + GS for Cook-8
208.0,5,North Carolina,16,46,48,,Jul 28,,,,,,,,Morning Consult-5
197.5,2,North Carolina,16,38,47,,Jul 16,,,,,,,,Emerson Coll.-2
190.0,9,North Carolina,16,40,44,,Jul 12,,,,,,,,YouGov-9
184.5,4,North Carolina,16,43,46,,Jul 04,,,,,,,,Morning Consult-4
153.5,4,North Carolina,16,43,48,,Jun 03,,,,,,,,East Carolina U.-4
131.0,7,North Carolina,16,42,49,,May 13,,,,,,,,Morning Consult-7
130.5,8,North Carolina,16,41,48,,May 13,,,,,,,,BSG + GS for Cook-8
126.5,8,North Carolina,16,42,44,,May 09,,,,,,,,High Point U.-8
118.0,5,North Carolina,16,48,52,,Apr 29,,,,,,,,Emerson Coll.-5
108.0,9,North Carolina,16,45,49,,Apr 21,,,,,,,,Zogby-9
105.0,7,North Carolina,16,39,41,,Apr 17,,,,,,,,Meredith Coll.-7
102.0,5,North Carolina,16,43,49,,Apr 13,,,,,,,,Mason Dixon-5
101.5,6,North Carolina,16,41,51,,Apr 13,,,,,,,,Morning Consult-6
 97.0,5,North Carolina,16,46,48,,Apr 08,,,,,,,,Quinnipiac U.-5
 86.0,9,North Carolina,16,42,45,,Mar 30,,,,,,,,High Point University-9
 80.5,8,North Carolina,16,43,49,,Mar 24,,,,,,,,Fabrizio + GBAO-8
 79.0,1,North Carolina,16,44,45,,Mar 19,,,,,,,,YouGov-1
 72.5,4,North Carolina,16,48,51,,Mar 14,,,,,,,,Marist Coll.-4
 70.0,5,North Carolina,16,43,49,,Mar 12,,,,,,,,Morning Consult-5
 66.0,7,North Carolina,16,45,50,,Mar 09,,,,,,,,SurveyUSA-7
 61.0,5,North Carolina,16,40,54,,Mar 03,,,,,,,,Florida Atlantic U.-5
 47.0,9,North Carolina,16,41,50,,Feb 20,,,,,,,,Morning Consult-9
 46.0,3,North Carolina,16,44,47,,Feb 16,,,,,,,,Emerson Coll.-3
 41.0,5,North Carolina,16,45,50,,Feb 12,,,,,,,,Beacon+Shaw for Fox-5
108.0,9,North Dakota,3,37,55,,Apr 21,,,,,,,,Zogby-9
289.5,12,Ohio,17,43,50,,Oct 21,,,,,,,,YouGov-12
284.5,10,Ohio,17,45,52,,Oct 15,,,,,,,,Morning Consult-10
279.0,5,Ohio,17,45,51,,Oct 07,,,,,,,,George Mason U.-5
279.0,5,Ohio,17,46,52,,Oct 07,,,,,,,,Marist Coll.-5
267.5,6,Ohio,17,44,50,,Sep 26,,,,,,,,Siena Coll.-6
266.5,10,Ohio,17,44,51,,Sep 27,,,,,,,,YouGov-10
257.5,10,Ohio,17,43,52,,Sep 18,,,,,,,,Morning Consult-10
248.0,3,Ohio,17,43,53,,Sep 05,,,,,,,,Emerson Coll.-3
247.5,10,Ohio,17,44,52,,Sep 08,,,,,,,,Morning Consult-10
225.0,21,Ohio,17,44,56,,Aug 22,,,,,,,,Activote-21
207.5,6,Ohio,17,42,52,,Jul 28,,,,,,,,Fabrizio + Anzalone-6
156.5,4,Ohio,17,41,48,,Jun 06,,,,,,,,Marist Coll.-4
108.0,9,Ohio,17,42,52,,Apr 21,,,,,,,,Zogby-9
 73.0,1,Ohio,17,40,51,,Mar 13,,,,,,,,Florida Atlantic U.-1
 69.5,4,Ohio,17,38,48,,Mar 11,,,,,,,,East Carolina U.-4
 68.5,4,Ohio,17,45,55,,Mar 10,,,,,,,,Emerson Coll.-4
 68.5,6,Ohio,17,38,50,,Mar 11,,,,,,,,SurveyUSA-6
 24.0,3,Ohio,17,36,47,,Jan 25,,,,,,,,Emerson Coll.-3
239.5,8,Oklahoma,7,40,56,,Aug 30,,,,,,,,Sooner Poll-8
108.0,9,Oklahoma,7,40,53,,Apr 21,,,,,,,,Zogby-9
 61.5,4,Oklahoma,7,31,59,,Mar 03,,,,,,,,Florida Atlantic U.-4
290.5,2,Oregon,8,53,41,,Oct 17,,,,,,,,PPP-2
108.0,9,Oregon,8,47,44,,Apr 21,,,,,,,,Zogby-9
105.5,4,Oregon,8,54,34,,Apr 16,,,,,,,,Civiqs-4
295.5,2,Pennsylvania,19,49,51,,Oct 22,,,,,,,,Emerson Coll.-2
292.0,5,Pennsylvania,19,50,48,,Oct 20,,,,,,,,Morning Consult-5
288.5,12,Pennsylvania,19,49,50,,Oct 20,,,,,,,,Franklin + Marshall Coll.-12
284.5,10,Pennsylvania,19,49,48,,Oct 15,,,,,,,,Morning Consult-10
282.5,4,Pennsylvania,19,50,47,,Oct 10,,,,,,,,Siena Coll.-4
280.5,4,Pennsylvania,19,49,50,,Oct 08,,,,,,,,Emerson Coll.-4
280.5,16,Pennsylvania,19,49,47,,Oct 14,,,,,,,,George Mason U.-16
280.0,3,Pennsylvania,19,50,49,,Oct 07,,,,,,,,Research Co.-3
279.5,8,Pennsylvania,19,46,45,,Oct 09,,,,,,,,U. of Mass.-8
279.0,5,Pennsylvania,19,49,47,,Oct 07,,,,,,,,Quinnipiac U.-5
278.5,6,Pennsylvania,19,47,48,,Oct 07,,,,,,,,U. of Austin-6
277.0,11,Pennsylvania,19,46,47,,Oct 08,,,,,,,,Fabrizio + GBAO-11
271.5,2,Pennsylvania,19,49,49,,Sep 28,,,,,,,,Emerson Coll.-2
271.0,9,Pennsylvania,19,47,45,,Oct 01,,,,,,,,YouGov-9
270.0,7,Pennsylvania,19,48,48,,Sep 29,,,,,,,,GSG + NSOR-7
266.0,7,Pennsylvania,19,50,49,,Sep 25,,,,,,,,BSG + GS for Cook-7
266.0,7,Pennsylvania,19,51,46,,Sep 25,,,,,,,,Morning Consult-7
264.5,8,Pennsylvania,19,50,47,,Sep 24,,,,,,,,Fabrizio + Anzalone-8
261.5,4,Pennsylvania,19,48,48,,Sep 19,,,,,,,,Muhlenberg Coll.-4
260.5,4,Pennsylvania,19,50,49,,Sep 18,,,,,,,,Emerson Coll.-4
259.0,7,Pennsylvania,19,52,47,,Sep 18,,,,,,,,MassINC-7
259.0,9,Pennsylvania,19,48,46,,Sep 19,,,,,,,,U. of Mass.-9
259.0,9,Pennsylvania,19,48,46,,Sep 19,,,,,,,,YouGov-9
258.0,5,Pennsylvania,19,48,48,,Sep 16,,,,,,,,Braun Research-5
258.0,5,Pennsylvania,19,48,48,,Sep 16,,,,,,,,George Mason U.-5
258.0,5,Pennsylvania,19,51,46,,Sep 16,,,,,,,,Quinnipiac U.-5
257.5,6,Pennsylvania,19,49,49,,Sep 16,,,,,,,,Marist Coll.-6
257.5,6,Pennsylvania,19,50,46,,Sep 16,,,,,,,,Siena Coll.-6
257.5,10,Pennsylvania,19,49,47,,Sep 18,,,,,,,,Morning Consult-10
257.0,5,Pennsylvania,19,49,46,,Sep 15,,,,,,,,Suffolk U.-5
253.5,12,Pennsylvania,19,49,46,,Sep 15,,,,,,,,Franklin + Marshall Coll.-12
248.5,4,Pennsylvania,19,50,50,,Sep 06,,,,,,,,YouGov-4
247.5,10,Pennsylvania,19,49,46,,Sep 08,,,,,,,,Morning Consult-10
241.5,12,Pennsylvania,19,46,45,,Sep 03,,,,,,,,YouGov-12
241.0,3,Pennsylvania,19,49,49,,Aug 29,,,,,,,,Wick-3
239.5,4,Pennsylvania,19,48,48,,Aug 28,,,,,,,,Emerson Coll.-4
239.0,7,Pennsylvania,19,47,47,,Aug 29,,,,,,,,SSRS for CNN-7
237.5,4,Pennsylvania,19,51,47,,Aug 26,,,,,,,,Morning Consult-4
236.0,1,Pennsylvania,19,47,48,,Aug 23,,,,,,,,SoCal Research-1
231.5,2,Pennsylvania,19,46,47,,Aug 19,,,,,,,,Insider Advantage-2
226.5,2,Pennsylvania,19,49,51,,Aug 14,,,,,,,,Emerson Coll.-2
226.5,18,Pennsylvania,19,51,49,,Aug 22,,,,,,,,Activote-18
223.0,5,Pennsylvania,19,50,47,,Aug 12,,,,,,,,Quinnipiac U.-5
220.0,5,Pennsylvania,19,50,46,,Aug 09,,,,,,,,Siena Coll.-5
218.5,12,Pennsylvania,19,46,43,,Aug 11,,,,,,,,Franklin + Marshall Coll.-12
211.5,2,Pennsylvania,19,47,48,,Jul 30,,,,,,,,PPP-2
211.5,8,Pennsylvania,19,49,48,,Aug 02,,,,,,,,BSG + GS for Cook-8
208.0,5,Pennsylvania,19,46,50,,Jul 28,,,,,,,,Morning Consult-5
205.0,3,Pennsylvania,19,49,49,,Jul 24,,,,,,,,Beacon + Shaw for Fox-3
204.5,2,Pennsylvania,19,46,48,,Jul 23,,,,,,,,Emerson Coll.-2
202.5,2,Pennsylvania,19,46,50,,Jul 21,,,,,,,,SoCal Research-2
199.5,2,Pennsylvania,19,44,49,,Jul 18,,,,,,,,PPP-2
197.5,2,Pennsylvania,19,40,46,,Jul 16,,,,,,,,Emerson Coll.-2
197.5,2,Pennsylvania,19,45,49,,Jul 16,,,,,,,,Insider Advantage-2
196.5,4,Pennsylvania,19,42,46,,Jul 16,,,,,,,,Civiqs-4
193.5,2,Pennsylvania,19,45,51,,Jul 12,,,,,,,,PPP-2
192.0,3,Pennsylvania,19,45,48,,Jul 11,,,,,,,,Siena Coll.-3
190.0,9,Pennsylvania,19,40,43,,Jul 12,,,,,,,,YouGov-9
184.5,4,Pennsylvania,19,44,51,,Jul 04,,,,,,,,Morning Consult-4
183.0,3,Pennsylvania,19,43,48,,Jul 02,,,,,,,,Emerson Coll.-3
167.5,6,Pennsylvania,19,49,51,,Jun 18,,,,,,,,Emerson Coll.-6
156.5,4,Pennsylvania,19,45,47,,Jun 06,,,,,,,,Marist Coll.-4
151.5,2,Pennsylvania,19,45,47,,May 31,,,,,,,,Florida Atlantic U.-2
131.0,7,Pennsylvania,19,46,48,,May 13,,,,,,,,Morning Consult-7
130.5,8,Pennsylvania,19,45,48,,May 13,,,,,,,,BSG + GS for Cook-8
124.5,12,Pennsylvania,19,45,48,,May 09,,,,,,,,Siena Coll.-12
118.0,5,Pennsylvania,19,49,51,,Apr 29,,,,,,,,Emerson Coll.-5
118.0,7,Pennsylvania,19,45,49,,Apr 30,,,,,,,,Fabrizio + Anzalone-7
113.0,7,Pennsylvania,19,49,50,,Apr 25,,,,,,,,YouGov-7
111.0,11,Pennsylvania,19,41,44,,Apr 25,,,,,,,,Muhlenberg Coll.-11
108.0,9,Pennsylvania,19,50,45,,Apr 21,,,,,,,,Zogby-9
104.5,6,Pennsylvania,19,48,48,,Apr 16,,,,,,,,Beacon + Shaw for Fox-6
101.5,6,Pennsylvania,19,46,47,,Apr 13,,,,,,,,Morning Consult-6
 85.5,12,Pennsylvania,19,48,38,,Mar 31,,,,,,,,Franklin + Marshall Coll.-12
 80.5,8,Pennsylvania,19,44,47,,Mar 24,,,,,,,,Fabrizio + GBAO-8
 75.5,6,Pennsylvania,19,46,46,,Mar 18,,,,,,,,SSRS for CNN-6
 71.5,4,Pennsylvania,19,48,52,,Mar 13,,,,,,,,Emerson Coll.-4
 70.0,5,Pennsylvania,19,45,45,,Mar 12,,,,,,,,Morning Consult-5
 69.0,5,Pennsylvania,19,47,49,,Mar 11,,,,,,,,Beacon + Shaw for Fox-5
 47.0,9,Pennsylvania,19,43,49,,Feb 20,,,,,,,,Morning Consult-9
 22.5,12,Pennsylvania,19,43,42,,Jan 28,,,,,,,,Franklin + Marshall Coll.-12
261.0,5,Rhode Island,4,52,38,,Sep 19,,,,,,,,Embold Research-5
259.0,7,Rhode Island,4,52,40,,Sep 18,,,,,,,,MassINC-7
258.0,5,Rhode Island,4,58,38,,Sep 16,,,,,,,,U. of New Hampshire-5
161.5,10,Rhode Island,4,40,33,,Jun 14,,,,,,,,Salve Regina U.-10
139.0,5,Rhode Island,4,60,40,,May 20,,,,,,,,U. of New Hampshire-5
108.0,9,Rhode Island,4,48,43,,Apr 21,,,,,,,,Zogby-9
269.0,9,South Carolina,9,42,52,,Sep 29,,,,,,,,Winthrop U.-9
108.0,9,South Carolina,9,40,52,,Apr 21,,,,,,,,Zogby-9
 46.0,3,South Carolina,9,37,51,,Feb 16,,,,,,,,Emerson Coll.-3
 37.0,9,South Carolina,9,35,50,,Feb 10,,,,,,,,Winthrop U.-9
 35.5,8,South Carolina,9,36,54,,Feb 08,,,,,,,,Florida Atlantic U.-8
294.5,4,South Dakota,3,37,62,,Oct 22,,,,,,,,Emerson Coll.-4
288.0,5,South Dakota,3,33,59,,Oct 16,,,,,,,,Mason Dixon-5
132.5,4,South Dakota,3,31,50,,May 13,,,,,,,,Mason Dixon-4
108.0,9,South Dakota,3,32,60,,Apr 21,,,,,,,,Zogby-9
 25.5,6,South Dakota,3,26,55,,Jan 28,,,,,,,,Emerson Coll.-6
225.5,34,Tennessee,11,37,63,,Aug 29,,,,,,,,Activote-34
123.5,14,Tennessee,11,29,47,,May 09,,,,,,,,Vanderbilt U.-14
108.0,9,Tennessee,11,35,59,,Apr 21,,,,,,,,Zogby-9
 84.0,19,Tennessee,11,31,55,,Apr 02,,,,,,,,Targoz Market Research-19
 61.5,4,Tennessee,11,34,59,,Mar 03,,,,,,,,Florida Atlantic U.-4
293.5,4,Texas,40,46,53,,Oct 21,,,,,,,,Emerson Coll.-4
284.5,10,Texas,40,46,50,,Oct 15,,,,,,,,Morning Consult-10
280.0,9,Texas,40,46,51,,Oct 10,,,,,,,,YouGov-9
279.0,5,Texas,40,46,53,,Oct 07,,,,,,,,Marist Coll.-5
278.0,5,Texas,40,45,50,,Oct 06,,,,,,,,Florida Atlantic U.-5
277.0,15,Texas,40,46,51,,Oct 10,,,,,,,,U. of Houston-15
275.5,6,Texas,40,44,50,,Oct 04,,,,,,,,Siena Coll.-6
269.5,2,Texas,40,46,51,,Sep 26,,,,,,,,PPP-2
267.0,3,Texas,40,47,52,,Sep 24,,,,,,,,Emerson Coll.-3
261.0,3,Texas,40,44,50,,Sep 18,,,,,,,,Texas Hispanic Policy Foundation-3
257.5,10,Texas,40,46,50,,Sep 18,,,,,,,,Morning Consult-10
248.0,3,Texas,40,46,50,,Sep 05,,,,,,,,Emerson Coll.-3
247.5,10,Texas,40,43,52,,Sep 08,,,,,,,,Morning Consult-10
240.0,9,Texas,40,44,49,,Aug 31,,,,,,,,U. of Texas-9
237.5,10,Texas,40,44,49,,Aug 29,,,,,,,,YouGov-10
235.5,18,Texas,40,45,55,,Aug 31,,,,,,,,Activote-18
234.5,2,Texas,40,44,49,,Aug 22,,,,,,,,PPP-2
223.5,12,Texas,40,45,50,,Aug 16,,,,,,,,U. of Houston-12
219.5,14,Texas,40,47,53,,Aug 13,,,,,,,,Activote-14
177.5,12,Texas,40,40,49,,Jul 01,,,,,,,,U. of Houston-12
167.5,10,Texas,40,43,48,,Jun 20,,,,,,,,U. of Texas-10
156.5,10,Texas,40,39,46,,Jun 09,,,,,,,,U. of Texas-10
108.0,9,Texas,40,40,50,,Apr 21,,,,,,,,Zogby-9
108.0,11,Texas,40,40,48,,Apr 22,,,,,,,,U. of Texas-11
107.5,10,Texas,40,31,41,,Apr 21,,,,,,,,Texas Lyceum-10
 98.5,6,Texas,40,36,48,,Apr 10,,,,,,,,Texas Hispanic Policy Foundation-6
 79.5,4,Texas,40,44,55,,Mar 21,,,,,,,,Marist Coll.-4
 61.5,4,Texas,40,42,51,,Mar 03,,,,,,,,Florida Atlantic U.-4
 53.0,9,Texas,40,42,46,,Feb 26,,,,,,,,U. of Texas-9
 43.0,21,Texas,40,41,48,,Feb 22,,,,,,,,YouGov-21
 17.5,14,Texas,40,40,49,,Jan 24,,,,,,,,U. of Houston-14
 14.0,3,Texas,40,41,49,,Jan 15,,,,,,,,Emerson Coll.-3
291.0,5,Utah,6,31,63,,Oct 19,,,,,,,,HarrisX-5
278.5,6,Utah,6,38,54,,Oct 07,,,,,,,,Noble Predictive Insights-6
271.5,2,Utah,6,39,54,,Sep 28,,,,,,,,PPP-2
218.5,8,Utah,6,28,60,,Aug 09,,,,,,,,HarrisX-8
157.5,4,Utah,6,25,57,,Jun 07,,,,,,,,HarrisX-4
108.0,9,Utah,6,43,46,,Apr 21,,,,,,,,Zogby-9
103.0,9,Utah,6,23,47,,Apr 16,,,,,,,,Noble Predictive Insights-9
 61.5,4,Utah,6,38,46,,Mar 03,,,,,,,,Florida Atlantic U.-4
 18.5,6,Utah,6,34,47,,Jan 21,,,,,,,,Dan Jones-6
230.0,5,Vermont,3,70,29,,Aug 19,,,,,,,,U. of New Hampshire-5
108.0,9,Vermont,3,56,35,,Apr 21,,,,,,,,Zogby-9
 61.5,4,Vermont,3,59,28,,Mar 03,,,,,,,,Florida Atlantic U.-4
275.0,7,Virginia,13,52,41,,Oct 04,,,,,,,,Christopher Newport U.-7
267.0,3,Virginia,13,53,46,,Sep 24,,,,,,,,Emerson Coll.-3
264.5,10,Virginia,13,43,37,,Sep 25,,,,,,,,Virginia Commonwealth U.-10
257.5,10,Virginia,13,51,44,,Sep 18,,,,,,,,Morning Consult-10
250.0,5,Virginia,13,51,43,,Sep 08,,,,,,,,George Mason U.-5
