"","gutenberg_id","text"
"4956",36,"turning about exactly like the head of a cowled human being. A kind of"
"4957",36,"arm carried a complicated metallic case, about which green flashes"
"4958",36,"scintillated, and out of the funnel of this there smoked the Heat-Ray."
"4959",36,""
"4960",36,"In a few minutes there was, so far as the soldier could see, not a"
"4961",36,"living thing left upon the common, and every bush and tree upon it that"
"4962",36,"was not already a blackened skeleton was burning. The hussars had been"
"4963",36,"on the road beyond the curvature of the ground, and he saw nothing of"
"4964",36,"them. He heard the Maxims rattle for a time and then become still. The"
"4965",36,"giant saved Woking station and its cluster of houses until the last;"
"4966",36,"then in a moment the Heat-Ray was brought to bear, and the town became"
"4967",36,"a heap of fiery ruins. Then the Thing shut off the Heat-Ray, and"
"4968",36,"turning its back upon the artilleryman, began to waddle away towards"
"4969",36,"the smouldering pine woods that sheltered the second cylinder. As it"
"4970",36,"did so a second glittering Titan built itself up out of the pit."
"4971",36,""
"4972",36,"The second monster followed the first, and at that the artilleryman"
"4973",36,"began to crawl very cautiously across the hot heather ash towards"
"4974",36,"Horsell. He managed to get alive into the ditch by the side of the"
"4975",36,"road, and so escaped to Woking. There his story became ejaculatory. The"
"4976",36,"place was impassable. It seems there were a few people alive there,"
"4977",36,"frantic for the most part and many burned and scalded. He was turned"
"4978",36,"aside by the fire, and hid among some almost scorching heaps of broken"
"4979",36,"wall as one of the Martian giants returned. He saw this one pursue a"
"4980",36,"man, catch him up in one of its steely tentacles, and knock his head"
"4981",36,"against the trunk of a pine tree. At last, after nightfall, the"
"4982",36,"artilleryman made a rush for it and got over the railway embankment."
"4983",36,""
"4984",36,"Since then he had been skulking along towards Maybury, in the hope of"
"4985",36,"getting out of danger Londonward. People were hiding in trenches and"
"4986",36,"cellars, and many of the survivors had made off towards Woking village"
"4987",36,"and Send. He had been consumed with thirst until he found one of the"
"4988",36,"water mains near the railway arch smashed, and the water bubbling out"
"4989",36,"like a spring upon the road."
"4990",36,""
"4991",36,"That was the story I got from him, bit by bit. He grew calmer telling"
"4992",36,"me and trying to make me see the things he had seen. He had eaten no"
"4993",36,"food since midday, he told me early in his narrative, and I found some"
"4994",36,"mutton and bread in the pantry and brought it into the room. We lit no"
"4995",36,"lamp for fear of attracting the Martians, and ever and again our hands"
"4996",36,"would touch upon bread or meat. As he talked, things about us came"
"4997",36,"darkly out of the darkness, and the trampled bushes and broken rose"
"4998",36,"trees outside the window grew distinct. It would seem that a number of"
"4999",36,"men or animals had rushed across the lawn. I began to see his face,"
"5000",36,"blackened and haggard, as no doubt mine was also."
"5001",36,""
"5002",36,"When we had finished eating we went softly upstairs to my study, and I"
"5003",36,"looked again out of the open window. In one night the valley had become"
"5004",36,"a valley of ashes. The fires had dwindled now. Where flames had been"
"5005",36,"there were now streamers of smoke; but the countless ruins of shattered"
"5006",36,"and gutted houses and blasted and blackened trees that the night had"
"5007",36,"hidden stood out now gaunt and terrible in the pitiless light of dawn."
"5008",36,"Yet here and there some object had had the luck to escape—a white"
"5009",36,"railway signal here, the end of a greenhouse there, white and fresh"
"5010",36,"amid the wreckage. Never before in the history of warfare had"
"5011",36,"destruction been so indiscriminate and so universal. And shining with"
"5012",36,"the growing light of the east, three of the metallic giants stood about"
"5013",36,"the pit, their cowls rotating as though they were surveying the"
"5014",36,"desolation they had made."
"5015",36,""
"5016",36,"It seemed to me that the pit had been enlarged, and ever and again"
"5017",36,"puffs of vivid green vapour streamed up and out of it towards the"
"5018",36,"brightening dawn—streamed up, whirled, broke, and vanished."
"5019",36,""
"5020",36,"Beyond were the pillars of fire about Chobham. They became pillars of"
"5021",36,"bloodshot smoke at the first touch of day."
"5022",36,""
"5023",36,""
"5024",36,""
"5025",36,""
"5026",36,"XII."
"5027",36,"WHAT I SAW OF THE DESTRUCTION OF WEYBRIDGE AND SHEPPERTON."
"5028",36,""
"5029",36,""
"5030",36,"As the dawn grew brighter we withdrew from the window from which we had"
"5031",36,"watched the Martians, and went very quietly downstairs."
"5032",36,""
"5033",36,"The artilleryman agreed with me that the house was no place to stay in."
"5034",36,"He proposed, he said, to make his way Londonward, and thence rejoin his"
"5035",36,"battery—No. 12, of the Horse Artillery. My plan was to return at once"
"5036",36,"to Leatherhead; and so greatly had the strength of the Martians"
"5037",36,"impressed me that I had determined to take my wife to Newhaven, and go"
"5038",36,"with her out of the country forthwith. For I already perceived clearly"
"5039",36,"that the country about London must inevitably be the scene of a"
"5040",36,"disastrous struggle before such creatures as these could be destroyed."
"5041",36,""
"5042",36,"Between us and Leatherhead, however, lay the third cylinder, with its"
"5043",36,"guarding giants. Had I been alone, I think I should have taken my"
"5044",36,"chance and struck across country. But the artilleryman dissuaded me:"
"5045",36,"“It’s no kindness to the right sort of wife,” he said, “to make her a"
"5046",36,"widow”; and in the end I agreed to go with him, under cover of the"
"5047",36,"woods, northward as far as Street Cobham before I parted with him."
"5048",36,"Thence I would make a big detour by Epsom to reach Leatherhead."
"5049",36,""
"5050",36,"I should have started at once, but my companion had been in active"
"5051",36,"service and he knew better than that. He made me ransack the house for"
"5052",36,"a flask, which he filled with whisky; and we lined every available"
"5053",36,"pocket with packets of biscuits and slices of meat. Then we crept out"
"5054",36,"of the house, and ran as quickly as we could down the ill-made road by"
"5055",36,"which I had come overnight. The houses seemed deserted. In the road lay"
"5056",36,"a group of three charred bodies close together, struck dead by the"
"5057",36,"Heat-Ray; and here and there were things that people had dropped—a"
"5058",36,"clock, a slipper, a silver spoon, and the like poor valuables. At the"
"5059",36,"corner turning up towards the post office a little cart, filled with"
"5060",36,"boxes and furniture, and horseless, heeled over on a broken wheel. A"
"5061",36,"cash box had been hastily smashed open and thrown under the debris."
"5062",36,""
"5063",36,"Except the lodge at the Orphanage, which was still on fire, none of the"
"5064",36,"houses had suffered very greatly here. The Heat-Ray had shaved the"
"5065",36,"chimney tops and passed. Yet, save ourselves, there did not seem to be"
"5066",36,"a living soul on Maybury Hill. The majority of the inhabitants had"
"5067",36,"escaped, I suppose, by way of the Old Woking road—the road I had taken"
"5068",36,"when I drove to Leatherhead—or they had hidden."
"5069",36,""
"5070",36,"We went down the lane, by the body of the man in black, sodden now from"
"5071",36,"the overnight hail, and broke into the woods at the foot of the hill."
"5072",36,"We pushed through these towards the railway without meeting a soul. The"
"5073",36,"woods across the line were but the scarred and blackened ruins of"
"5074",36,"woods; for the most part the trees had fallen, but a certain proportion"
"5075",36,"still stood, dismal grey stems, with dark brown foliage instead of"
"5076",36,"green."
"5077",36,""
"5078",36,"On our side the fire had done no more than scorch the nearer trees; it"
"5079",36,"had failed to secure its footing. In one place the woodmen had been at"
"5080",36,"work on Saturday; trees, felled and freshly trimmed, lay in a clearing,"
"5081",36,"with heaps of sawdust by the sawing-machine and its engine. Hard by was"
"5082",36,"a temporary hut, deserted. There was not a breath of wind this morning,"
"5083",36,"and everything was strangely still. Even the birds were hushed, and as"
"5084",36,"we hurried along I and the artilleryman talked in whispers and looked"
"5085",36,"now and again over our shoulders. Once or twice we stopped to listen."
"5086",36,""
"5087",36,"After a time we drew near the road, and as we did so we heard the"
"5088",36,"clatter of hoofs and saw through the tree stems three cavalry soldiers"
"5089",36,"riding slowly towards Woking. We hailed them, and they halted while we"
"5090",36,"hurried towards them. It was a lieutenant and a couple of privates of"
"5091",36,"the 8th Hussars, with a stand like a theodolite, which the artilleryman"
"5092",36,"told me was a heliograph."
"5093",36,""
"5094",36,"“You are the first men I’ve seen coming this way this morning,” said"
"5095",36,"the lieutenant. “What’s brewing?”"
"5096",36,""
"5097",36,"His voice and face were eager. The men behind him stared curiously. The"
"5098",36,"artilleryman jumped down the bank into the road and saluted."
"5099",36,""
"5100",36,"“Gun destroyed last night, sir. Have been hiding. Trying to rejoin"
"5101",36,"battery, sir. You’ll come in sight of the Martians, I expect, about"
"5102",36,"half a mile along this road.”"
"5103",36,""
"5104",36,"“What the dickens are they like?” asked the lieutenant."
"5105",36,""
"5106",36,"“Giants in armour, sir. Hundred feet high. Three legs and a body like"
"5107",36,"’luminium, with a mighty great head in a hood, sir.”"
"5108",36,""
"5109",36,"“Get out!” said the lieutenant. “What confounded nonsense!”"
"5110",36,""
"5111",36,"“You’ll see, sir. They carry a kind of box, sir, that shoots fire and"
"5112",36,"strikes you dead.”"
"5113",36,""
"5114",36,"“What d’ye mean—a gun?”"
"5115",36,""
"5116",36,"“No, sir,” and the artilleryman began a vivid account of the Heat-Ray."
"5117",36,"Halfway through, the lieutenant interrupted him and looked up at me. I"
"5118",36,"was still standing on the bank by the side of the road."
"5119",36,""
"5120",36,"“It’s perfectly true,” I said."
"5121",36,""
"5122",36,"“Well,” said the lieutenant, “I suppose it’s my business to see it too."
"5123",36,"Look here”—to the artilleryman—“we’re detailed here clearing people out"
"5124",36,"of their houses. You’d better go along and report yourself to"
"5125",36,"Brigadier-General Marvin, and tell him all you know. He’s at Weybridge."
"5126",36,"Know the way?”"
"5127",36,""
"5128",36,"“I do,” I said; and he turned his horse southward again."
"5129",36,""
"5130",36,"“Half a mile, you say?” said he."
"5131",36,""
"5132",36,"“At most,” I answered, and pointed over the treetops southward. He"
"5133",36,"thanked me and rode on, and we saw them no more."
"5134",36,""
"5135",36,"Farther along we came upon a group of three women and two children in"
"5136",36,"the road, busy clearing out a labourer’s cottage. They had got hold of"
"5137",36,"a little hand truck, and were piling it up with unclean-looking bundles"
"5138",36,"and shabby furniture. They were all too assiduously engaged to talk to"
"5139",36,"us as we passed."
"5140",36,""
"5141",36,"By Byfleet station we emerged from the pine trees, and found the"
"5142",36,"country calm and peaceful under the morning sunlight. We were far"
"5143",36,"beyond the range of the Heat-Ray there, and had it not been for the"
"5144",36,"silent desertion of some of the houses, the stirring movement of"
"5145",36,"packing in others, and the knot of soldiers standing on the bridge over"
"5146",36,"the railway and staring down the line towards Woking, the day would"
"5147",36,"have seemed very like any other Sunday."
"5148",36,""
"5149",36,"Several farm waggons and carts were moving creakily along the road to"
"5150",36,"Addlestone, and suddenly through the gate of a field we saw, across a"
"5151",36,"stretch of flat meadow, six twelve-pounders standing neatly at equal"
"5152",36,"distances pointing towards Woking. The gunners stood by the guns"
"5153",36,"waiting, and the ammunition waggons were at a business-like distance."
"5154",36,"The men stood almost as if under inspection."
"5155",36,""
"5156",36,"“That’s good!” said I. “They will get one fair shot, at any rate.”"
"5157",36,""
"5158",36,"The artilleryman hesitated at the gate."
"5159",36,""
"5160",36,"“I shall go on,” he said."
"5161",36,""
"5162",36,"Farther on towards Weybridge, just over the bridge, there were a number"
"5163",36,"of men in white fatigue jackets throwing up a long rampart, and more"
"5164",36,"guns behind."
"5165",36,""
"5166",36,"“It’s bows and arrows against the lightning, anyhow,” said the"
"5167",36,"artilleryman. “They ’aven’t seen that fire-beam yet.”"
"5168",36,""
"5169",36,"The officers who were not actively engaged stood and stared over the"
"5170",36,"treetops southwestward, and the men digging would stop every now and"
"5171",36,"again to stare in the same direction."
"5172",36,""
"5173",36,"Byfleet was in a tumult; people packing, and a score of hussars, some"
"5174",36,"of them dismounted, some on horseback, were hunting them about. Three"
"5175",36,"or four black government waggons, with crosses in white circles, and an"
"5176",36,"old omnibus, among other vehicles, were being loaded in the village"
"5177",36,"street. There were scores of people, most of them sufficiently"
"5178",36,"sabbatical to have assumed their best clothes. The soldiers were having"
"5179",36,"the greatest difficulty in making them realise the gravity of their"
"5180",36,"position. We saw one shrivelled old fellow with a huge box and a score"
"5181",36,"or more of flower pots containing orchids, angrily expostulating with"
"5182",36,"the corporal who would leave them behind. I stopped and gripped his"
"5183",36,"arm."
"5184",36,""
"5185",36,"“Do you know what’s over there?” I said, pointing at the pine tops that"
"5186",36,"hid the Martians."
"5187",36,""
"5188",36,"“Eh?” said he, turning. “I was explainin’ these is vallyble.”"
"5189",36,""
"5190",36,"“Death!” I shouted. “Death is coming! Death!” and leaving him to digest"
"5191",36,"that if he could, I hurried on after the artillery-man. At the corner I"
"5192",36,"looked back. The soldier had left him, and he was still standing by his"
"5193",36,"box, with the pots of orchids on the lid of it, and staring vaguely"
"5194",36,"over the trees."
"5195",36,""
"5196",36,"No one in Weybridge could tell us where the headquarters were"
"5197",36,"established; the whole place was in such confusion as I had never seen"
"5198",36,"in any town before. Carts, carriages everywhere, the most astonishing"
"5199",36,"miscellany of conveyances and horseflesh. The respectable inhabitants"
"5200",36,"of the place, men in golf and boating costumes, wives prettily dressed,"
"5201",36,"were packing, river-side loafers energetically helping, children"
"5202",36,"excited, and, for the most part, highly delighted at this astonishing"
"5203",36,"variation of their Sunday experiences. In the midst of it all the"
"5204",36,"worthy vicar was very pluckily holding an early celebration, and his"
"5205",36,"bell was jangling out above the excitement."
"5206",36,""
"5207",36,"I and the artilleryman, seated on the step of the drinking fountain,"
"5208",36,"made a very passable meal upon what we had brought with us. Patrols of"
"5209",36,"soldiers—here no longer hussars, but grenadiers in white—were warning"
"5210",36,"people to move now or to take refuge in their cellars as soon as the"
"5211",36,"firing began. We saw as we crossed the railway bridge that a growing"
"5212",36,"crowd of people had assembled in and about the railway station, and the"
"5213",36,"swarming platform was piled with boxes and packages. The ordinary"
"5214",36,"traffic had been stopped, I believe, in order to allow of the passage"
"5215",36,"of troops and guns to Chertsey, and I have heard since that a savage"
"5216",36,"struggle occurred for places in the special trains that were put on at"
"5217",36,"a later hour."
"5218",36,""
"5219",36,"We remained at Weybridge until midday, and at that hour we found"
"5220",36,"ourselves at the place near Shepperton Lock where the Wey and Thames"
"5221",36,"join. Part of the time we spent helping two old women to pack a little"
"5222",36,"cart. The Wey has a treble mouth, and at this point boats are to be"
"5223",36,"hired, and there was a ferry across the river. On the Shepperton side"
"5224",36,"was an inn with a lawn, and beyond that the tower of Shepperton"
"5225",36,"Church—it has been replaced by a spire—rose above the trees."
"5226",36,""
"5227",36,"Here we found an excited and noisy crowd of fugitives. As yet the"
"5228",36,"flight had not grown to a panic, but there were already far more people"
"5229",36,"than all the boats going to and fro could enable to cross. People came"
"5230",36,"panting along under heavy burdens; one husband and wife were even"
"5231",36,"carrying a small outhouse door between them, with some of their"
"5232",36,"household goods piled thereon. One man told us he meant to try to get"
"5233",36,"away from Shepperton station."
"5234",36,""
"5235",36,"There was a lot of shouting, and one man was even jesting. The idea"
"5236",36,"people seemed to have here was that the Martians were simply formidable"
"5237",36,"human beings, who might attack and sack the town, to be certainly"
"5238",36,"destroyed in the end. Every now and then people would glance nervously"
"5239",36,"across the Wey, at the meadows towards Chertsey, but everything over"
"5240",36,"there was still."
"5241",36,""
"5242",36,"Across the Thames, except just where the boats landed, everything was"
"5243",36,"quiet, in vivid contrast with the Surrey side. The people who landed"
"5244",36,"there from the boats went tramping off down the lane. The big ferryboat"
"5245",36,"had just made a journey. Three or four soldiers stood on the lawn of"
"5246",36,"the inn, staring and jesting at the fugitives, without offering to"
"5247",36,"help. The inn was closed, as it was now within prohibited hours."
"5248",36,""
"5249",36,"“What’s that?” cried a boatman, and “Shut up, you fool!” said a man"
"5250",36,"near me to a yelping dog. Then the sound came again, this time from the"
"5251",36,"direction of Chertsey, a muffled thud—the sound of a gun."
"5252",36,""
"5253",36,"The fighting was beginning. Almost immediately unseen batteries across"
"5254",36,"the river to our right, unseen because of the trees, took up the"
"5255",36,"chorus, firing heavily one after the other. A woman screamed. Everyone"
"5256",36,"stood arrested by the sudden stir of battle, near us and yet invisible"
"5257",36,"to us. Nothing was to be seen save flat meadows, cows feeding"
"5258",36,"unconcernedly for the most part, and silvery pollard willows motionless"
"5259",36,"in the warm sunlight."
"5260",36,""
"5261",36,"“The sojers’ll stop ’em,” said a woman beside me, doubtfully. A"
"5262",36,"haziness rose over the treetops."
"5263",36,""
"5264",36,"Then suddenly we saw a rush of smoke far away up the river, a puff of"
"5265",36,"smoke that jerked up into the air and hung; and forthwith the ground"
"5266",36,"heaved under foot and a heavy explosion shook the air, smashing two or"
"5267",36,"three windows in the houses near, and leaving us astonished."
"5268",36,""
"5269",36,"“Here they are!” shouted a man in a blue jersey. “Yonder! D’yer see"
"5270",36,"them? Yonder!”"
"5271",36,""
"5272",36,"Quickly, one after the other, one, two, three, four of the armoured"
"5273",36,"Martians appeared, far away over the little trees, across the flat"
"5274",36,"meadows that stretched towards Chertsey, and striding hurriedly towards"
"5275",36,"the river. Little cowled figures they seemed at first, going with a"
"5276",36,"rolling motion and as fast as flying birds."
"5277",36,""
"5278",36,"Then, advancing obliquely towards us, came a fifth. Their armoured"
"5279",36,"bodies glittered in the sun as they swept swiftly forward upon the"
"5280",36,"guns, growing rapidly larger as they drew nearer. One on the extreme"
"5281",36,"left, the remotest that is, flourished a huge case high in the air, and"
"5282",36,"the ghostly, terrible Heat-Ray I had already seen on Friday night smote"
"5283",36,"towards Chertsey, and struck the town."
"5284",36,""
"5285",36,"At sight of these strange, swift, and terrible creatures the crowd near"
"5286",36,"the water’s edge seemed to me to be for a moment horror-struck. There"
"5287",36,"was no screaming or shouting, but a silence. Then a hoarse murmur and a"
"5288",36,"movement of feet—a splashing from the water. A man, too frightened to"
"5289",36,"drop the portmanteau he carried on his shoulder, swung round and sent"
"5290",36,"me staggering with a blow from the corner of his burden. A woman thrust"
"5291",36,"at me with her hand and rushed past me. I turned with the rush of the"
"5292",36,"people, but I was not too terrified for thought. The terrible Heat-Ray"
"5293",36,"was in my mind. To get under water! That was it!"
"5294",36,""
"5295",36,"“Get under water!” I shouted, unheeded."
"5296",36,""
"5297",36,"I faced about again, and rushed towards the approaching Martian, rushed"
"5298",36,"right down the gravelly beach and headlong into the water. Others did"
"5299",36,"the same. A boatload of people putting back came leaping out as I"
"5300",36,"rushed past. The stones under my feet were muddy and slippery, and the"
"5301",36,"river was so low that I ran perhaps twenty feet scarcely waist-deep."
"5302",36,"Then, as the Martian towered overhead scarcely a couple of hundred"
"5303",36,"yards away, I flung myself forward under the surface. The splashes of"
"5304",36,"the people in the boats leaping into the river sounded like"
"5305",36,"thunderclaps in my ears. People were landing hastily on both sides of"
"5306",36,"the river. But the Martian machine took no more notice for the moment"
"5307",36,"of the people running this way and that than a man would of the"
"5308",36,"confusion of ants in a nest against which his foot has kicked. When,"
"5309",36,"half suffocated, I raised my head above water, the Martian’s hood"
"5310",36,"pointed at the batteries that were still firing across the river, and"
"5311",36,"as it advanced it swung loose what must have been the generator of the"
"5312",36,"Heat-Ray."
"5313",36,""
"5314",36,"In another moment it was on the bank, and in a stride wading halfway"
"5315",36,"across. The knees of its foremost legs bent at the farther bank, and in"
"5316",36,"another moment it had raised itself to its full height again, close to"
"5317",36,"the village of Shepperton. Forthwith the six guns which, unknown to"
"5318",36,"anyone on the right bank, had been hidden behind the outskirts of that"
"5319",36,"village, fired simultaneously. The sudden near concussion, the last"
"5320",36,"close upon the first, made my heart jump. The monster was already"
"5321",36,"raising the case generating the Heat-Ray as the first shell burst six"
"5322",36,"yards above the hood."
"5323",36,""
"5324",36,"I gave a cry of astonishment. I saw and thought nothing of the other"
"5325",36,"four Martian monsters; my attention was riveted upon the nearer"
"5326",36,"incident. Simultaneously two other shells burst in the air near the"
"5327",36,"body as the hood twisted round in time to receive, but not in time to"
"5328",36,"dodge, the fourth shell."
"5329",36,""
"5330",36,"The shell burst clean in the face of the Thing. The hood bulged,"
"5331",36,"flashed, was whirled off in a dozen tattered fragments of red flesh and"
"5332",36,"glittering metal."
"5333",36,""
"5334",36,"“Hit!” shouted I, with something between a scream and a cheer."
"5335",36,""
"5336",36,"I heard answering shouts from the people in the water about me. I could"
"5337",36,"have leaped out of the water with that momentary exultation."
"5338",36,""
"5339",36,"The decapitated colossus reeled like a drunken giant; but it did not"
"5340",36,"fall over. It recovered its balance by a miracle, and, no longer"
"5341",36,"heeding its steps and with the camera that fired the Heat-Ray now"
"5342",36,"rigidly upheld, it reeled swiftly upon Shepperton. The living"
"5343",36,"intelligence, the Martian within the hood, was slain and splashed to"
"5344",36,"the four winds of heaven, and the Thing was now but a mere intricate"
"5345",36,"device of metal whirling to destruction. It drove along in a straight"
"5346",36,"line, incapable of guidance. It struck the tower of Shepperton Church,"
"5347",36,"smashing it down as the impact of a battering ram might have done,"
"5348",36,"swerved aside, blundered on and collapsed with tremendous force into"
"5349",36,"the river out of my sight."
"5350",36,""
"5351",36,"A violent explosion shook the air, and a spout of water, steam, mud,"
"5352",36,"and shattered metal shot far up into the sky. As the camera of the"
"5353",36,"Heat-Ray hit the water, the latter had immediately flashed into steam."
"5354",36,"In another moment a huge wave, like a muddy tidal bore but almost"
"5355",36,"scaldingly hot, came sweeping round the bend upstream. I saw people"
"5356",36,"struggling shorewards, and heard their screaming and shouting faintly"
"5357",36,"above the seething and roar of the Martian’s collapse."
"5358",36,""
"5359",36,"For a moment I heeded nothing of the heat, forgot the patent need of"
"5360",36,"self-preservation. I splashed through the tumultuous water, pushing"
"5361",36,"aside a man in black to do so, until I could see round the bend. Half a"
"5362",36,"dozen deserted boats pitched aimlessly upon the confusion of the waves."
"5363",36,"The fallen Martian came into sight downstream, lying across the river,"
"5364",36,"and for the most part submerged."
"5365",36,""
"5366",36,"Thick clouds of steam were pouring off the wreckage, and through the"
"5367",36,"tumultuously whirling wisps I could see, intermittently and vaguely,"
"5368",36,"the gigantic limbs churning the water and flinging a splash and spray"
"5369",36,"of mud and froth into the air. The tentacles swayed and struck like"
"5370",36,"living arms, and, save for the helpless purposelessness of these"
"5371",36,"movements, it was as if some wounded thing were struggling for its life"
"5372",36,"amid the waves. Enormous quantities of a ruddy-brown fluid were"
"5373",36,"spurting up in noisy jets out of the machine."
"5374",36,""
"5375",36,"My attention was diverted from this death flurry by a furious yelling,"
"5376",36,"like that of the thing called a siren in our manufacturing towns. A"
"5377",36,"man, knee-deep near the towing path, shouted inaudibly to me and"
"5378",36,"pointed. Looking back, I saw the other Martians advancing with gigantic"
"5379",36,"strides down the riverbank from the direction of Chertsey. The"
"5380",36,"Shepperton guns spoke this time unavailingly."
"5381",36,""
"5382",36,"At that I ducked at once under water, and, holding my breath until"
"5383",36,"movement was an agony, blundered painfully ahead under the surface as"
"5384",36,"long as I could. The water was in a tumult about me, and rapidly"
"5385",36,"growing hotter."
"5386",36,""
"5387",36,"When for a moment I raised my head to take breath and throw the hair"
"5388",36,"and water from my eyes, the steam was rising in a whirling white fog"
"5389",36,"that at first hid the Martians altogether. The noise was deafening."
"5390",36,"Then I saw them dimly, colossal figures of grey, magnified by the mist."
"5391",36,"They had passed by me, and two were stooping over the frothing,"
"5392",36,"tumultuous ruins of their comrade."
"5393",36,""
"5394",36,"The third and fourth stood beside him in the water, one perhaps two"
"5395",36,"hundred yards from me, the other towards Laleham. The generators of the"
"5396",36,"Heat-Rays waved high, and the hissing beams smote down this way and"
"5397",36,"that."
"5398",36,""
"5399",36,"The air was full of sound, a deafening and confusing conflict of"
"5400",36,"noises—the clangorous din of the Martians, the crash of falling houses,"
"5401",36,"the thud of trees, fences, sheds flashing into flame, and the crackling"
"5402",36,"and roaring of fire. Dense black smoke was leaping up to mingle with"
"5403",36,"the steam from the river, and as the Heat-Ray went to and fro over"
"5404",36,"Weybridge its impact was marked by flashes of incandescent white, that"
"5405",36,"gave place at once to a smoky dance of lurid flames. The nearer houses"
"5406",36,"still stood intact, awaiting their fate, shadowy, faint and pallid in"
"5407",36,"the steam, with the fire behind them going to and fro."
"5408",36,""
"5409",36,"For a moment perhaps I stood there, breast-high in the almost boiling"
"5410",36,"water, dumbfounded at my position, hopeless of escape. Through the reek"
"5411",36,"I could see the people who had been with me in the river scrambling out"
"5412",36,"of the water through the reeds, like little frogs hurrying through"
"5413",36,"grass from the advance of a man, or running to and fro in utter dismay"
"5414",36,"on the towing path."
"5415",36,""
"5416",36,"Then suddenly the white flashes of the Heat-Ray came leaping towards"
"5417",36,"me. The houses caved in as they dissolved at its touch, and darted out"
"5418",36,"flames; the trees changed to fire with a roar. The Ray flickered up and"
"5419",36,"down the towing path, licking off the people who ran this way and that,"
"5420",36,"and came down to the water’s edge not fifty yards from where I stood."
"5421",36,"It swept across the river to Shepperton, and the water in its track"
"5422",36,"rose in a boiling weal crested with steam. I turned shoreward."
"5423",36,""
"5424",36,"In another moment the huge wave, well-nigh at the boiling-point had"
"5425",36,"rushed upon me. I screamed aloud, and scalded, half blinded, agonised,"
"5426",36,"I staggered through the leaping, hissing water towards the shore. Had"
"5427",36,"my foot stumbled, it would have been the end. I fell helplessly, in"
"5428",36,"full sight of the Martians, upon the broad, bare gravelly spit that"
"5429",36,"runs down to mark the angle of the Wey and Thames. I expected nothing"
"5430",36,"but death."
"5431",36,""
"5432",36,"I have a dim memory of the foot of a Martian coming down within a score"
"5433",36,"of yards of my head, driving straight into the loose gravel, whirling"
"5434",36,"it this way and that and lifting again; of a long suspense, and then of"
"5435",36,"the four carrying the debris of their comrade between them, now clear"
"5436",36,"and then presently faint through a veil of smoke, receding"
"5437",36,"interminably, as it seemed to me, across a vast space of river and"
"5438",36,"meadow. And then, very slowly, I realised that by a miracle I had"
"5439",36,"escaped."
"5440",36,""
"5441",36,""
"5442",36,""
"5443",36,""
"5444",36,"XIII."
"5445",36,"HOW I FELL IN WITH THE CURATE."
"5446",36,""
"5447",36,""
"5448",36,"After getting this sudden lesson in the power of terrestrial weapons,"
"5449",36,"the Martians retreated to their original position upon Horsell Common;"
"5450",36,"and in their haste, and encumbered with the debris of their smashed"
"5451",36,"companion, they no doubt overlooked many such a stray and negligible"
"5452",36,"victim as myself. Had they left their comrade and pushed on forthwith,"
"5453",36,"there was nothing at that time between them and London but batteries of"
"5454",36,"twelve-pounder guns, and they would certainly have reached the capital"
"5455",36,"in advance of the tidings of their approach; as sudden, dreadful, and"
"5456",36,"destructive their advent would have been as the earthquake that"
"5457",36,"destroyed Lisbon a century ago."
"5458",36,""
"5459",36,"But they were in no hurry. Cylinder followed cylinder on its"
"5460",36,"interplanetary flight; every twenty-four hours brought them"
"5461",36,"reinforcement. And meanwhile the military and naval authorities, now"
"5462",36,"fully alive to the tremendous power of their antagonists, worked with"
"5463",36,"furious energy. Every minute a fresh gun came into position until,"
"5464",36,"before twilight, every copse, every row of suburban villas on the hilly"
"5465",36,"slopes about Kingston and Richmond, masked an expectant black muzzle."
"5466",36,"And through the charred and desolated area—perhaps twenty square miles"
"5467",36,"altogether—that encircled the Martian encampment on Horsell Common,"
"5468",36,"through charred and ruined villages among the green trees, through the"
"5469",36,"blackened and smoking arcades that had been but a day ago pine"
"5470",36,"spinneys, crawled the devoted scouts with the heliographs that were"
"5471",36,"presently to warn the gunners of the Martian approach. But the Martians"
"5472",36,"now understood our command of artillery and the danger of human"
"5473",36,"proximity, and not a man ventured within a mile of either cylinder,"
"5474",36,"save at the price of his life."
"5475",36,""
"5476",36,"It would seem that these giants spent the earlier part of the afternoon"
"5477",36,"in going to and fro, transferring everything from the second and third"
"5478",36,"cylinders—the second in Addlestone Golf Links and the third at"
"5479",36,"Pyrford—to their original pit on Horsell Common. Over that, above the"
"5480",36,"blackened heather and ruined buildings that stretched far and wide,"
"5481",36,"stood one as sentinel, while the rest abandoned their vast"
"5482",36,"fighting-machines and descended into the pit. They were hard at work"
"5483",36,"there far into the night, and the towering pillar of dense green smoke"
"5484",36,"that rose therefrom could be seen from the hills about Merrow, and"
"5485",36,"even, it is said, from Banstead and Epsom Downs."
"5486",36,""
"5487",36,"And while the Martians behind me were thus preparing for their next"
"5488",36,"sally, and in front of me Humanity gathered for the battle, I made my"
"5489",36,"way with infinite pains and labour from the fire and smoke of burning"
"5490",36,"Weybridge towards London."
"5491",36,""
"5492",36,"I saw an abandoned boat, very small and remote, drifting down-stream;"
"5493",36,"and throwing off the most of my sodden clothes, I went after it, gained"
"5494",36,"it, and so escaped out of that destruction. There were no oars in the"
"5495",36,"boat, but I contrived to paddle, as well as my parboiled hands would"
"5496",36,"allow, down the river towards Halliford and Walton, going very"
"5497",36,"tediously and continually looking behind me, as you may well"
